instance,n,prob,num_type,value
16-21,20,0.3,orig_simpl_obj,2825
16-22,20,0.3,orig_minAB_obj,3027
16-22,20,0.3,orig_simpl_obj,3614
16-23,20,0.3,orig_minAB_obj,1920
16-23,20,0.3,orig_simpl_obj,2579
16-24,20,0.3,orig_minAB_obj,2469
16-24,20,0.3,orig_simpl_obj,2932
16-25,20,0.3,orig_minAB_obj,3202
16-25,20,0.3,orig_simpl_obj,3180
16-26,20,0.3,orig_minAB_obj,2214
16-26,20,0.3,orig_simpl_obj,2337
16-27,20,0.3,orig_minAB_obj,2574
16-27,20,0.3,orig_simpl_obj,2348
16-28,20,0.3,orig_minAB_obj,3275
16-28,20,0.3,orig_simpl_obj,3107
16-29,20,0.3,orig_minAB_obj,2628
16-29,20,0.3,orig_simpl_obj,2782
16-30,20,0.3,orig_minAB_obj,2020
16-30,20,0.3,orig_simpl_obj,2438
16-31,20,0.3,orig_minAB_obj,3218
16-31,20,0.3,orig_simpl_obj,3167
17-0,20,0.3,orig_minAB_obj,3672
17-0,20,0.3,orig_simpl_obj,3546
17-1,20,0.3,orig_minAB_obj,2522
17-1,20,0.3,orig_simpl_obj,2924
17-2,20,0.3,orig_minAB_obj,4100
17-2,20,0.3,orig_simpl_obj,3021
17-3,20,0.3,orig_minAB_obj,2619
17-3,20,0.3,orig_simpl_obj,2159
17-4,20,0.3,orig_minAB_obj,3156
17-4,20,0.3,orig_simpl_obj,3358
17-5,20,0.3,orig_minAB_obj,3983
17-5,20,0.3,orig_simpl_obj,3178
17-6,20,0.3,orig_minAB_obj,3347
17-6,20,0.3,orig_simpl_obj,3560
17-7,20,0.3,orig_minAB_obj,3192
17-7,20,0.3,orig_simpl_obj,4395
17-8,20,0.3,orig_minAB_obj,2948
17-8,20,0.3,orig_simpl_obj,2460
17-9,20,0.3,orig_minAB_obj,2867
17-9,20,0.3,orig_simpl_obj,3872
17-10,20,0.3,orig_minAB_obj,2843
17-10,20,0.3,orig_simpl_obj,2667
17-11,20,0.3,orig_minAB_obj,1283
17-11,20,0.3,orig_simpl_obj,1687
17-12,20,0.3,orig_minAB_obj,2763
17-12,20,0.3,orig_simpl_obj,3437
17-13,20,0.3,orig_minAB_obj,2266
17-13,20,0.3,orig_simpl_obj,2362
17-14,20,0.3,orig_minAB_obj,2287
17-14,20,0.3,orig_simpl_obj,2718
17-15,20,0.3,orig_minAB_obj,3707
17-15,20,0.3,orig_simpl_obj,3530
17-16,20,0.3,orig_minAB_obj,2926
17-16,20,0.3,orig_simpl_obj,4061
17-17,20,0.3,orig_minAB_obj,4707
17-17,20,0.3,orig_simpl_obj,6045
17-18,20,0.3,orig_minAB_obj,840
17-18,20,0.3,orig_simpl_obj,1055
17-19,20,0.3,orig_minAB_obj,2297
17-19,20,0.3,orig_simpl_obj,2150
17-20,20,0.3,orig_minAB_obj,3487
17-20,20,0.3,orig_simpl_obj,3369
17-21,20,0.3,orig_minAB_obj,3174
17-21,20,0.3,orig_simpl_obj,4053
17-22,20,0.3,orig_minAB_obj,2222
17-22,20,0.3,orig_simpl_obj,2339
17-23,20,0.3,orig_minAB_obj,3390
17-23,20,0.3,orig_simpl_obj,3102
17-24,20,0.3,orig_minAB_obj,2080
17-24,20,0.3,orig_simpl_obj,2507
17-25,20,0.3,orig_minAB_obj,1990
17-25,20,0.3,orig_simpl_obj,2247
