instance,n,prob,num_type,value
18-4,20,0.3,orig_simpl_obj,286
18-5,20,0.3,orig_minAB_obj,1664
18-5,20,0.3,orig_simpl_obj,1987
18-6,20,0.3,orig_minAB_obj,1923
18-6,20,0.3,orig_simpl_obj,2254
18-7,20,0.3,orig_minAB_obj,1256
18-7,20,0.3,orig_simpl_obj,1445
18-8,20,0.3,orig_minAB_obj,2632
18-8,20,0.3,orig_simpl_obj,3114
18-9,20,0.3,orig_minAB_obj,134
18-9,20,0.3,orig_simpl_obj,133
18-10,20,0.3,orig_minAB_obj,2455
18-10,20,0.3,orig_simpl_obj,2847
18-11,20,0.3,orig_minAB_obj,1753
18-11,20,0.3,orig_simpl_obj,1551
18-12,20,0.3,orig_minAB_obj,1462
18-12,20,0.3,orig_simpl_obj,1330
18-13,20,0.3,orig_minAB_obj,882
18-13,20,0.3,orig_simpl_obj,951
18-14,20,0.3,orig_minAB_obj,836
18-14,20,0.3,orig_simpl_obj,1041
18-15,20,0.3,orig_minAB_obj,1629
18-15,20,0.3,orig_simpl_obj,1766
19-0,20,0.3,orig_minAB_obj,396
19-0,20,0.3,orig_simpl_obj,448
19-1,20,0.3,orig_minAB_obj,1681
19-1,20,0.3,orig_simpl_obj,1694
19-2,20,0.3,orig_minAB_obj,2036
19-2,20,0.3,orig_simpl_obj,2267
19-3,20,0.3,orig_minAB_obj,2792
19-3,20,0.3,orig_simpl_obj,3013
19-4,20,0.3,orig_minAB_obj,1903
19-4,20,0.3,orig_simpl_obj,2222
19-5,20,0.3,orig_minAB_obj,1705
19-5,20,0.3,orig_simpl_obj,2234
19-6,20,0.3,orig_minAB_obj,2183
19-6,20,0.3,orig_simpl_obj,2873
19-7,20,0.3,orig_minAB_obj,1392
19-7,20,0.3,orig_simpl_obj,1417
19-8,20,0.3,orig_minAB_obj,316
19-8,20,0.3,orig_simpl_obj,408
19-9,20,0.3,orig_minAB_obj,1145
19-9,20,0.3,orig_simpl_obj,1159
19-10,20,0.3,orig_minAB_obj,892
19-10,20,0.3,orig_simpl_obj,830
19-11,20,0.3,orig_minAB_obj,903
19-11,20,0.3,orig_simpl_obj,643
19-12,20,0.3,orig_minAB_obj,2156
19-12,20,0.3,orig_simpl_obj,2181
19-13,20,0.3,orig_minAB_obj,1710
19-13,20,0.3,orig_simpl_obj,1846
19-14,20,0.3,orig_minAB_obj,1268
19-14,20,0.3,orig_simpl_obj,1757
19-15,20,0.3,orig_minAB_obj,1290
19-15,20,0.3,orig_simpl_obj,1785
2-0,20,0.3,orig_minAB_obj,2443
2-0,20,0.3,orig_simpl_obj,2072
2-1,20,0.3,orig_minAB_obj,354
2-1,20,0.3,orig_simpl_obj,319
2-2,20,0.3,orig_minAB_obj,156
2-2,20,0.3,orig_simpl_obj,180
2-3,20,0.3,orig_minAB_obj,329
2-3,20,0.3,orig_simpl_obj,309
2-4,20,0.3,orig_minAB_obj,1335
2-4,20,0.3,orig_simpl_obj,1604
2-5,20,0.3,orig_minAB_obj,2043
2-5,20,0.3,orig_simpl_obj,3196
2-6,20,0.3,orig_minAB_obj,2497
2-6,20,0.3,orig_simpl_obj,2730
2-7,20,0.3,orig_minAB_obj,1732
2-7,20,0.3,orig_simpl_obj,1716
2-8,20,0.3,orig_minAB_obj,1901
2-8,20,0.3,orig_simpl_obj,2654
2-9,20,0.3,orig_minAB_obj,220
2-9,20,0.3,orig_simpl_obj,242
2-10,20,0.3,orig_minAB_obj,1780
2-10,20,0.3,orig_simpl_obj,1716
2-11,20,0.3,orig_minAB_obj,2492
2-11,20,0.3,orig_simpl_obj,3254
2-12,20,0.3,orig_minAB_obj,1116
2-12,20,0.3,orig_simpl_obj,1194
2-13,20,0.3,orig_minAB_obj,1453
2-13,20,0.3,orig_simpl_obj,1942
2-14,20,0.3,orig_minAB_obj,1021
2-14,20,0.3,orig_simpl_obj,1038
2-15,20,0.3,orig_minAB_obj,506
2-15,20,0.3,orig_simpl_obj,544
20-0,20,0.3,orig_minAB_obj,568
20-0,20,0.3,orig_simpl_obj,655
20-1,20,0.3,orig_minAB_obj,139
20-1,20,0.3,orig_simpl_obj,152
20-2,20,0.3,orig_minAB_obj,1261
20-2,20,0.3,orig_simpl_obj,1612
20-3,20,0.3,orig_minAB_obj,1538
20-3,20,0.3,orig_simpl_obj,2223
20-4,20,0.3,orig_minAB_obj,3127
20-4,20,0.3,orig_simpl_obj,3279
20-5,20,0.3,orig_minAB_obj,1163
20-5,20,0.3,orig_simpl_obj,1835
20-6,20,0.3,orig_minAB_obj,1048
20-6,20,0.3,orig_simpl_obj,1303
20-7,20,0.3,orig_minAB_obj,2060
20-7,20,0.3,orig_simpl_obj,2377
20-8,20,0.3,orig_minAB_obj,54
20-8,20,0.3,orig_simpl_obj,52
20-9,20,0.3,orig_minAB_obj,1556
20-9,20,0.3,orig_simpl_obj,1668
20-10,20,0.3,orig_minAB_obj,80
20-10,20,0.3,orig_simpl_obj,103
20-11,20,0.3,orig_minAB_obj,835
20-11,20,0.3,orig_simpl_obj,922
20-12,20,0.3,orig_minAB_obj,1217
20-12,20,0.3,orig_simpl_obj,1375
20-13,20,0.3,orig_minAB_obj,39
20-13,20,0.3,orig_simpl_obj,39
20-14,20,0.3,orig_minAB_obj,1261
20-14,20,0.3,orig_simpl_obj,1496
20-15,20,0.3,orig_minAB_obj,3451
20-15,20,0.3,orig_simpl_obj,4908
21-0,20,0.3,orig_minAB_obj,2979
21-0,20,0.3,orig_simpl_obj,3084
21-1,20,0.3,orig_minAB_obj,668
21-1,20,0.3,orig_simpl_obj,636
21-2,20,0.3,orig_minAB_obj,1532
21-2,20,0.3,orig_simpl_obj,1748
21-3,20,0.3,orig_minAB_obj,1350
21-3,20,0.3,orig_simpl_obj,1317
21-4,20,0.3,orig_minAB_obj,1139
21-4,20,0.3,orig_simpl_obj,1309
21-5,20,0.3,orig_minAB_obj,1966
21-5,20,0.3,orig_simpl_obj,2005
21-6,20,0.3,orig_minAB_obj,354
21-6,20,0.3,orig_simpl_obj,391
21-7,20,0.3,orig_minAB_obj,805
21-7,20,0.3,orig_simpl_obj,1096
21-8,20,0.3,orig_minAB_obj,2335
21-8,20,0.3,orig_simpl_obj,2366
21-9,20,0.3,orig_minAB_obj,1237
21-9,20,0.3,orig_simpl_obj,1488
21-10,20,0.3,orig_minAB_obj,101
21-10,20,0.3,orig_simpl_obj,98
21-11,20,0.3,orig_minAB_obj,157
21-11,20,0.3,orig_simpl_obj,147
