k, VS_status, AB_simscore, no_opts, opts_diam, best_VS_simscore, worst_VS_simscore, exp_time
788, optimal, 66.7, 12, 26.7, 93.3, 66.7, 0.4
789, optimal, 66.7, 12, 26.7, 93.3, 73.3, 0.4
790, optimal, 73.3, 2, 6.7, 86.7, 86.7, 0.6
791, optimal, 53.3, 16, 73.3, 93.3, 40.0, 0.6
792, optimal, 66.7, 4, 13.3, 80.0, 66.7, 0.4
793, optimal, 60.0, 12, 26.7, 66.7, 46.7, 0.4
794, optimal, 73.3, 4, 13.3, 60.0, 53.3, 0.6
795, optimal, 93.3, 12, 26.7, 80.0, 60.0, 0.4
796, optimal, 20.0, 8, 26.7, 60.0, 40.0, 0.4
797, optimal, 40.0, 4, 13.3, 60.0, 53.3, 0.5
798, optimal, 53.3, 6, 20.0, 100.0, 80.0, 0.4
799, optimal, 53.3, 8, 20.0, 66.7, 53.3, 0.4
800, optimal, 40.0, 720, 100.0, 100.0, 0.0, 4.6
801, optimal, 60.0, 2, 6.7, 86.7, 86.7, 0.5
802, optimal, 40.0, 48, 46.7, 80.0, 33.3, 0.4
803, optimal, 46.7, 4, 13.3, 66.7, 53.3, 0.5
804, optimal, 80.0, 12, 26.7, 73.3, 53.3, 0.4
805, optimal, 53.3, 12, 60.0, 60.0, 33.3, 0.6
806, optimal, 40.0, 18, 86.7, 100.0, 26.7, 0.8
807, optimal, 40.0, 8, 26.7, 53.3, 33.3, 0.6
808, optimal, 53.3, 2, 6.7, 66.7, 66.7, 0.5
809, optimal, 60.0, 2, 6.7, 93.3, 93.3, 0.5
810, optimal, 60.0, 12, 26.7, 93.3, 66.7, 0.4
811, optimal, 40.0, 24, 40.0, 73.3, 33.3, 0.4
812, optimal, 60.0, 2, 6.7, 86.7, 86.7, 0.5
813, optimal, 60.0, 48, 46.7, 86.7, 40.0, 0.4
814, optimal, 40.0, 4, 13.3, 60.0, 46.7, 0.5
815, optimal, 40.0, 12, 26.7, 60.0, 33.3, 0.4
816, optimal, 66.7, 6, 20.0, 86.7, 66.7, 0.7
817, optimal, 53.3, 8, 40.0, 100.0, 66.7, 0.4
818, optimal, 86.7, 6, 20.0, 80.0, 60.0, 0.5
819, optimal, 53.3, 7, 40.0, 86.7, 66.7, 0.5
820, optimal, 33.3, 24, 40.0, 80.0, 40.0, 0.4
821, optimal, 80.0, 2, 6.7, 86.7, 86.7, 0.6
822, optimal, 20.0, 12, 26.7, 46.7, 20.0, 0.5
823, optimal, 66.7, 2, 6.7, 73.3, 73.3, 0.5
824, optimal, 33.3, 2, 6.7, 53.3, 53.3, 0.6
825, optimal, 53.3, 4, 13.3, 66.7, 60.0, 0.4
826, optimal, 46.7, 8, 20.0, 93.3, 73.3, 0.4
827, optimal, 26.7, 24, 40.0, 100.0, 60.0, 0.5
828, optimal, 33.3, 18, 33.3, 86.7, 53.3, 0.5
829, optimal, 46.7, 120, 66.7, 93.3, 26.7, 0.5
830, optimal, 33.3, 4, 13.3, 93.3, 80.0, 0.5
831, optimal, 60.0, 6, 73.3, 93.3, 40.0, 0.6
832, optimal, 40.0, 4, 13.3, 46.7, 33.3, 0.6
833, optimal, 40.0, 120, 66.7, 73.3, 6.7, 0.5
834, optimal, 60.0, 6, 20.0, 80.0, 66.7, 0.6
835, optimal, 13.3, 2, 6.7, 60.0, 60.0, 0.5
836, optimal, 46.7, 4, 13.3, 93.3, 86.7, 0.4
837, optimal, 33.3, 7, 40.0, 93.3, 73.3, 0.6
838, optimal, 13.3, 4, 13.3, 46.7, 33.3, 0.5
839, optimal, 66.7, 6, 20.0, 93.3, 80.0, 0.6
840, optimal, 53.3, 2, 6.7, 46.7, 46.7, 0.5
841, optimal, 53.3, 2, 6.7, 73.3, 73.3, 0.5
842, optimal, 33.3, 8, 20.0, 53.3, 40.0, 0.5
843, optimal, 46.7, 2, 6.7, 53.3, 53.3, 0.5
844, optimal, 46.7, 6, 26.7, 66.7, 53.3, 0.5
845, optimal, 46.7, 2, 6.7, 73.3, 73.3, 0.5
846, optimal, 33.3, 4, 13.3, 80.0, 73.3, 0.5
847, optimal, 60.0, 8, 20.0, 53.3, 33.3, 0.4
848, optimal, 46.7, 14, 33.3, 86.7, 60.0, 0.5
849, optimal, 66.7, 48, 46.7, 100.0, 60.0, 0.4
850, optimal, 80.0, 16, 33.3, 100.0, 66.7, 0.5
851, optimal, 33.3, 2, 6.7, 60.0, 60.0, 0.6
852, optimal, 60.0, 6, 20.0, 80.0, 66.7, 0.6
853, optimal, 40.0, 2, 6.7, 86.7, 86.7, 0.6
854, optimal, 33.3, 16, 66.7, 66.7, 40.0, 0.5
855, optimal, 26.7, 12, 26.7, 40.0, 20.0, 0.7
856, optimal, 53.3, 8, 20.0, 86.7, 66.7, 0.4
857, optimal, 33.3, 4, 13.3, 46.7, 33.3, 0.5
858, optimal, 33.3, 6, 20.0, 100.0, 86.7, 0.6
859, optimal, 73.3, 12, 26.7, 100.0, 80.0, 0.4
860, optimal, 60.0, 2, 6.7, 73.3, 73.3, 0.4
861, optimal, 33.3, 10, 93.3, 66.7, 33.3, 0.6
862, optimal, 60.0, 6, 20.0, 100.0, 86.7, 0.6
863, optimal, 53.3, 2, 6.7, 86.7, 86.7, 0.5
864, optimal, 60.0, 2, 6.7, 100.0, 100.0, 0.7
865, optimal, 53.3, 2, 6.7, 53.3, 53.3, 0.5
866, optimal, 20.0, 36, 40.0, 80.0, 40.0, 0.4
867, optimal, 86.7, 4, 20.0, 80.0, 73.3, 0.6
868, optimal, 26.7, 12, 26.7, 73.3, 53.3, 0.4
869, optimal, 46.7, 24, 46.7, 93.3, 53.3, 0.4
870, optimal, 86.7, 36, 40.0, 93.3, 53.3, 0.5
871, optimal, 46.7, 16, 66.7, 86.7, 53.3, 0.5
872, optimal, 33.3, 720, 100.0, 100.0, 0.0, 5.0
873, optimal, 40.0, 8, 20.0, 53.3, 33.3, 0.4
874, optimal, 60.0, 2, 6.7, 73.3, 73.3, 0.5
875, optimal, 73.3, 2, 6.7, 100.0, 100.0, 0.6
876, optimal, 73.3, 4, 13.3, 80.0, 73.3, 0.4
877, optimal, 53.3, 4, 13.3, 80.0, 73.3, 0.5
878, optimal, 53.3, 9, 33.3, 100.0, 73.3, 0.6
879, optimal, 33.3, 12, 26.7, 60.0, 33.3, 0.4
880, optimal, 40.0, 2, 6.7, 40.0, 40.0, 0.5
881, optimal, 66.7, 2, 6.7, 60.0, 60.0, 0.5
882, optimal, 66.7, 6, 20.0, 86.7, 73.3, 0.5
883, optimal, 80.0, 4, 13.3, 93.3, 86.7, 0.5
884, optimal, 66.7, 2, 6.7, 93.3, 93.3, 0.5
885, optimal, 66.7, 2, 6.7, 86.7, 86.7, 0.5
886, optimal, 40.0, 24, 40.0, 86.7, 53.3, 0.4
887, optimal, 66.7, 10, 33.3, 66.7, 46.7, 0.4
888, optimal, 53.3, 11, 46.7, 93.3, 66.7, 0.5
889, optimal, 40.0, 4, 13.3, 86.7, 73.3, 0.6
890, optimal, 46.7, 2, 6.7, 53.3, 53.3, 0.5
891, optimal, 46.7, 4, 13.3, 73.3, 60.0, 0.4
892, optimal, 53.3, 4, 13.3, 86.7, 80.0, 0.5
893, optimal, 53.3, 48, 46.7, 86.7, 40.0, 0.4
894, optimal, 33.3, 4, 13.3, 80.0, 66.7, 0.6
895, optimal, 60.0, 12, 40.0, 86.7, 60.0, 0.5
896, optimal, 46.7, 2, 6.7, 53.3, 53.3, 0.6
897, optimal, 40.0, 2, 6.7, 60.0, 60.0, 0.6
898, optimal, 46.7, 4, 13.3, 93.3, 86.7, 0.6
899, optimal, 53.3, 2, 6.7, 26.7, 26.7, 0.6
900, optimal, 26.7, 4, 20.0, 60.0, 53.3, 0.5
901, optimal, 26.7, 36, 40.0, 80.0, 40.0, 0.5
902, optimal, 53.3, 4, 13.3, 66.7, 60.0, 0.5
903, optimal, 73.3, 3, 13.3, 100.0, 93.3, 0.6
904, optimal, 53.3, 2, 6.7, 86.7, 86.7, 0.5
905, optimal, 26.7, 2, 6.7, 53.3, 53.3, 0.4
906, optimal, 33.3, 3, 13.3, 66.7, 60.0, 0.5
907, optimal, 20.0, 12, 33.3, 100.0, 66.7, 0.6
908, optimal, 13.3, 120, 66.7, 66.7, 0.0, 0.5
909, optimal, 33.3, 12, 26.7, 73.3, 46.7, 0.4
910, optimal, 73.3, 12, 26.7, 100.0, 73.3, 0.4
911, optimal, 66.7, 2, 6.7, 86.7, 86.7, 0.6
912, optimal, 33.3, 36, 40.0, 100.0, 60.0, 0.4
913, optimal, 80.0, 4, 13.3, 73.3, 66.7, 0.5
914, optimal, 46.7, 8, 40.0, 66.7, 53.3, 0.4
915, optimal, 66.7, 14, 80.0, 93.3, 13.3, 0.5
916, optimal, 53.3, 6, 20.0, 66.7, 53.3, 0.4
917, optimal, 60.0, 3, 13.3, 80.0, 73.3, 0.5
918, optimal, 73.3, 4, 13.3, 93.3, 86.7, 0.5
919, optimal, 66.7, 4, 13.3, 93.3, 80.0, 0.6
920, optimal, 53.3, 16, 40.0, 86.7, 60.0, 0.4
921, optimal, 33.3, 12, 26.7, 73.3, 46.7, 0.5
922, optimal, 73.3, 48, 46.7, 93.3, 46.7, 0.4
923, optimal, 46.7, 2, 6.7, 66.7, 66.7, 0.5
924, optimal, 33.3, 12, 26.7, 73.3, 46.7, 0.4
925, optimal, 66.7, 2, 6.7, 73.3, 73.3, 0.6
926, optimal, 60.0, 5, 26.7, 53.3, 40.0, 0.5
927, optimal, 66.7, 8, 26.7, 80.0, 66.7, 0.5
928, optimal, 6.7, 2, 6.7, 66.7, 66.7, 0.5
929, optimal, 53.3, 4, 13.3, 73.3, 66.7, 0.6
930, optimal, 53.3, 36, 40.0, 86.7, 46.7, 0.4
931, optimal, 33.3, 8, 26.7, 93.3, 80.0, 0.5
932, optimal, 66.7, 8, 73.3, 73.3, 26.7, 0.7
933, optimal, 20.0, 4, 13.3, 33.3, 26.7, 0.4
934, optimal, 13.3, 8, 20.0, 80.0, 60.0, 0.4
935, optimal, 33.3, 2, 6.7, 60.0, 60.0, 0.5
936, optimal, 46.7, 4, 13.3, 46.7, 40.0, 0.4
937, optimal, 46.7, 6, 20.0, 86.7, 66.7, 0.5
938, optimal, 53.3, 120, 66.7, 100.0, 33.3, 0.5
939, optimal, 60.0, 4, 13.3, 73.3, 66.7, 0.5
940, optimal, 80.0, 4, 13.3, 93.3, 86.7, 0.6
941, optimal, 53.3, 2, 6.7, 73.3, 73.3, 0.5
942, optimal, 33.3, 120, 66.7, 80.0, 13.3, 0.5
943, optimal, 6.7, 12, 26.7, 53.3, 26.7, 0.4
944, optimal, 46.7, 12, 26.7, 86.7, 60.0, 0.5
945, optimal, 53.3, 24, 73.3, 73.3, 33.3, 0.5
946, optimal, 73.3, 2, 6.7, 93.3, 93.3, 0.5
947, optimal, 73.3, 12, 26.7, 100.0, 73.3, 0.5
948, optimal, 53.3, 8, 26.7, 80.0, 66.7, 0.6
949, optimal, 60.0, 14, 40.0, 86.7, 66.7, 0.5
950, optimal, 46.7, 6, 40.0, 100.0, 66.7, 0.6
951, optimal, 86.7, 8, 26.7, 93.3, 73.3, 0.6
952, optimal, 53.3, 48, 46.7, 73.3, 26.7, 0.4
953, optimal, 93.3, 8, 26.7, 93.3, 73.3, 0.5
954, optimal, 33.3, 7, 26.7, 60.0, 40.0, 0.5
955, optimal, 40.0, 2, 6.7, 66.7, 66.7, 0.7
956, optimal, 60.0, 3, 13.3, 80.0, 73.3, 0.5
957, optimal, 26.7, 4, 20.0, 66.7, 60.0, 0.5
958, optimal, 80.0, 48, 46.7, 86.7, 46.7, 0.4
959, optimal, 40.0, 12, 26.7, 26.7, 0.0, 0.4
960, optimal, 33.3, 4, 13.3, 73.3, 66.7, 0.5
961, optimal, 46.7, 12, 26.7, 73.3, 46.7, 0.4
962, optimal, 73.3, 12, 26.7, 100.0, 73.3, 0.4
963, optimal, 53.3, 48, 46.7, 66.7, 26.7, 0.5
964, optimal, 46.7, 4, 13.3, 66.7, 53.3, 0.4
965, optimal, 53.3, 3, 33.3, 86.7, 86.7, 0.5
966, optimal, 40.0, 1, 0.0, 93.3, 93.3, 0.6
967, optimal, 60.0, 12, 26.7, 73.3, 46.7, 0.4
968, optimal, 53.3, 1, 0.0, 66.7, 66.7, 0.7
969, optimal, 46.7, 8, 40.0, 86.7, 53.3, 0.4
970, optimal, 40.0, 6, 33.3, 60.0, 40.0, 0.5
971, optimal, 33.3, 2, 6.7, 93.3, 93.3, 0.6
972, optimal, 80.0, 12, 60.0, 100.0, 66.7, 0.5
973, optimal, 66.7, 40, 80.0, 93.3, 20.0, 0.5
974, optimal, 66.7, 2, 6.7, 66.7, 66.7, 0.4
975, optimal, 53.3, 15, 40.0, 93.3, 66.7, 0.5
976, optimal, 66.7, 6, 20.0, 100.0, 86.7, 0.4
977, optimal, 33.3, 12, 53.3, 100.0, 46.7, 0.7
978, optimal, 20.0, 8, 26.7, 60.0, 46.7, 0.6
979, optimal, 66.7, 4, 13.3, 100.0, 93.3, 0.4
980, optimal, 53.3, 6, 20.0, 66.7, 53.3, 0.6
981, optimal, 60.0, 8, 20.0, 73.3, 60.0, 0.4
982, optimal, 80.0, 4, 13.3, 100.0, 86.7, 0.5
983, optimal, 33.3, 2, 6.7, 73.3, 73.3, 0.6
984, optimal, 53.3, 4, 20.0, 66.7, 60.0, 0.5
985, optimal, 53.3, 6, 20.0, 86.7, 73.3, 0.5
986, optimal, 80.0, 12, 26.7, 100.0, 80.0, 0.4
987, optimal, 20.0, 9, 100.0, 73.3, 53.3, 0.6
988, optimal, 53.3, 26, 100.0, 73.3, 0.0, 0.5
989, optimal, 60.0, 12, 33.3, 100.0, 73.3, 0.6
990, optimal, 20.0, 2, 6.7, 66.7, 66.7, 0.6
991, optimal, 53.3, 4, 20.0, 66.7, 53.3, 0.6
992, optimal, 46.7, 2, 6.7, 73.3, 73.3, 0.6
993, optimal, 60.0, 10, 73.3, 80.0, 46.7, 0.5
994, optimal, 53.3, 6, 26.7, 93.3, 80.0, 0.6
995, optimal, 46.7, 2, 6.7, 86.7, 86.7, 0.5
996, optimal, 60.0, 3, 13.3, 60.0, 53.3, 0.6
997, optimal, 46.7, 3, 13.3, 73.3, 66.7, 0.5
998, optimal, 73.3, 22, 46.7, 80.0, 46.7, 0.5
999, optimal, 40.0, 4, 13.3, 40.0, 33.3, 0.6
