instance,num_type,step,LB,UB,comment
94,steplog,10,169,265,--none--
94,steplog,20,226,260,--none--
94,steplog,30,259,259,--none--
94,steplog,34,259,259,status:optimal
94,timelog,34,0.07752752304077148,0,--none--
95,steplog,10,129,230,--none--
95,steplog,20,188,206,--none--
95,steplog,28,206,206,status:optimal
95,timelog,28,0.09550046920776367,0,--none--
96,steplog,10,97,217,--none--
96,steplog,20,97,216,--none--
96,steplog,30,97,216,--none--
96,steplog,40,141,182,--none--
96,steplog,50,141,182,--none--
96,steplog,60,167,180,--none--
96,steplog,70,173,179,--none--
96,steplog,77,179,179,status:optimal
96,timelog,77,0.2511899471282959,0,--none--
97,steplog,10,165,247,--none--
97,steplog,20,165,225,--none--
97,steplog,30,165,223,--none--
97,steplog,40,212,223,--none--
97,steplog,50,219,223,--none--
97,steplog,56,223,223,status:optimal
97,timelog,56,0.2223985195159912,0,--none--
98,steplog,10,141,215,--none--
98,steplog,20,141,186,--none--
98,steplog,30,141,180,--none--
98,steplog,40,161,178,--none--
98,steplog,50,167,172,--none--
98,steplog,57,171,171,status:optimal
98,timelog,57,0.31273388862609863,0,--none--
99,steplog,10,45,73,--none--
99,steplog,20,45,73,--none--
99,steplog,30,45,73,--none--
99,steplog,40,45,73,--none--
99,steplog,50,45,73,--none--
99,steplog,60,45,73,--none--
99,steplog,70,45,73,--none--
99,steplog,80,45,73,--none--
99,steplog,90,62,70,--none--
99,steplog,100,62,70,--none--
99,steplog,110,68,70,--none--
99,steplog,114,70,70,status:optimal
99,timelog,114,0.3992443084716797,0,--none--
9,steplog,10,299,334,--none--
9,steplog,20,334,334,--none--
9,steplog,22,334,334,status:optimal
9,timelog,22,0.05831718444824219,0,--none--
