instance,inversions,reducedA,reducedB,gen_trial
1,68,False,False,2,56,True,True,1
3,50,True,True,1
4,61,True,True,1
5,27,True,True,1
6,58,True,True,1
7,53,True,True,1
8,63,True,True,1
9,44,True,True,1
10,65,True,True,1
11,47,True,True,1
12,58,True,True,1
13,57,True,True,1
14,58,True,True,1
15,60,True,True,1
16,40,True,True,1
17,45,True,True,1
18,40,True,True,1
19,55,True,True,1
20,52,True,True,1
21,60,True,True,1
22,52,True,True,1
23,41,True,True,1
24,63,True,True,1
25,51,True,True,1
26,60,True,True,1
27,38,True,True,1
28,50,True,True,1
29,43,True,True,1
30,50,True,True,1
31,61,True,True,1
32,64,True,True,1
33,56,True,True,1
34,51,True,True,1
35,52,True,True,1
36,63,True,True,1
37,57,True,True,1
38,59,True,True,1
39,63,True,True,1
40,48,True,True,1
41,61,True,True,1
42,47,True,True,1
43,45,True,True,1
44,47,True,True,1
45,54,True,True,1
46,40,True,True,1
47,49,True,True,1
48,42,True,True,1
49,39,True,True,1
50,31,True,True,1
51,62,True,True,1
52,50,True,True,1
53,48,True,True,1
54,59,True,True,1
55,47,True,True,1
56,66,True,True,1
57,46,True,True,1
58,70,True,True,1
59,79,True,True,1
60,28,True,True,1
61,54,True,True,1
62,50,True,True,1
63,63,True,True,1
64,47,True,True,1
65,51,True,True,1
66,58,True,True,1
67,52,True,True,1
68,44,True,True,1
69,55,True,True,1
70,62,True,True,1
71,76,True,True,1
72,45,True,True,1
73,59,True,True,1
74,61,True,True,1
75,53,True,True,1
76,58,True,True,1
77,56,True,True,1
78,61,True,True,1
79,30,True,True,1
80,55,True,True,1
81,60,True,True,1
82,65,True,True,1
83,46,True,True,1
84,45,True,True,1
85,49,True,True,1
86,37,True,True,1
87,30,True,True,1
88,47,True,True,1
89,47,True,True,1
90,51,True,True,1
91,45,True,True,1
92,74,True,True,1
93,66,True,True,1
94,55,True,True,1
95,66,True,True,1
96,47,True,True,1
97,49,True,True,1
98,58,True,True,1
99,51,True,True,1
100,56,True,True,1
101,42,True,True,1
102,46,True,True,1
103,42,True,True,1
104,63,True,True,1
105,43,True,True,1
106,58,True,True,1
107,53,True,True,1
108,66,True,True,1
109,54,True,True,1
110,56,True,True,1
111,63,True,True,1
112,39,True,True,1
113,56,True,True,1
114,64,True,True,1
115,40,True,True,1
116,54,True,True,1
117,59,True,True,1
118,60,True,True,1
119,59,True,True,1
120,56,True,True,1
121,53,True,True,1
122,54,True,True,1
123,62,True,True,1
124,55,True,True,1
125,45,True,True,1
126,32,True,True,1
127,62,True,True,1
128,58,True,True,1
129,55,True,True,1
130,48,True,True,1
131,64,True,True,1
132,57,True,True,1
133,51,True,True,1
134,52,True,True,1
135,62,True,True,1
136,57,True,True,1
137,55,True,True,1
138,40,True,True,1
139,33,True,True,1
140,59,True,True,1
141,61,True,True,1
142,57,True,True,1
143,64,True,True,1
144,52,True,True,1
145,67,True,True,1
146,45,True,True,1
147,56,True,True,1
148,67,True,True,1
149,71,True,True,1
150,46,True,True,1
151,56,True,True,1
152,70,True,True,1
153,54,True,True,1
