0.3-0,color_size_nat,56,--none--
0.3-0,cover_size_nat,119,--none--
0.3-0,orig_simpl_nat_obj,57,--none--
0.3-0,orig_minAB_nat_obj,57,--none--
0.3-0,color_size_rnd,54,--none--
0.3-0,cover_size_rnd,219,--none--
0.3-0,orig_simpl_rnd_obj,54,--none--
0.3-0,orig_minAB_rnd_obj,55,--none--
0.3-0,color_size_ctl,453,--none--
0.3-0,cover_size_ctl,98,--none--
0.3-0,orig_simpl_ctl_obj,12166,--none--
0.3-0,orig_minAB_ctl_obj,11382,--none--
0.3-1,color_size_nat,33,--none--
0.3-1,cover_size_nat,163,--none--
0.3-1,orig_simpl_nat_obj,170,--none--
0.3-1,orig_minAB_nat_obj,169,--none--
0.3-1,color_size_rnd,33,--none--
0.3-1,cover_size_rnd,294,--none--
0.3-1,orig_simpl_rnd_obj,255,--none--
0.3-1,orig_minAB_rnd_obj,200,--none--
0.3-1,color_size_ctl,134,--none--
0.3-1,cover_size_ctl,311,--none--
0.3-1,orig_simpl_ctl_obj,7986,--none--
0.3-1,orig_minAB_ctl_obj,13509,--none--
0.3-2,color_size_nat,39,--none--
0.3-2,cover_size_nat,105,--none--
0.3-2,orig_simpl_nat_obj,65,--none--
0.3-2,orig_minAB_nat_obj,65,--none--
0.3-2,color_size_rnd,43,--none--
0.3-2,cover_size_rnd,160,--none--
0.3-2,orig_simpl_rnd_obj,57,--none--
0.3-2,orig_minAB_rnd_obj,58,--none--
0.3-2,color_size_ctl,166,--none--
0.3-2,cover_size_ctl,250,--none--
0.3-2,orig_simpl_ctl_obj,6597,--none--
0.3-2,orig_minAB_ctl_obj,7453,--none--
0.3-3,color_size_nat,49,--none--
0.3-3,cover_size_nat,133,--none--
0.3-3,orig_simpl_nat_obj,58,--none--
0.3-3,orig_minAB_nat_obj,58,--none--
0.3-3,color_size_rnd,47,--none--
0.3-3,cover_size_rnd,293,--none--
0.3-3,orig_simpl_rnd_obj,70,--none--
0.3-3,orig_minAB_rnd_obj,56,--none--
0.3-3,color_size_ctl,125,--none--
0.3-3,cover_size_ctl,106,--none--
0.3-3,orig_simpl_ctl_obj,7014,--none--
0.3-3,orig_minAB_ctl_obj,8202,--none--
0.3-4,color_size_nat,34,--none--
0.3-4,cover_size_nat,116,--none--
0.3-4,orig_simpl_nat_obj,213,--none--
0.3-4,orig_minAB_nat_obj,192,--none--
0.3-4,color_size_rnd,34,--none--
0.3-4,cover_size_rnd,290,--none--
0.3-4,orig_simpl_rnd_obj,336,--none--
0.3-4,orig_minAB_rnd_obj,243,--none--
0.3-4,color_size_ctl,276,--none--
0.3-4,cover_size_ctl,126,--none--
0.3-4,orig_simpl_ctl_obj,5623,--none--
0.3-4,orig_minAB_ctl_obj,6651,--none--
0.3-5,color_size_nat,51,--none--
0.3-5,cover_size_nat,238,--none--
0.3-5,orig_simpl_nat_obj,530,--none--
0.3-5,orig_minAB_nat_obj,336,--none--
0.3-5,color_size_rnd,51,--none--
0.3-5,cover_size_rnd,387,--none--
0.3-5,orig_simpl_rnd_obj,605,--none--
0.3-5,orig_minAB_rnd_obj,344,--none--
0.3-5,color_size_ctl,156,--none--
0.3-5,cover_size_ctl,191,--none--
0.3-5,orig_simpl_ctl_obj,10374,--none--
0.3-5,orig_minAB_ctl_obj,10276,--none--
0.3-6,color_size_nat,54,--none--
0.3-6,cover_size_nat,242,--none--
0.3-6,orig_simpl_nat_obj,395,--none--
0.3-6,orig_minAB_nat_obj,395,--none--
0.3-6,color_size_rnd,57,--none--
0.3-6,cover_size_rnd,327,--none--
0.3-6,orig_simpl_rnd_obj,486,--none--
0.3-6,orig_minAB_rnd_obj,390,--none--
0.3-6,color_size_ctl,245,--none--
0.3-6,cover_size_ctl,146,--none--
0.3-6,orig_simpl_ctl_obj,7249,--none--
0.3-6,orig_minAB_ctl_obj,9026,--none--
0.3-7,color_size_nat,47,--none--
0.3-7,cover_size_nat,158,--none--
0.3-7,orig_simpl_nat_obj,44,--none--
0.3-7,orig_minAB_nat_obj,43,--none--
0.3-7,color_size_rnd,45,--none--
0.3-7,cover_size_rnd,295,--none--
0.3-7,orig_simpl_rnd_obj,56,--none--
0.3-7,orig_minAB_rnd_obj,47,--none--
0.3-7,color_size_ctl,343,--none--
0.3-7,cover_size_ctl,228,--none--
0.3-7,orig_simpl_ctl_obj,7326,--none--
0.3-7,orig_minAB_ctl_obj,8355,--none--
0.3-8,color_size_nat,39,--none--
0.3-8,cover_size_nat,134,--none--
0.3-8,orig_simpl_nat_obj,35,--none--
0.3-8,orig_minAB_nat_obj,34,--none--
0.3-8,color_size_rnd,39,--none--
0.3-8,cover_size_rnd,295,--none--
0.3-8,orig_simpl_rnd_obj,43,--none--
0.3-8,orig_minAB_rnd_obj,42,--none--
0.3-8,color_size_ctl,166,--none--
0.3-8,cover_size_ctl,206,--none--
0.3-8,orig_simpl_ctl_obj,5076,--none--
0.3-8,orig_minAB_ctl_obj,7163,--none--
0.3-9,color_size_nat,43,--none--
0.3-9,cover_size_nat,173,--none--
0.3-9,orig_simpl_nat_obj,277,--none--
0.3-9,orig_minAB_nat_obj,258,--none--
0.3-9,color_size_rnd,47,--none--
0.3-9,cover_size_rnd,302,--none--
0.3-9,orig_simpl_rnd_obj,400,--none--
0.3-9,orig_minAB_rnd_obj,300,--none--
0.3-9,color_size_ctl,246,--none--
0.3-9,cover_size_ctl,206,--none--
0.3-9,orig_simpl_ctl_obj,6294,--none--
0.3-9,orig_minAB_ctl_obj,6559,--none--
0.3-10,color_size_nat,51,--none--
0.3-10,cover_size_nat,190,--none--
0.3-10,orig_simpl_nat_obj,357,--none--
0.3-10,orig_minAB_nat_obj,355,--none--
0.3-10,color_size_rnd,50,--none--
0.3-10,cover_size_rnd,301,--none--
0.3-10,orig_simpl_rnd_obj,398,--none--
0.3-10,orig_minAB_rnd_obj,526,--none--
0.3-10,color_size_ctl,209,--none--
0.3-10,cover_size_ctl,62,--none--
0.3-10,orig_simpl_ctl_obj,7678,--none--
0.3-10,orig_minAB_ctl_obj,6283,--none--
0.3-11,color_size_nat,51,--none--
0.3-11,cover_size_nat,130,--none--
0.3-11,orig_simpl_nat_obj,250,--none--
0.3-11,orig_minAB_nat_obj,241,--none--
0.3-11,color_size_rnd,48,--none--
0.3-11,cover_size_rnd,231,--none--
0.3-11,orig_simpl_rnd_obj,373,--none--
0.3-11,orig_minAB_rnd_obj,276,--none--
0.3-11,color_size_ctl,282,--none--
0.3-11,cover_size_ctl,212,--none--
0.3-11,orig_simpl_ctl_obj,8574,--none--
0.3-11,orig_minAB_ctl_obj,13038,--none--
0.3-12,color_size_nat,59,--none--
0.3-12,cover_size_nat,86,--none--
0.3-12,orig_simpl_nat_obj,129,--none--
0.3-12,orig_minAB_nat_obj,121,--none--
0.3-12,color_size_rnd,59,--none--
0.3-12,cover_size_rnd,227,--none--
0.3-12,orig_simpl_rnd_obj,302,--none--
0.3-12,orig_minAB_rnd_obj,168,--none--
0.3-12,color_size_ctl,466,--none--
0.3-12,cover_size_ctl,221,--none--
0.3-12,orig_simpl_ctl_obj,16009,--none--
0.3-12,orig_minAB_ctl_obj,16098,--none--
0.3-13,color_size_nat,41,--none--
0.3-13,cover_size_nat,242,--none--
0.3-13,orig_simpl_nat_obj,300,--none--
0.3-13,orig_minAB_nat_obj,303,--none--
0.3-13,color_size_rnd,47,--none--
0.3-13,cover_size_rnd,438,--none--
0.3-13,orig_simpl_rnd_obj,379,--none--
0.3-13,orig_minAB_rnd_obj,322,--none--
0.3-13,color_size_ctl,77,--none--
0.3-13,cover_size_ctl,158,--none--
0.3-13,orig_simpl_ctl_obj,2492,--none--
0.3-13,orig_minAB_ctl_obj,7871,--none--
0.3-14,color_size_nat,26,--none--
0.3-14,cover_size_nat,150,--none--
0.3-14,orig_simpl_nat_obj,229,--none--
0.3-14,orig_minAB_nat_obj,229,--none--
0.3-14,color_size_rnd,33,--none--
0.3-14,cover_size_rnd,286,--none--
0.3-14,orig_simpl_rnd_obj,391,--none--
0.3-14,orig_minAB_rnd_obj,327,--none--
0.3-14,color_size_ctl,262,--none--
0.3-14,cover_size_ctl,166,--none--
0.3-14,orig_simpl_ctl_obj,11007,--none--
0.3-14,orig_minAB_ctl_obj,13433,--none--
0.3-15,color_size_nat,31,--none--
0.3-15,cover_size_nat,212,--none--
0.3-15,orig_simpl_nat_obj,303,--none--
0.3-15,orig_minAB_nat_obj,253,--none--
0.3-15,color_size_rnd,35,--none--
0.3-15,cover_size_rnd,402,--none--
0.3-15,orig_simpl_rnd_obj,500,--none--
0.3-15,orig_minAB_rnd_obj,407,--none--
0.3-15,color_size_ctl,234,--none--
0.3-15,cover_size_ctl,220,--none--
0.3-15,orig_simpl_ctl_obj,9963,--none--
0.3-15,orig_minAB_ctl_obj,9651,--none--
0.3-16,color_size_nat,30,--none--
0.3-16,cover_size_nat,144,--none--
0.3-16,orig_simpl_nat_obj,186,--none--
0.3-16,orig_minAB_nat_obj,183,--none--
0.3-16,color_size_rnd,30,--none--
0.3-16,cover_size_rnd,271,--none--
0.3-16,orig_simpl_rnd_obj,356,--none--
0.3-16,orig_minAB_rnd_obj,365,--none--
0.3-16,color_size_ctl,180,--none--
0.3-16,cover_size_ctl,329,--none--
0.3-16,orig_simpl_ctl_obj,6022,--none--
0.3-16,orig_minAB_ctl_obj,10496,--none--
0.3-17,color_size_nat,35,--none--
0.3-17,cover_size_nat,122,--none--
0.3-17,orig_simpl_nat_obj,188,--none--
0.3-17,orig_minAB_nat_obj,174,--none--
0.3-17,color_size_rnd,33,--none--
0.3-17,cover_size_rnd,231,--none--
0.3-17,orig_simpl_rnd_obj,255,--none--
0.3-17,orig_minAB_rnd_obj,186,--none--
0.3-17,color_size_ctl,173,--none--
0.3-17,cover_size_ctl,215,--none--
0.3-17,orig_simpl_ctl_obj,9111,--none--
0.3-17,orig_minAB_ctl_obj,11402,--none--
0.3-18,color_size_nat,32,--none--
0.3-18,cover_size_nat,247,--none--
0.3-18,orig_simpl_nat_obj,83,--none--
0.3-18,orig_minAB_nat_obj,78,--none--
0.3-18,color_size_rnd,36,--none--
0.3-18,cover_size_rnd,399,--none--
0.3-18,orig_simpl_rnd_obj,94,--none--
0.3-18,orig_minAB_rnd_obj,85,--none--
0.3-18,color_size_ctl,363,--none--
0.3-18,cover_size_ctl,246,--none--
0.3-18,orig_simpl_ctl_obj,12534,--none--
0.3-18,orig_minAB_ctl_obj,12411,--none--
0.3-19,color_size_nat,34,--none--
0.3-19,cover_size_nat,210,--none--
0.3-19,orig_simpl_nat_obj,316,--none--
0.3-19,orig_minAB_nat_obj,273,--none--
0.3-19,color_size_rnd,31,--none--
0.3-19,cover_size_rnd,359,--none--
0.3-19,orig_simpl_rnd_obj,591,--none--
0.3-19,orig_minAB_rnd_obj,477,--none--
0.3-19,color_size_ctl,73,--none--
0.3-19,cover_size_ctl,437,--none--
0.3-19,orig_simpl_ctl_obj,12206,--none--
0.3-19,orig_minAB_ctl_obj,11159,--none--
0.3-20,color_size_nat,50,--none--
0.3-20,cover_size_nat,144,--none--
0.3-20,orig_simpl_nat_obj,234,--none--
0.3-20,orig_minAB_nat_obj,232,--none--
0.3-20,color_size_rnd,50,--none--
0.3-20,cover_size_rnd,322,--none--
0.3-20,orig_simpl_rnd_obj,336,--none--
0.3-20,orig_minAB_rnd_obj,369,--none--
0.3-20,color_size_ctl,257,--none--
0.3-20,cover_size_ctl,150,--none--
0.3-20,orig_simpl_ctl_obj,10570,--none--
0.3-20,orig_minAB_ctl_obj,10470,--none--
0.3-21,color_size_nat,34,--none--
0.3-21,cover_size_nat,167,--none--
0.3-21,orig_simpl_nat_obj,130,--none--
0.3-21,orig_minAB_nat_obj,126,--none--
0.3-21,color_size_rnd,32,--none--
0.3-21,cover_size_rnd,248,--none--
