run,k,n,method,step,time
test,274,20,CPP,BDD-build,116.6
test,274,20,CPP,MIP-build,16.4
test,274,20,CPP,MIP-solve,9.4
test,274,20,CPP,VS-build+solve,26.8
test,274,20,CPP,BDD-align-to-vs,55.8
test,274,20,CPP,intersection-build,4.1
test,274,20,CPP,intersection-SP-solve,0.5
test,275,20,gen_instance,all, 9.1
test,275,20,plain_MIP,build+solve,2.5
test,275,20,CPP,BDD-build,149.6
test,275,20,CPP,MIP-build,20.9
test,275,20,CPP,MIP-solve,14.8
test,275,20,CPP,VS-build+solve,110.4
test,275,20,CPP,BDD-align-to-vs,101.7
test,275,20,CPP,intersection-build,8.6
test,275,20,CPP,intersection-SP-solve,2.4
test,276,20,gen_instance,all, 10.5
test,276,20,plain_MIP,build+solve,4.7
test,276,20,CPP,BDD-build,275.1
test,276,20,CPP,MIP-build,32.7
test,276,20,CPP,MIP-solve,25.0
test,276,20,CPP,VS-build+solve,31.5
test,276,20,CPP,BDD-align-to-vs,154.1
test,276,20,CPP,intersection-build,10.0
test,276,20,CPP,intersection-SP-solve,1.8
test,277,20,gen_instance,all, 7.7
test,277,20,plain_MIP,build+solve,1.6
test,277,20,CPP,BDD-build,132.6
test,277,20,CPP,MIP-build,23.7
test,277,20,CPP,MIP-solve,15.4
test,277,20,CPP,VS-build+solve,24.3
test,277,20,CPP,BDD-align-to-vs,96.9
test,277,20,CPP,intersection-build,11.6
test,277,20,CPP,intersection-SP-solve,2.6
test,278,20,gen_instance,all, 14.4
test,278,20,plain_MIP,build+solve,1.7
test,278,20,CPP,BDD-build,93.0
test,278,20,CPP,MIP-build,52.3
test,278,20,CPP,MIP-solve,14.0
test,278,20,CPP,VS-build+solve,79.0
test,278,20,CPP,BDD-align-to-vs,96.5
test,278,20,CPP,intersection-build,7.8
test,278,20,CPP,intersection-SP-solve,1.7
test,279,20,gen_instance,all, 7.7
test,279,20,plain_MIP,build+solve,1.5
test,279,20,CPP,BDD-build,147.1
test,279,20,CPP,MIP-build,20.8
test,279,20,CPP,MIP-solve,15.4
test,279,20,CPP,VS-build+solve,36.2
test,279,20,CPP,BDD-align-to-vs,59.6
test,279,20,CPP,intersection-build,7.4
test,279,20,CPP,intersection-SP-solve,1.5
test,280,20,gen_instance,all, 8.6
test,280,20,plain_MIP,build+solve,2.4
test,280,20,CPP,BDD-build,81.9
test,280,20,CPP,MIP-build,14.0
test,280,20,CPP,MIP-solve,8.8
test,280,20,CPP,VS-build+solve,85.6
test,280,20,CPP,BDD-align-to-vs,101.0
test,280,20,CPP,intersection-build,8.0
test,280,20,CPP,intersection-SP-solve,2.2
test,281,20,gen_instance,all, 6.8
test,281,20,plain_MIP,build+solve,0.6
test,281,20,CPP,BDD-build,127.8
test,281,20,CPP,MIP-build,14.4
test,281,20,CPP,MIP-solve,7.7
test,281,20,CPP,VS-build+solve,22.8
test,281,20,CPP,BDD-align-to-vs,129.0
test,281,20,CPP,intersection-build,3.7
test,281,20,CPP,intersection-SP-solve,0.5
test,282,20,gen_instance,all, 7.9
test,282,20,plain_MIP,build+solve,1.4
test,282,20,CPP,BDD-build,79.0
test,282,20,CPP,MIP-build,14.5
test,282,20,CPP,MIP-solve,9.1
test,282,20,CPP,VS-build+solve,6.1
test,282,20,CPP,BDD-align-to-vs,32.5
test,282,20,CPP,intersection-build,4.2
test,282,20,CPP,intersection-SP-solve,1.0
test,283,20,gen_instance,all, 8.7
test,283,20,plain_MIP,build+solve,2.3
test,283,20,CPP,BDD-build,145.3
test,283,20,CPP,MIP-build,23.6
test,283,20,CPP,MIP-solve,14.0
test,283,20,CPP,VS-build+solve,81.8
test,283,20,CPP,BDD-align-to-vs,181.1
test,283,20,CPP,intersection-build,9.2
test,283,20,CPP,intersection-SP-solve,1.9
test,284,20,gen_instance,all, 7.5
test,284,20,plain_MIP,build+solve,1.4
test,284,20,CPP,BDD-build,109.5
test,284,20,CPP,MIP-build,19.5
test,284,20,CPP,MIP-solve,11.8
test,284,20,CPP,VS-build+solve,23.5
test,284,20,CPP,BDD-align-to-vs,71.3
test,284,20,CPP,intersection-build,44.3
test,284,20,CPP,intersection-SP-solve,2.2
test,285,20,gen_instance,all, 8.9
test,285,20,plain_MIP,build+solve,2.4
test,285,20,CPP,BDD-build,142.0
test,285,20,CPP,MIP-build,20.7
test,285,20,CPP,MIP-solve,16.1
test,285,20,CPP,VS-build+solve,81.3
test,285,20,CPP,BDD-align-to-vs,122.9
test,285,20,CPP,intersection-build,7.2
test,285,20,CPP,intersection-SP-solve,1.5
test,286,20,gen_instance,all, 7.8
test,286,20,plain_MIP,build+solve,1.8
test,286,20,CPP,BDD-build,127.9
test,286,20,CPP,MIP-build,21.4
test,286,20,CPP,MIP-solve,14.0
test,286,20,CPP,VS-build+solve,14.5
test,286,20,CPP,BDD-align-to-vs,98.8
test,286,20,CPP,intersection-build,7.9
test,286,20,CPP,intersection-SP-solve,1.2
test,287,20,gen_instance,all, 8.0
test,287,20,plain_MIP,build+solve,1.8
test,287,20,CPP,BDD-build,93.7
test,287,20,CPP,MIP-build,16.0
test,287,20,CPP,MIP-solve,9.4
test,287,20,CPP,VS-build+solve,48.2
test,287,20,CPP,BDD-align-to-vs,60.5
test,287,20,CPP,intersection-build,6.1
test,287,20,CPP,intersection-SP-solve,1.5
test,288,20,gen_instance,all, 8.6
test,288,20,plain_MIP,build+solve,2.0
test,288,20,CPP,BDD-build,237.0
test,288,20,CPP,MIP-build,28.6
test,288,20,CPP,MIP-solve,18.4
test,288,20,CPP,VS-build+solve,131.7
test,288,20,CPP,BDD-align-to-vs,262.4
test,288,20,CPP,intersection-build,10.4
test,288,20,CPP,intersection-SP-solve,3.0
test,289,20,gen_instance,all, 8.0
test,289,20,plain_MIP,build+solve,1.8
test,289,20,CPP,BDD-build,104.4
test,289,20,CPP,MIP-build,16.9
test,289,20,CPP,MIP-solve,19.1
test,289,20,CPP,VS-build+solve,19.1
test,289,20,CPP,BDD-align-to-vs,68.9
test,289,20,CPP,intersection-build,7.6
test,289,20,CPP,intersection-SP-solve,1.3
test,290,20,gen_instance,all, 9.2
test,290,20,plain_MIP,build+solve,2.5
test,290,20,CPP,BDD-build,183.0
test,290,20,CPP,MIP-build,22.9
test,290,20,CPP,MIP-solve,14.0
test,290,20,CPP,VS-build+solve,79.8
test,290,20,CPP,BDD-align-to-vs,98.8
test,290,20,CPP,intersection-build,7.0
test,290,20,CPP,intersection-SP-solve,2.1
test,291,20,gen_instance,all, 8.7
test,291,20,plain_MIP,build+solve,2.5
test,291,20,CPP,BDD-build,227.9
test,291,20,CPP,MIP-build,26.1
test,291,20,CPP,MIP-solve,24.2
test,291,20,CPP,VS-build+solve,21.2
test,291,20,CPP,BDD-align-to-vs,105.4
test,291,20,CPP,intersection-build,8.7
test,291,20,CPP,intersection-SP-solve,1.4
test,292,20,gen_instance,all, 7.2
test,292,20,plain_MIP,build+solve,1.1
test,292,20,CPP,BDD-build,133.0
test,292,20,CPP,MIP-build,20.7
test,292,20,CPP,MIP-solve,18.7
test,292,20,CPP,VS-build+solve,34.3
test,292,20,CPP,BDD-align-to-vs,146.1
test,292,20,CPP,intersection-build,44.1
test,292,20,CPP,intersection-SP-solve,1.8
test,293,20,gen_instance,all, 7.9
test,293,20,plain_MIP,build+solve,1.6
test,293,20,CPP,BDD-build,219.7
test,293,20,CPP,MIP-build,33.2
test,293,20,CPP,MIP-solve,22.9
test,293,20,CPP,VS-build+solve,10.1
test,293,20,CPP,BDD-align-to-vs,117.1
test,293,20,CPP,intersection-build,11.9
test,293,20,CPP,intersection-SP-solve,2.0
test,294,20,gen_instance,all, 7.9
test,294,20,plain_MIP,build+solve,1.8
test,294,20,CPP,BDD-build,101.2
test,294,20,CPP,MIP-build,18.2
test,294,20,CPP,MIP-solve,12.1
test,294,20,CPP,VS-build+solve,54.1
test,294,20,CPP,BDD-align-to-vs,77.6
test,294,20,CPP,intersection-build,9.8
test,294,20,CPP,intersection-SP-solve,2.1
test,295,20,gen_instance,all, 8.5
test,295,20,plain_MIP,build+solve,2.1
test,295,20,CPP,BDD-build,61.7
test,295,20,CPP,MIP-build,9.6
test,295,20,CPP,MIP-solve,5.8
test,295,20,CPP,VS-build+solve,60.3
test,295,20,CPP,BDD-align-to-vs,52.3
test,295,20,CPP,intersection-build,37.4
test,295,20,CPP,intersection-SP-solve,1.0
test,296,20,gen_instance,all, 9.3
test,296,20,plain_MIP,build+solve,2.9
test,296,20,CPP,BDD-build,103.3
test,296,20,CPP,MIP-build,14.5
test,296,20,CPP,MIP-solve,11.5
test,296,20,CPP,VS-build+solve,27.4
test,296,20,CPP,BDD-align-to-vs,91.7
test,296,20,CPP,intersection-build,7.0
test,296,20,CPP,intersection-SP-solve,1.4
test,297,20,gen_instance,all, 10.7
test,297,20,plain_MIP,build+solve,4.3
test,297,20,CPP,BDD-build,190.8
test,297,20,CPP,MIP-build,26.7
test,297,20,CPP,MIP-solve,123.2
test,297,20,CPP,VS-build+solve,61.3
test,297,20,CPP,BDD-align-to-vs,98.9
test,297,20,CPP,intersection-build,8.6
test,297,20,CPP,intersection-SP-solve,1.7
test,298,20,gen_instance,all, 8.6
test,298,20,plain_MIP,build+solve,2.4
test,298,20,CPP,BDD-build,140.2
test,298,20,CPP,MIP-build,20.7
test,298,20,CPP,MIP-solve,14.5
test,298,20,CPP,VS-build+solve,34.0
test,298,20,CPP,BDD-align-to-vs,104.7
test,298,20,CPP,intersection-build,44.4
test,298,20,CPP,intersection-SP-solve,2.2
test,299,20,gen_instance,all, 7.0
test,299,20,plain_MIP,build+solve,0.7
test,299,20,CPP,BDD-build,101.6
test,299,20,CPP,MIP-build,16.9
test,299,20,CPP,MIP-solve,7.5
test,299,20,CPP,VS-build+solve,32.5
test,299,20,CPP,BDD-align-to-vs,108.5
test,299,20,CPP,intersection-build,4.4
test,299,20,CPP,intersection-SP-solve,0.5
test,300,20,gen_instance,all, 8.2
test,300,20,plain_MIP,build+solve,1.8
test,300,20,CPP,BDD-build,174.6
test,300,20,CPP,MIP-build,20.7
test,300,20,CPP,MIP-solve,14.7
test,300,20,CPP,VS-build+solve,30.1
test,300,20,CPP,BDD-align-to-vs,107.0
test,300,20,CPP,intersection-build,7.9
test,300,20,CPP,intersection-SP-solve,1.4
test,301,20,gen_instance,all, 9.4
test,301,20,plain_MIP,build+solve,3.0
test,301,20,CPP,BDD-build,125.4
test,301,20,CPP,MIP-build,16.4
test,301,20,CPP,MIP-solve,11.5
test,301,20,CPP,VS-build+solve,67.0
test,301,20,CPP,BDD-align-to-vs,116.0
test,301,20,CPP,intersection-build,40.1
test,301,20,CPP,intersection-SP-solve,1.6
test,302,20,gen_instance,all, 8.9
test,302,20,plain_MIP,build+solve,2.4
test,302,20,CPP,BDD-build,191.6
test,302,20,CPP,MIP-build,26.4
test,302,20,CPP,MIP-solve,18.3
test,302,20,CPP,VS-build+solve,25.9
test,302,20,CPP,BDD-align-to-vs,167.7
test,302,20,CPP,intersection-build,7.7
test,302,20,CPP,intersection-SP-solve,1.2
test,303,20,gen_instance,all, 8.5
test,303,20,plain_MIP,build+solve,2.1
test,303,20,CPP,BDD-build,148.4
test,303,20,CPP,MIP-build,23.8
test,303,20,CPP,MIP-solve,15.9
test,303,20,CPP,VS-build+solve,26.3
test,303,20,CPP,BDD-align-to-vs,153.4
test,303,20,CPP,intersection-build,10.2
test,303,20,CPP,intersection-SP-solve,1.8
test,304,20,gen_instance,all, 9.4
test,304,20,plain_MIP,build+solve,3.2
test,304,20,CPP,BDD-build,161.5
test,304,20,CPP,MIP-build,20.1
test,304,20,CPP,MIP-solve,13.7
test,304,20,CPP,VS-build+solve,78.2
test,304,20,CPP,BDD-align-to-vs,73.6
test,304,20,CPP,intersection-build,6.1
test,304,20,CPP,intersection-SP-solve,1.1
test,305,20,gen_instance,all, 8.8
test,305,20,plain_MIP,build+solve,2.5
test,305,20,CPP,BDD-build,108.6
test,305,20,CPP,MIP-build,15.8
test,305,20,CPP,MIP-solve,19.3
test,305,20,CPP,VS-build+solve,39.8
test,305,20,CPP,BDD-align-to-vs,68.7
test,305,20,CPP,intersection-build,6.5
test,305,20,CPP,intersection-SP-solve,1.1
test,306,20,gen_instance,all, 8.1
test,306,20,plain_MIP,build+solve,1.8
test,306,20,CPP,BDD-build,124.5
test,306,20,CPP,MIP-build,15.8
test,306,20,CPP,MIP-solve,12.7
test,306,20,CPP,VS-build+solve,27.2
test,306,20,CPP,BDD-align-to-vs,80.4
test,306,20,CPP,intersection-build,5.8
test,306,20,CPP,intersection-SP-solve,0.8
test,307,20,gen_instance,all, 8.0
test,307,20,plain_MIP,build+solve,1.6
test,307,20,CPP,BDD-build,103.3
test,307,20,CPP,MIP-build,15.0
test,307,20,CPP,MIP-solve,9.7
test,307,20,CPP,VS-build+solve,19.9
test,307,20,CPP,BDD-align-to-vs,60.8
test,307,20,CPP,intersection-build,4.2
test,307,20,CPP,intersection-SP-solve,0.6
test,308,20,gen_instance,all, 9.1
test,308,20,plain_MIP,build+solve,2.8
test,308,20,CPP,BDD-build,145.7
test,308,20,CPP,MIP-build,16.0
test,308,20,CPP,MIP-solve,14.8
test,308,20,CPP,VS-build+solve,20.2
test,308,20,CPP,BDD-align-to-vs,60.9
test,308,20,CPP,intersection-build,6.5
test,308,20,CPP,intersection-SP-solve,0.9
test,309,20,gen_instance,all, 8.0
test,309,20,plain_MIP,build+solve,1.5
test,309,20,CPP,BDD-build,135.1
test,309,20,CPP,MIP-build,13.5
test,309,20,CPP,MIP-solve,8.4
test,309,20,CPP,VS-build+solve,74.4
test,309,20,CPP,BDD-align-to-vs,71.3
test,309,20,CPP,intersection-build,6.2
test,309,20,CPP,intersection-SP-solve,1.5
test,310,20,gen_instance,all, 8.8
test,310,20,plain_MIP,build+solve,2.5
test,310,20,CPP,BDD-build,162.5
test,310,20,CPP,MIP-build,24.1
test,310,20,CPP,MIP-solve,19.0
test,310,20,CPP,VS-build+solve,20.2
test,310,20,CPP,BDD-align-to-vs,76.5
test,310,20,CPP,intersection-build,7.4
test,310,20,CPP,intersection-SP-solve,1.1
test,311,20,gen_instance,all, 9.3
test,311,20,plain_MIP,build+solve,2.2
test,311,20,CPP,BDD-build,77.1
test,311,20,CPP,MIP-build,13.9
test,311,20,CPP,MIP-solve,8.9
test,311,20,CPP,VS-build+solve,109.0
test,311,20,CPP,BDD-align-to-vs,76.0
test,311,20,CPP,intersection-build,4.8
test,311,20,CPP,intersection-SP-solve,1.2
test,312,20,gen_instance,all, 8.3
test,312,20,plain_MIP,build+solve,1.7
test,312,20,CPP,BDD-build,106.1
test,312,20,CPP,MIP-build,14.2
test,312,20,CPP,MIP-solve,9.4
test,312,20,CPP,VS-build+solve,81.3
test,312,20,CPP,BDD-align-to-vs,78.4
test,312,20,CPP,intersection-build,6.6
test,312,20,CPP,intersection-SP-solve,1.6
test,313,20,gen_instance,all, 9.1
test,313,20,plain_MIP,build+solve,2.4
test,313,20,CPP,BDD-build,142.9
test,313,20,CPP,MIP-build,16.2
test,313,20,CPP,MIP-solve,11.3
test,313,20,CPP,VS-build+solve,104.7
test,313,20,CPP,BDD-align-to-vs,103.2
test,313,20,CPP,intersection-build,4.4
test,313,20,CPP,intersection-SP-solve,1.1
test,314,20,gen_instance,all, 9.7
test,314,20,plain_MIP,build+solve,3.1
test,314,20,CPP,BDD-build,74.6
test,314,20,CPP,MIP-build,14.3
test,314,20,CPP,MIP-solve,8.8
test,314,20,CPP,VS-build+solve,93.8
test,314,20,CPP,BDD-align-to-vs,124.2
test,314,20,CPP,intersection-build,47.0
test,314,20,CPP,intersection-SP-solve,2.5
test,315,20,gen_instance,all, 8.2
test,315,20,plain_MIP,build+solve,1.8
test,315,20,CPP,BDD-build,152.0
test,315,20,CPP,MIP-build,23.3
test,315,20,CPP,MIP-solve,15.7
test,315,20,CPP,VS-build+solve,27.8
test,315,20,CPP,BDD-align-to-vs,115.2
test,315,20,CPP,intersection-build,5.9
test,315,20,CPP,intersection-SP-solve,0.9
test,316,20,gen_instance,all, 7.9
test,316,20,plain_MIP,build+solve,1.6
test,316,20,CPP,BDD-build,160.6
test,316,20,CPP,MIP-build,24.1
test,316,20,CPP,MIP-solve,15.2
test,316,20,CPP,VS-build+solve,61.1
test,316,20,CPP,BDD-align-to-vs,119.0
test,316,20,CPP,intersection-build,9.0
test,316,20,CPP,intersection-SP-solve,2.3
test,317,20,gen_instance,all, 7.0
test,317,20,plain_MIP,build+solve,0.7
test,317,20,CPP,BDD-build,45.4
test,317,20,CPP,MIP-build,8.9
test,317,20,CPP,MIP-solve,6.5
test,317,20,CPP,VS-build+solve,42.7
test,317,20,CPP,BDD-align-to-vs,29.9
test,317,20,CPP,intersection-build,3.4
test,317,20,CPP,intersection-SP-solve,0.7
test,318,20,gen_instance,all, 8.3
test,318,20,plain_MIP,build+solve,1.6
test,318,20,CPP,BDD-build,126.9
test,318,20,CPP,MIP-build,13.1
test,318,20,CPP,MIP-solve,10.9
test,318,20,CPP,VS-build+solve,75.4
test,318,20,CPP,BDD-align-to-vs,101.7
test,318,20,CPP,intersection-build,5.6
test,318,20,CPP,intersection-SP-solve,1.2
test,319,20,gen_instance,all, 9.3
test,319,20,plain_MIP,build+solve,3.0
test,319,20,CPP,BDD-build,157.4
test,319,20,CPP,MIP-build,23.4
test,319,20,CPP,MIP-solve,14.0
test,319,20,CPP,VS-build+solve,33.1
test,319,20,CPP,BDD-align-to-vs,222.0
test,319,20,CPP,intersection-build,10.2
test,319,20,CPP,intersection-SP-solve,2.4
test,320,20,gen_instance,all, 8.4
test,320,20,plain_MIP,build+solve,1.8
test,320,20,CPP,BDD-build,91.8
test,320,20,CPP,MIP-build,17.0
test,320,20,CPP,MIP-solve,10.4
test,320,20,CPP,VS-build+solve,95.4
test,320,20,CPP,BDD-align-to-vs,129.6
test,320,20,CPP,intersection-build,4.0
test,320,20,CPP,intersection-SP-solve,1.1
test,321,20,gen_instance,all, 9.8
test,321,20,plain_MIP,build+solve,2.8
test,321,20,CPP,BDD-build,106.5
test,321,20,CPP,MIP-build,13.3
test,321,20,CPP,MIP-solve,7.4
test,321,20,CPP,VS-build+solve,45.2
test,321,20,CPP,BDD-align-to-vs,62.8
test,321,20,CPP,intersection-build,7.1
test,321,20,CPP,intersection-SP-solve,1.7
test,322,20,gen_instance,all, 8.0
test,322,20,plain_MIP,build+solve,1.9
test,322,20,CPP,BDD-build,95.1
test,322,20,CPP,MIP-build,15.3
test,322,20,CPP,MIP-solve,10.0
test,322,20,CPP,VS-build+solve,43.0
test,322,20,CPP,BDD-align-to-vs,66.6
test,322,20,CPP,intersection-build,8.3
test,322,20,CPP,intersection-SP-solve,2.0
test,323,20,gen_instance,all, 14.3
test,323,20,plain_MIP,build+solve,1.4
test,323,20,CPP,BDD-build,63.1
test,323,20,CPP,MIP-build,11.0
test,323,20,CPP,MIP-solve,7.3
test,323,20,CPP,VS-build+solve,65.2
test,323,20,CPP,BDD-align-to-vs,42.9
test,323,20,CPP,intersection-build,2.6
test,323,20,CPP,intersection-SP-solve,0.4
test,324,20,gen_instance,all, 7.8
test,324,20,plain_MIP,build+solve,1.6
test,324,20,CPP,BDD-build,85.9
test,324,20,CPP,MIP-build,13.9
test,324,20,CPP,MIP-solve,8.9
test,324,20,CPP,VS-build+solve,38.9
test,324,20,CPP,BDD-align-to-vs,69.0
test,324,20,CPP,intersection-build,8.1
test,324,20,CPP,intersection-SP-solve,2.3
test,325,20,gen_instance,all, 8.6
test,325,20,plain_MIP,build+solve,2.2
test,325,20,CPP,BDD-build,61.1
test,325,20,CPP,MIP-build,49.9
test,325,20,CPP,MIP-solve,9.9
test,325,20,CPP,VS-build+solve,53.8
test,325,20,CPP,BDD-align-to-vs,38.6
test,325,20,CPP,intersection-build,4.1
test,325,20,CPP,intersection-SP-solve,0.6
test,326,20,gen_instance,all, 7.7
test,326,20,plain_MIP,build+solve,1.6
test,326,20,CPP,BDD-build,123.8
test,326,20,CPP,MIP-build,21.4
test,326,20,CPP,MIP-solve,16.2
test,326,20,CPP,VS-build+solve,17.5
test,326,20,CPP,BDD-align-to-vs,92.6
test,326,20,CPP,intersection-build,7.3
test,326,20,CPP,intersection-SP-solve,1.5
test,327,20,gen_instance,all, 8.7
test,327,20,plain_MIP,build+solve,2.2
test,327,20,CPP,BDD-build,82.8
test,327,20,CPP,MIP-build,15.7
test,327,20,CPP,MIP-solve,9.8
test,327,20,CPP,VS-build+solve,95.7
test,327,20,CPP,BDD-align-to-vs,58.2
test,327,20,CPP,intersection-build,6.3
test,327,20,CPP,intersection-SP-solve,1.7
test,328,20,gen_instance,all, 8.5
test,328,20,plain_MIP,build+solve,2.4
test,328,20,CPP,BDD-build,145.9
test,328,20,CPP,MIP-build,16.8
test,328,20,CPP,MIP-solve,16.0
test,328,20,CPP,VS-build+solve,60.8
test,328,20,CPP,BDD-align-to-vs,78.2
test,328,20,CPP,intersection-build,6.5
test,328,20,CPP,intersection-SP-solve,1.3
test,329,20,gen_instance,all, 8.5
test,329,20,plain_MIP,build+solve,2.2
test,329,20,CPP,BDD-build,96.4
test,329,20,CPP,MIP-build,10.3
test,329,20,CPP,MIP-solve,7.7
test,329,20,CPP,VS-build+solve,69.5
test,329,20,CPP,BDD-align-to-vs,84.3
test,329,20,CPP,intersection-build,3.8
test,329,20,CPP,intersection-SP-solve,1.1
test,330,20,gen_instance,all, 7.6
test,330,20,plain_MIP,build+solve,1.3
test,330,20,CPP,BDD-build,104.5
test,330,20,CPP,MIP-build,16.2
test,330,20,CPP,MIP-solve,12.8
test,330,20,CPP,VS-build+solve,177.0
test,330,20,CPP,BDD-align-to-vs,94.6
test,330,20,CPP,intersection-build,7.1
test,330,20,CPP,intersection-SP-solve,1.6
test,331,20,gen_instance,all, 8.4
test,331,20,plain_MIP,build+solve,2.0
test,331,20,CPP,BDD-build,130.8
test,331,20,CPP,MIP-build,19.8
test,331,20,CPP,MIP-solve,16.0
test,331,20,CPP,VS-build+solve,47.9
test,331,20,CPP,BDD-align-to-vs,110.1
test,331,20,CPP,intersection-build,11.0
test,331,20,CPP,intersection-SP-solve,2.3
test,332,20,gen_instance,all, 9.0
test,332,20,plain_MIP,build+solve,2.8
test,332,20,CPP,BDD-build,177.2
test,332,20,CPP,MIP-build,21.6
test,332,20,CPP,MIP-solve,17.9
test,332,20,CPP,VS-build+solve,34.1
test,332,20,CPP,BDD-align-to-vs,121.9
test,332,20,CPP,intersection-build,7.4
test,332,20,CPP,intersection-SP-solve,0.9
test,333,20,gen_instance,all, 10.0
test,333,20,plain_MIP,build+solve,3.6
test,333,20,CPP,BDD-build,281.9
test,333,20,CPP,MIP-build,37.0
test,333,20,CPP,MIP-solve,25.2
test,333,20,CPP,VS-build+solve,34.6
test,333,20,CPP,BDD-align-to-vs,127.5
test,333,20,CPP,intersection-build,12.2
test,333,20,CPP,intersection-SP-solve,2.5
test,334,20,gen_instance,all, 8.2
test,334,20,plain_MIP,build+solve,2.0
test,334,20,CPP,BDD-build,130.7
test,334,20,CPP,MIP-build,57.8
test,334,20,CPP,MIP-solve,12.7
test,334,20,CPP,VS-build+solve,37.1
test,334,20,CPP,BDD-align-to-vs,87.4
test,334,20,CPP,intersection-build,12.6
test,334,20,CPP,intersection-SP-solve,3.6
test,335,20,gen_instance,all, 7.7
test,335,20,plain_MIP,build+solve,1.8
test,335,20,CPP,BDD-build,177.0
test,335,20,CPP,MIP-build,23.6
test,335,20,CPP,MIP-solve,15.0
test,335,20,CPP,VS-build+solve,7.5
test,335,20,CPP,BDD-align-to-vs,66.3
test,335,20,CPP,intersection-build,8.4
test,335,20,CPP,intersection-SP-solve,1.3
test,336,20,gen_instance,all, 9.4
test,336,20,plain_MIP,build+solve,2.8
test,336,20,CPP,BDD-build,133.1
test,336,20,CPP,MIP-build,18.1
test,336,20,CPP,MIP-solve,19.9
test,336,20,CPP,VS-build+solve,28.1
test,336,20,CPP,BDD-align-to-vs,115.5
test,336,20,CPP,intersection-build,6.8
test,336,20,CPP,intersection-SP-solve,0.9
test,337,20,gen_instance,all, 9.5
test,337,20,plain_MIP,build+solve,3.3
test,337,20,CPP,BDD-build,199.6
test,337,20,CPP,MIP-build,27.2
test,337,20,CPP,MIP-solve,18.1
test,337,20,CPP,VS-build+solve,25.4
test,337,20,CPP,BDD-align-to-vs,140.3
test,337,20,CPP,intersection-build,9.9
test,337,20,CPP,intersection-SP-solve,2.3
test,338,20,gen_instance,all, 7.8
test,338,20,plain_MIP,build+solve,1.6
test,338,20,CPP,BDD-build,126.2
test,338,20,CPP,MIP-build,18.7
test,338,20,CPP,MIP-solve,11.4
test,338,20,CPP,VS-build+solve,24.6
test,338,20,CPP,BDD-align-to-vs,76.4
test,338,20,CPP,intersection-build,7.8
test,338,20,CPP,intersection-SP-solve,1.4
test,339,20,gen_instance,all, 8.0
test,339,20,plain_MIP,build+solve,1.4
test,339,20,CPP,BDD-build,158.8
test,339,20,CPP,MIP-build,24.4
test,339,20,CPP,MIP-solve,14.3
test,339,20,CPP,VS-build+solve,55.4
test,339,20,CPP,BDD-align-to-vs,170.0
test,339,20,CPP,intersection-build,6.1
test,339,20,CPP,intersection-SP-solve,1.6
test,340,20,gen_instance,all, 15.0
test,340,20,plain_MIP,build+solve,2.4
test,340,20,CPP,BDD-build,97.4
test,340,20,CPP,MIP-build,15.5
test,340,20,CPP,MIP-solve,12.9
test,340,20,CPP,VS-build+solve,51.4
test,340,20,CPP,BDD-align-to-vs,51.6
test,340,20,CPP,intersection-build,8.8
test,340,20,CPP,intersection-SP-solve,1.9
test,341,20,gen_instance,all, 8.4
test,341,20,plain_MIP,build+solve,2.1
test,341,20,CPP,BDD-build,158.9
test,341,20,CPP,MIP-build,21.7
test,341,20,CPP,MIP-solve,18.0
test,341,20,CPP,VS-build+solve,38.8
test,341,20,CPP,BDD-align-to-vs,69.8
test,341,20,CPP,intersection-build,9.8
test,341,20,CPP,intersection-SP-solve,2.4
test,342,20,gen_instance,all, 9.1
test,342,20,plain_MIP,build+solve,2.5
test,342,20,CPP,BDD-build,80.1
test,342,20,CPP,MIP-build,14.5
test,342,20,CPP,MIP-solve,8.9
test,342,20,CPP,VS-build+solve,29.0
test,342,20,CPP,BDD-align-to-vs,59.6
test,342,20,CPP,intersection-build,7.6
test,342,20,CPP,intersection-SP-solve,2.0
test,343,20,gen_instance,all, 9.0
test,343,20,plain_MIP,build+solve,2.6
test,343,20,CPP,BDD-build,74.3
test,343,20,CPP,MIP-build,11.9
test,343,20,CPP,MIP-solve,10.1
test,343,20,CPP,VS-build+solve,137.6
test,343,20,CPP,BDD-align-to-vs,75.0
test,343,20,CPP,intersection-build,6.5
test,343,20,CPP,intersection-SP-solve,1.9
test,344,20,gen_instance,all, 6.8
test,344,20,plain_MIP,build+solve,0.7
test,344,20,CPP,BDD-build,123.3
test,344,20,CPP,MIP-build,18.0
test,344,20,CPP,MIP-solve,8.3
test,344,20,CPP,VS-build+solve,29.2
test,344,20,CPP,BDD-align-to-vs,51.3
test,344,20,CPP,intersection-build,3.6
test,344,20,CPP,intersection-SP-solve,0.4
test,345,20,gen_instance,all, 8.6
test,345,20,plain_MIP,build+solve,2.4
test,345,20,CPP,BDD-build,99.7
test,345,20,CPP,MIP-build,16.6
test,345,20,CPP,MIP-solve,11.8
test,345,20,CPP,VS-build+solve,13.7
test,345,20,CPP,BDD-align-to-vs,76.7
test,345,20,CPP,intersection-build,6.5
test,345,20,CPP,intersection-SP-solve,0.7
test,346,20,gen_instance,all, 8.9
test,346,20,plain_MIP,build+solve,2.5
test,346,20,CPP,BDD-build,89.0
test,346,20,CPP,MIP-build,13.1
test,346,20,CPP,MIP-solve,8.7
test,346,20,CPP,VS-build+solve,33.4
