0.5-0,color_size_nat,58,--none--
0.5-0,cover_size_nat,254,--none--
0.5-0,orig_simpl_nat_obj,357,--none--
0.5-0,orig_minAB_nat_obj,362,--none--
0.5-0,color_size_rnd,59,--none--
0.5-0,cover_size_rnd,323,--none--
0.5-0,orig_simpl_rnd_obj,481,--none--
0.5-0,orig_minAB_rnd_obj,442,--none--
0.5-0,color_size_ctl,160,--none--
0.5-0,cover_size_ctl,74,--none--
0.5-0,orig_simpl_ctl_obj,2873,--none--
0.5-0,orig_minAB_ctl_obj,4390,--none--
0.5-1,color_size_nat,39,--none--
0.5-1,cover_size_nat,206,--none--
0.5-1,orig_simpl_nat_obj,299,--none--
0.5-1,orig_minAB_nat_obj,298,--none--
0.5-1,color_size_rnd,44,--none--
0.5-1,cover_size_rnd,261,--none--
0.5-1,orig_simpl_rnd_obj,345,--none--
0.5-1,orig_minAB_rnd_obj,314,--none--
0.5-1,color_size_ctl,186,--none--
0.5-1,cover_size_ctl,357,--none--
0.5-1,orig_simpl_ctl_obj,16660,--none--
0.5-1,orig_minAB_ctl_obj,14055,--none--
0.5-2,color_size_nat,44,--none--
0.5-2,cover_size_nat,187,--none--
0.5-2,orig_simpl_nat_obj,482,--none--
0.5-2,orig_minAB_nat_obj,300,--none--
0.5-2,color_size_rnd,44,--none--
0.5-2,cover_size_rnd,201,--none--
0.5-2,orig_simpl_rnd_obj,364,--none--
0.5-2,orig_minAB_rnd_obj,301,--none--
0.5-2,color_size_ctl,229,--none--
0.5-2,cover_size_ctl,188,--none--
0.5-2,orig_simpl_ctl_obj,5366,--none--
0.5-2,orig_minAB_ctl_obj,9652,--none--
0.5-3,color_size_nat,21,--none--
0.5-3,cover_size_nat,198,--none--
0.5-3,orig_simpl_nat_obj,225,--none--
0.5-3,orig_minAB_nat_obj,210,--none--
0.5-3,color_size_rnd,20,--none--
0.5-3,cover_size_rnd,272,--none--
0.5-3,orig_simpl_rnd_obj,270,--none--
0.5-3,orig_minAB_rnd_obj,296,--none--
0.5-3,color_size_ctl,208,--none--
0.5-3,cover_size_ctl,217,--none--
0.5-3,orig_simpl_ctl_obj,8658,--none--
0.5-3,orig_minAB_ctl_obj,10074,--none--
0.5-4,color_size_nat,50,--none--
0.5-4,cover_size_nat,186,--none--
0.5-4,orig_simpl_nat_obj,323,--none--
0.5-4,orig_minAB_nat_obj,259,--none--
0.5-4,color_size_rnd,50,--none--
0.5-4,cover_size_rnd,236,--none--
0.5-4,orig_simpl_rnd_obj,311,--none--
0.5-4,orig_minAB_rnd_obj,319,--none--
0.5-4,color_size_ctl,206,--none--
0.5-4,cover_size_ctl,113,--none--
0.5-4,orig_simpl_ctl_obj,10789,--none--
0.5-4,orig_minAB_ctl_obj,13076,--none--
0.5-5,color_size_nat,39,--none--
0.5-5,cover_size_nat,250,--none--
0.5-5,orig_simpl_nat_obj,262,--none--
0.5-5,orig_minAB_nat_obj,227,--none--
0.5-5,color_size_rnd,38,--none--
0.5-5,cover_size_rnd,289,--none--
0.5-5,orig_simpl_rnd_obj,407,--none--
0.5-5,orig_minAB_rnd_obj,293,--none--
0.5-5,color_size_ctl,86,--none--
0.5-5,cover_size_ctl,50,--none--
0.5-5,orig_simpl_ctl_obj,2339,--none--
0.5-5,orig_minAB_ctl_obj,1020,--none--
0.5-6,color_size_nat,21,--none--
0.5-6,cover_size_nat,193,--none--
0.5-6,orig_simpl_nat_obj,195,--none--
0.5-6,orig_minAB_nat_obj,186,--none--
0.5-6,color_size_rnd,28,--none--
0.5-6,cover_size_rnd,248,--none--
0.5-6,orig_simpl_rnd_obj,259,--none--
0.5-6,orig_minAB_rnd_obj,237,--none--
0.5-6,color_size_ctl,222,--none--
0.5-6,cover_size_ctl,138,--none--
0.5-6,orig_simpl_ctl_obj,3373,--none--
0.5-6,orig_minAB_ctl_obj,3515,--none--
0.5-7,color_size_nat,45,--none--
0.5-7,cover_size_nat,174,--none--
0.5-7,orig_simpl_nat_obj,301,--none--
0.5-7,orig_minAB_nat_obj,244,--none--
0.5-7,color_size_rnd,45,--none--
0.5-7,cover_size_rnd,228,--none--
0.5-7,orig_simpl_rnd_obj,341,--none--
0.5-7,orig_minAB_rnd_obj,254,--none--
0.5-7,color_size_ctl,154,--none--
0.5-7,cover_size_ctl,168,--none--
0.5-7,orig_simpl_ctl_obj,6403,--none--
0.5-7,orig_minAB_ctl_obj,6742,--none--
0.5-8,color_size_nat,29,--none--
0.5-8,cover_size_nat,241,--none--
