instance,inversions,reducedA,reducedB,gen_trial
1,55,True,True,1
2,41,True,True,1
3,35,True,True,1
4,47,True,True,1
5,35,True,True,1
6,66,True,True,1
7,39,True,True,1
8,66,True,True,1
9,45,True,True,1
10,60,True,True,1
11,56,True,True,1
12,56,True,True,1
13,43,True,True,1
14,74,True,True,1
15,43,True,True,1
16,42,True,True,1
17,40,True,True,1
18,50,True,True,1
19,47,True,True,1
20,51,True,True,1
21,45,True,True,1
22,63,True,True,1
23,38,True,True,1
24,62,True,True,1
25,55,True,True,1
26,43,True,True,1
27,49,True,True,1
28,37,True,True,1
29,55,True,True,1
30,63,True,True,1
31,65,True,True,1
32,44,True,True,1
33,56,True,True,1
34,53,True,True,1
35,57,True,True,1
36,31,True,True,1
37,41,True,True,1
38,57,True,True,1
39,46,True,True,1
40,44,True,True,1
41,41,True,True,1
42,67,True,True,1
43,63,True,True,1
44,53,True,True,1
45,55,True,True,1
46,53,True,True,1
47,66,True,True,1
48,56,True,True,1
49,48,True,True,1
50,37,True,True,1
51,38,True,True,1
52,49,True,True,1
53,49,True,True,1
54,39,True,True,1
55,71,True,True,1
56,58,True,True,1
57,36,True,True,1
58,50,True,True,1
59,62,True,True,1
60,38,True,True,1
61,61,True,True,1
62,58,True,True,1
63,47,True,True,1
64,54,True,True,1
65,42,True,True,1
66,37,True,True,1
67,72,True,True,1
68,52,True,True,1
69,49,True,True,1
70,58,True,True,1
71,53,True,True,1
72,39,True,True,1
73,64,True,True,1
74,60,True,True,1
75,58,True,True,1
76,50,True,True,1
77,52,True,True,1
78,62,True,True,1
79,68,True,True,1
80,66,True,True,1
81,57,True,True,1
82,39,True,True,1
83,54,True,True,1
84,60,True,True,1
85,34,True,True,1
86,69,True,True,1
87,67,True,True,1
88,57,True,True,1
89,66,True,True,1
90,30,True,True,1
91,54,True,True,1
92,48,True,True,1
93,57,True,True,1
94,37,True,True,1
95,54,True,True,1
96,60,True,True,1
97,65,True,True,1
98,46,True,True,1
99,41,True,True,1
100,48,True,True,1
101,50,True,True,1
102,46,True,True,1
103,65,True,True,1
104,45,True,True,1
105,42,True,True,1
106,48,True,True,1
107,59,True,True,1
108,60,True,True,1
109,44,True,True,1
110,61,True,True,1
111,43,True,True,1
112,56,True,True,1
113,35,True,True,1
114,52,True,True,1
115,35,True,True,1
116,33,True,True,1
117,50,True,True,1
118,65,True,True,1
119,65,True,True,1
120,67,True,True,1
121,49,True,True,1
122,38,True,True,1
123,62,True,True,1
124,46,True,True,1
125,55,True,True,1
126,36,True,True,1
127,51,True,True,1
128,59,True,True,1
129,37,True,True,1
130,45,True,True,1
131,41,True,True,1
132,47,True,True,1
133,60,True,True,1
134,44,True,True,1
135,38,True,True,1
136,58,True,True,1
137,43,True,True,1
138,54,True,True,1
139,53,True,True,1
140,35,True,True,1
141,58,True,True,1
142,21,True,True,1
143,29,True,True,1
144,57,True,True,1
145,51,True,True,1
146,46,True,True,1
147,53,True,True,1
148,40,True,True,1
149,39,True,True,1
150,46,True,True,1
151,48,True,True,1
152,72,True,True,1
153,64,True,True,1
154,72,True,True,1
155,58,True,True,1
156,74,True,True,1
157,54,True,True,1
158,63,True,True,1
159,65,True,True,1
160,48,True,True,1
161,39,True,True,1
162,32,True,True,1
163,75,True,True,1
164,60,True,True,1
165,75,True,True,1
166,43,True,True,1
167,67,True,True,1
168,45,True,True,1
169,33,True,True,1
170,53,True,True,1
171,53,True,True,1
172,39,True,True,1
