# instance,N,is_reduced,<comma-separated layer-widths>,<suffix>
0,15,False,1,1,2,3,5,7,11,17,25,29,43,55,70,97,143,0.7
1,15,False,1,2,4,6,6,10,14,15,24,36,50,72,103,153,211,0.7
2,15,False,1,2,3,5,8,12,18,27,32,45,67,94,123,173,246,0.7
3,15,False,1,2,2,3,4,6,8,11,17,26,40,54,75,114,155,0.7
4,15,False,1,2,2,3,4,6,7,9,13,18,25,30,41,59,80,0.7
5,15,False,1,2,4,7,12,14,21,32,43,69,96,121,161,228,322,0.7
6,15,False,1,1,1,1,1,2,3,4,6,8,11,14,20,27,34,0.7
7,15,False,1,2,3,4,6,9,11,17,21,27,39,54,84,117,163,0.7
8,15,False,1,1,2,3,4,5,7,12,18,21,31,37,52,71,96,0.7
9,15,False,1,2,3,4,6,8,13,17,25,34,49,72,93,127,156,0.7
10,15,False,1,2,4,7,7,10,13,20,27,33,44,57,81,117,164,0.7
11,15,False,1,2,1,2,2,3,5,7,12,18,26,39,53,79,110,0.7
12,15,False,1,2,3,5,7,11,14,20,29,41,61,92,138,192,269,0.7
13,15,False,1,1,2,3,6,9,17,20,28,43,64,88,125,174,239,0.7
14,15,False,1,2,4,7,10,17,24,29,39,53,76,105,140,204,280,0.7
15,15,False,1,2,4,7,12,17,25,40,48,72,103,139,206,281,391,0.7
16,15,False,1,2,3,5,7,13,19,28,33,44,66,100,139,193,263,0.7
17,15,False,1,2,3,5,9,13,17,23,35,54,80,117,171,248,356,0.7
18,15,False,1,2,4,4,7,9,13,14,19,30,46,69,95,134,189,0.7
19,15,False,1,2,2,3,4,5,7,11,18,21,27,31,42,54,69,0.7
20,15,False,1,2,4,6,8,15,20,30,42,62,91,132,184,250,361,0.7
21,15,False,1,1,2,2,3,3,4,4,8,11,19,31,39,51,78,0.7
22,15,False,1,2,4,7,12,20,27,40,60,86,123,179,253,368,524,0.7
23,15,False,1,2,4,4,6,11,19,26,40,50,60,87,132,187,260,0.7
24,15,False,1,2,3,2,3,5,6,11,16,23,36,50,70,92,125,0.7
25,15,False,1,1,2,4,5,5,8,11,15,21,33,39,50,75,100,0.7
26,15,False,1,2,3,4,7,7,8,13,18,27,40,55,77,102,144,0.7
27,15,False,1,2,4,4,6,8,12,15,21,33,46,62,85,117,176,0.7
28,15,False,1,1,2,4,6,8,15,20,28,42,62,90,127,174,252,0.7
29,15,False,1,2,4,5,7,13,16,24,34,45,63,86,129,181,265,0.7
30,15,False,1,2,4,7,8,13,23,30,37,56,78,115,164,217,316,0.7
31,15,False,1,1,2,2,4,7,11,16,25,39,50,69,100,145,211,0.7
32,15,False,1,2,3,4,5,8,12,20,35,48,69,98,151,214,293,0.7
33,15,False,1,2,4,4,5,5,8,11,16,24,30,45,66,92,135,0.7
34,15,False,1,1,2,4,5,9,7,11,14,22,31,40,46,61,81,0.7
35,15,False,1,1,2,1,2,3,3,6,11,16,18,22,35,49,70,0.7
36,15,False,1,2,2,2,4,8,11,14,20,34,44,70,100,135,198,0.7
37,15,False,1,2,3,4,5,8,12,19,32,47,69,96,138,186,252,0.7
38,15,False,1,1,1,2,3,5,6,8,16,24,36,49,70,98,147,0.7
39,15,False,1,2,4,7,8,11,13,17,25,40,59,88,128,189,279,0.7
40,15,False,1,2,3,5,8,16,21,27,35,50,67,96,141,214,290,0.7
41,15,False,1,1,2,2,3,2,3,5,8,10,14,18,23,39,53,0.7
42,15,False,1,1,1,2,3,4,4,4,5,8,12,16,23,33,39,0.7
43,15,False,1,2,3,5,8,11,17,21,30,45,70,97,128,175,242,0.7
44,15,False,1,1,2,3,4,4,7,9,13,19,26,31,46,61,88,0.7
