instance,num_type,value,comment
-1,legend,orig_simpl_nat,Simplified problem (natural var order)
-1,legend,orig_simpl_rnd,Simplified problem (random var order)
-1,legend,orig_minAB_nat,Best of A and B (natural var order)
-1,legend,orig_minAB_rnd,Best of A and B (random var order)
10-0,orig_simpl_nat_obj,1161,--none--
10-0,orig_minAB_nat_obj,1040,--none--
10-0,orig_simpl_rnd_obj,2358,--none--
10-0,orig_minAB_rnd_obj,2181,--none--
10-1,orig_simpl_nat_obj,5257,--none--
10-1,orig_minAB_nat_obj,5100,--none--
10-1,orig_simpl_rnd_obj,5386,--none--
10-1,orig_minAB_rnd_obj,7748,--none--
10-2,orig_simpl_nat_obj,1835,--none--
10-2,orig_minAB_nat_obj,1840,--none--
10-2,orig_simpl_rnd_obj,1921,--none--
10-2,orig_minAB_rnd_obj,2125,--none--
10-3,orig_simpl_nat_obj,7483,--none--
10-3,orig_minAB_nat_obj,4238,--none--
10-3,orig_simpl_rnd_obj,11076,--none--
10-3,orig_minAB_rnd_obj,12415,--none--
10-4,orig_simpl_nat_obj,4761,--none--
10-4,orig_minAB_nat_obj,5834,--none--
10-4,orig_simpl_rnd_obj,9408,--none--
10-4,orig_minAB_rnd_obj,9913,--none--
10-5,orig_simpl_nat_obj,82,--none--
10-5,orig_minAB_nat_obj,82,--none--
10-5,orig_simpl_rnd_obj,104,--none--
10-5,orig_minAB_rnd_obj,95,--none--
10-6,orig_simpl_nat_obj,14201,--none--
10-6,orig_minAB_nat_obj,10679,--none--
10-6,orig_simpl_rnd_obj,14074,--none--
10-6,orig_minAB_rnd_obj,14258,--none--
10-7,orig_simpl_nat_obj,2669,--none--
10-7,orig_minAB_nat_obj,2779,--none--
10-7,orig_simpl_rnd_obj,5342,--none--
10-7,orig_minAB_rnd_obj,4936,--none--
10-8,orig_simpl_nat_obj,7600,--none--
10-8,orig_minAB_nat_obj,4327,--none--
10-8,orig_simpl_rnd_obj,8174,--none--
10-8,orig_minAB_rnd_obj,7533,--none--
10-9,orig_simpl_nat_obj,8384,--none--
10-9,orig_minAB_nat_obj,8130,--none--
10-9,orig_simpl_rnd_obj,13949,--none--
10-9,orig_minAB_rnd_obj,15694,--none--
10-10,orig_simpl_nat_obj,452,--none--
10-10,orig_minAB_nat_obj,426,--none--
10-10,orig_simpl_rnd_obj,460,--none--
