0.9-0,color_size_nat,37,--none--
0.9-0,cover_size_nat,64,--none--
0.9-0,orig_simpl_nat_obj,103,--none--
0.9-0,orig_minAB_nat_obj,88,--none--
0.9-0,color_size_rnd,38,--none--
0.9-0,cover_size_rnd,73,--none--
0.9-0,orig_simpl_rnd_obj,104,--none--
0.9-0,orig_minAB_rnd_obj,89,--none--
0.9-0,color_size_ctl,159,--none--
0.9-0,cover_size_ctl,432,--none--
0.9-0,orig_simpl_ctl_obj,14545,--none--
0.9-0,orig_minAB_ctl_obj,8889,--none--
0.9-1,color_size_nat,31,--none--
0.9-1,cover_size_nat,53,--none--
0.9-1,orig_simpl_nat_obj,79,--none--
0.9-1,orig_minAB_nat_obj,61,--none--
0.9-1,color_size_rnd,34,--none--
0.9-1,cover_size_rnd,43,--none--
0.9-1,orig_simpl_rnd_obj,67,--none--
0.9-1,orig_minAB_rnd_obj,69,--none--
0.9-1,color_size_ctl,114,--none--
0.9-1,cover_size_ctl,300,--none--
0.9-1,orig_simpl_ctl_obj,13855,--none--
0.9-1,orig_minAB_ctl_obj,15724,--none--
0.9-2,color_size_nat,40,--none--
0.9-2,cover_size_nat,52,--none--
0.9-2,orig_simpl_nat_obj,96,--none--
0.9-2,orig_minAB_nat_obj,83,--none--
0.9-2,color_size_rnd,37,--none--
0.9-2,cover_size_rnd,65,--none--
0.9-2,orig_simpl_rnd_obj,131,--none--
0.9-2,orig_minAB_rnd_obj,94,--none--
0.9-2,color_size_ctl,245,--none--
0.9-2,cover_size_ctl,177,--none--
0.9-2,orig_simpl_ctl_obj,8334,--none--
0.9-2,orig_minAB_ctl_obj,13268,--none--
0.9-3,color_size_nat,41,--none--
0.9-3,cover_size_nat,63,--none--
0.9-3,orig_simpl_nat_obj,116,--none--
0.9-3,orig_minAB_nat_obj,95,--none--
0.9-3,color_size_rnd,41,--none--
0.9-3,cover_size_rnd,72,--none--
0.9-3,orig_simpl_rnd_obj,120,--none--
