instance,num_type,step,LB,UB,comment
100,steplog,10,997,1288,--none--
100,steplog,20,1121,1201,--none--
100,steplog,30,1164,1185,--none--
100,steplog,40,1177,1185,--none--
100,steplog,45,1185,1185,status:optimal
100,timelog,45,0.1156771183013916,0,--none--
101,steplog,10,1138,1293,--none--
101,steplog,20,1273,1279,--none--
101,steplog,23,1279,1279,status:optimal
101,timelog,23,0.05277752876281738,0,--none--
102,steplog,10,835,879,--none--
102,steplog,20,872,879,--none--
102,steplog,25,877,877,status:optimal
102,timelog,25,0.05546307563781738,0,--none--
103,steplog,10,1219,1608,--none--
103,steplog,20,1272,1554,--none--
103,steplog,30,1381,1516,--none--
103,steplog,40,1444,1497,--none--
103,steplog,50,1464,1473,--none--
103,steplog,54,1473,1473,status:optimal
103,timelog,54,0.13335299491882324,0,--none--
104,steplog,10,1060,1171,--none--
104,steplog,20,1082,1118,--none--
104,steplog,30,1094,1107,--none--
104,steplog,40,1101,1103,--none--
104,steplog,44,1103,1103,status:optimal
104,timelog,44,0.09776163101196289,0,--none--
105,steplog,10,1400,1590,--none--
105,steplog,20,1510,1568,--none--
105,steplog,30,1550,1568,--none--
105,steplog,35,1566,1566,status:optimal
105,timelog,35,0.07882022857666016,0,--none--
106,steplog,10,1525,1641,--none--
106,steplog,20,1617,1637,--none--
106,steplog,27,1637,1637,status:optimal
106,timelog,27,0.06496191024780273,0,--none--
107,steplog,10,1081,1250,--none--
107,steplog,20,1179,1239,--none--
107,steplog,30,1220,1221,--none--
107,steplog,32,1221,1221,status:optimal
107,timelog,32,0.07029485702514648,0,--none--
108,steplog,10,413,502,--none--
108,steplog,20,436,451,--none--
108,steplog,24,442,442,status:optimal
108,timelog,24,0.060666561126708984,0,--none--
109,steplog,10,1760,1804,--none--
109,steplog,20,1797,1798,--none--
109,steplog,20,1798,1798,status:optimal
109,timelog,20,0.045090436935424805,0,--none--
10,steplog,10,1478,1577,--none--
10,steplog,20,1540,1569,--none--
10,steplog,30,1553,1568,--none--
10,steplog,40,1565,1568,--none--
10,steplog,48,1568,1568,status:optimal
10,timelog,48,0.09757566452026367,0,--none--
110,steplog,10,345,373,--none--
110,steplog,20,359,361,--none--
110,steplog,22,360,360,status:optimal
110,timelog,22,0.05291247367858887,0,--none--
111,steplog,10,1197,1255,--none--
111,steplog,20,1241,1253,--none--
111,steplog,30,1252,1253,--none--
111,steplog,30,1253,1253,status:optimal
111,timelog,30,0.06502509117126465,0,--none--
112,steplog,10,2007,2271,--none--
112,steplog,20,2173,2218,--none--
112,steplog,30,2194,2205,--none--
112,steplog,34,2201,2201,status:optimal
112,timelog,34,0.07686686515808105,0,--none--
113,steplog,10,950,1137,--none--
113,steplog,20,1011,1046,--none--
113,steplog,30,1028,1046,--none--
113,steplog,40,1037,1043,--none--
113,steplog,50,1041,1043,--none--
113,steplog,56,1043,1043,status:optimal
113,timelog,56,0.1275162696838379,0,--none--
114,steplog,10,1910,2176,--none--
114,steplog,20,2068,2160,--none--
114,steplog,30,2108,2144,--none--
114,steplog,40,2117,2144,--none--
114,steplog,50,2124,2144,--none--
114,steplog,60,2128,2144,--none--
114,steplog,70,2136,2144,--none--
114,steplog,80,2141,2144,--none--
114,steplog,90,2142,2144,--none--
114,steplog,97,2144,2144,status:optimal
