instance,inversions,reducedA,reducedB,gen_trial
1,60,True,True,1
2,51,True,True,1
3,32,True,True,1
4,55,True,True,1
5,39,True,True,1
6,59,True,True,1
7,61,True,True,1
8,45,True,True,1
9,44,True,True,1
10,56,True,True,1
11,52,True,True,1
12,51,True,True,1
13,41,True,True,1
14,50,True,True,1
15,45,True,True,1
16,60,True,True,1
17,52,True,True,1
18,60,True,True,1
19,60,True,True,1
20,67,True,True,1
21,46,True,True,1
22,58,True,True,1
23,56,True,True,1
24,62,True,True,1
25,52,True,True,1
26,55,True,True,1
27,44,True,True,1
28,66,True,True,1
29,53,True,True,1
30,63,True,True,1
31,64,True,True,1
32,30,True,True,1
33,58,True,True,1
34,52,True,True,1
35,39,True,True,1
36,51,True,True,1
37,58,True,True,1
38,42,True,True,1
39,45,True,True,1
40,49,True,True,1
41,42,True,True,1
42,43,True,True,1
43,43,True,True,1
44,61,True,True,1
45,56,True,True,1
46,59,True,True,1
47,47,True,True,1
48,53,True,True,1
49,55,True,True,1
50,53,True,True,1
51,38,True,True,1
52,67,True,True,1
53,68,True,True,1
54,39,True,True,1
55,47,True,True,1
56,38,True,True,1
57,47,True,True,1
58,59,True,True,1
59,54,True,True,1
60,58,True,True,1
61,48,True,True,1
62,58,True,True,1
63,40,True,True,1
64,55,True,True,1
65,48,True,True,1
66,65,True,True,1
67,41,True,True,1
68,49,True,True,1
69,52,True,True,1
70,62,True,True,1
71,57,True,True,1
72,32,True,True,1
73,66,True,True,1
74,55,True,True,1
75,50,True,True,1
76,52,True,True,1
77,68,True,True,1
78,52,True,True,1
79,62,True,True,1
80,45,True,True,1
81,56,True,True,1
82,52,True,True,1
83,38,True,True,1
84,50,True,True,1
85,67,True,True,1
86,57,True,True,1
87,64,True,True,1
88,66,True,True,1
89,56,True,True,1
90,73,True,True,1
91,46,True,True,1
92,61,True,True,1
93,65,True,True,1
94,61,True,True,1
95,60,True,True,1
96,51,True,True,1
97,47,True,True,1
98,39,True,True,1
99,50,True,True,1
100,68,True,True,1
101,51,True,True,1
102,64,True,True,1
103,47,True,True,1
104,62,True,True,1
105,47,True,True,1
106,48,True,True,1
107,61,True,True,1
108,61,True,True,1
109,31,True,True,1
110,51,True,True,1
111,54,True,True,1
112,39,True,True,1
113,59,True,True,1
114,32,True,True,1
115,59,True,True,1
116,40,True,True,1
117,32,True,True,1
118,59,True,True,1
119,60,True,True,1
120,56,True,True,1
121,41,True,True,1
122,65,True,True,1
123,77,True,True,1
124,46,True,True,1
125,62,True,True,1
126,45,True,True,1
127,45,True,True,1
128,61,True,True,1
129,53,True,True,1
130,51,True,True,1
131,32,True,True,1
132,55,True,True,1
133,53,True,True,1
134,52,True,True,1
135,43,True,True,1
136,47,True,True,1
137,55,True,True,1
138,46,True,True,1
139,55,True,True,1
140,54,True,True,1
141,60,True,True,1
142,54,True,True,1
143,50,True,True,1
144,51,True,True,1
145,50,True,True,1
146,39,True,True,1
147,57,True,True,1
148,45,True,True,1
149,49,True,True,1
150,50,True,True,1
151,48,True,True,1
152,58,True,True,1
153,45,True,True,1
154,49,True,True,1
155,41,True,True,1
156,65,True,True,1
157,57,True,True,1
158,70,True,True,1
159,64,True,True,1
160,54,True,True,1
161,62,True,True,1
162,41,True,True,1
163,49,True,True,1
164,54,True,True,1
165,61,True,True,1
166,47,True,True,1
167,45,True,True,1
168,49,True,True,1
169,49,True,True,1
170,47,True,True,1
171,31,True,True,1
172,46,True,True,1
173,63,True,True,1
174,63,True,True,1
175,50,True,True,1
176,52,True,True,1
177,62,True,True,1
178,57,True,True,1
179,59,True,True,1
180,70,True,True,1
181,59,True,True,1
182,70,True,True,1
183,56,True,True,1
184,65,True,True,1
185,66,True,True,1
186,49,True,True,1
187,48,True,True,1
188,37,True,True,1
189,50,True,True,1
190,40,True,True,1
191,51,True,True,1
192,74,True,True,1
193,52,True,True,1
194,36,True,True,1
195,62,True,True,1
196,52,True,True,1
197,61,True,True,1
198,50,True,True,1
199,49,True,True,1
200,60,True,True,1
201,63,True,True,1
202,45,True,True,1
203,61,True,True,1
204,40,True,True,1
