k, VS_status, AB_simscore, no_opts, opts_diam, best_VS_simscore, worst_VS_simscore, exp_time
131, optimal, 42.9, 16, 28.6, 66.7, 47.6, 2.6
132, optimal, 66.7, 12, 19.0, 71.4, 52.4, 2.8
133, optimal, 52.4, 16, 61.9, 81.0, 57.1, 2.8
134, optimal, 47.6, 2, 4.8, 100.0, 100.0, 4.1
135, optimal, 47.6, 6, 14.3, 95.2, 81.0, 3.6
136, optimal, 61.9, 4, 9.5, 71.4, 66.7, 2.6
137, optimal, 52.4, 6, 14.3, 66.7, 52.4, 4.6
138, optimal, 61.9, 15, 33.3, 76.2, 47.6, 2.6
139, optimal, 61.9, 12, 23.8, 95.2, 76.2, 3.2
140, optimal, 47.6, 8, 19.0, 95.2, 81.0, 3.8
141, optimal, 52.4, 4, 33.3, 76.2, 71.4, 3.7
142, optimal, 33.3, 8, 14.3, 47.6, 38.1, 3.3
143, optimal, 38.1, 34, 57.1, 76.2, 47.6, 2.7
144, optimal, 57.1, 2, 4.8, 61.9, 61.9, 3.5
145, optimal, 38.1, 240, 52.4, 81.0, 28.6, 2.4
146, optimal, 47.6, 16, 23.8, 81.0, 61.9, 3.5
147, optimal, 61.9, 2, 4.8, 90.5, 90.5, 2.8
148, optimal, 42.9, 3, 9.5, 76.2, 71.4, 3.8
149, optimal, 33.3, 20, 28.6, 61.9, 42.9, 4.3
150, optimal, 61.9, 2, 4.8, 90.5, 90.5, 4.0
151, optimal, 38.1, 28, 42.9, 76.2, 38.1, 4.1
152, optimal, 66.7, 24, 28.6, 66.7, 42.9, 2.5
153, optimal, 71.4, 48, 33.3, 85.7, 57.1, 2.3
154, optimal, 42.9, 10, 90.5, 71.4, 42.9, 3.2
155, optimal, 28.6, 2, 4.8, 61.9, 61.9, 4.0
156, optimal, 61.9, 12, 19.0, 100.0, 85.7, 3.5
157, optimal, 57.1, 24, 23.8, 85.7, 61.9, 2.3
158, optimal, 61.9, 4, 9.5, 85.7, 76.2, 3.5
159, optimal, 33.3, 12, 19.0, 90.5, 76.2, 2.7
160, optimal, 85.7, 13, 28.6, 100.0, 85.7, 3.3
161, optimal, 28.6, 12, 19.0, 61.9, 47.6, 2.3
162, optimal, 66.7, 12, 19.0, 66.7, 52.4, 2.7
163, optimal, 85.7, 4, 9.5, 81.0, 71.4, 2.5
164, optimal, 42.9, 6, 14.3, 76.2, 66.7, 2.6
165, optimal, 23.8, 4, 9.5, 61.9, 57.1, 3.7
166, optimal, 33.3, 24, 28.6, 76.2, 57.1, 2.7
167, optimal, 47.6, 12, 19.0, 71.4, 57.1, 2.3
168, optimal, 81.0, 16, 23.8, 95.2, 81.0, 2.6
169, optimal, 38.1, 120, 47.6, 71.4, 23.8, 2.5
170, optimal, 47.6, 8, 23.8, 90.5, 71.4, 3.1
171, optimal, 33.3, 6, 14.3, 90.5, 76.2, 3.0
172, optimal, 71.4, 48, 33.3, 100.0, 66.7, 2.2
173, optimal, 38.1, 12, 19.0, 52.4, 33.3, 2.8
174, optimal, 52.4, 8, 19.0, 81.0, 66.7, 3.2
175, optimal, 52.4, 8, 14.3, 76.2, 66.7, 3.6
176, optimal, 52.4, 6, 14.3, 81.0, 71.4, 2.8
177, optimal, 42.9, 28, 61.9, 95.2, 57.1, 5.1
178, optimal, 52.4, 14, 33.3, 85.7, 52.4, 3.3
179, optimal, 23.8, 20, 57.1, 61.9, 33.3, 2.6
180, optimal, 33.3, 56, 52.4, 76.2, 38.1, 3.1
181, optimal, 42.9, 4, 9.5, 81.0, 76.2, 3.2
182, optimal, 47.6, 2, 4.8, 85.7, 85.7, 3.6
183, optimal, 33.3, 4, 14.3, 61.9, 52.4, 4.0
184, optimal, 61.9, 12, 19.0, 85.7, 66.7, 2.4
185, optimal, 66.7, 8, 14.3, 85.7, 71.4, 3.5
186, optimal, 23.8, 3, 61.9, 52.4, 47.6, 2.9
187, optimal, 57.1, 8, 14.3, 81.0, 66.7, 3.0
188, optimal, 61.9, 24, 23.8, 71.4, 47.6, 3.2
189, optimal, 33.3, 38, 47.6, 85.7, 47.6, 2.8
190, optimal, 38.1, 4, 9.5, 66.7, 57.1, 2.4
191, optimal, 19.0, 2, 4.8, 61.9, 61.9, 2.5
192, optimal, 42.9, 4, 9.5, 42.9, 38.1, 4.4
193, optimal, 52.4, 8, 23.8, 81.0, 66.7, 8.1
194, optimal, 57.1, 1, 0.0, 66.7, 66.7, 10.9
195, optimal, 57.1, 32, 33.3, 85.7, 57.1, 9.6
196, optimal, 47.6, 12, 19.0, 71.4, 57.1, 9.2
197, optimal, 71.4, 48, 33.3, 81.0, 52.4, 8.4
198, optimal, 9.5, 2, 4.8, 71.4, 71.4, 13.1
199, optimal, 52.4, 8, 38.1, 71.4, 42.9, 7.3
200, optimal, 52.4, 6, 14.3, 81.0, 71.4, 8.1
201, optimal, 33.3, 8, 19.0, 66.7, 52.4, 9.9
202, optimal, 52.4, 4, 14.3, 81.0, 76.2, 9.0
203, optimal, 71.4, 240, 52.4, 76.2, 23.8, 6.4
204, optimal, 19.0, 12, 19.0, 28.6, 14.3, 6.2
205, optimal, 47.6, 6, 14.3, 61.9, 52.4, 7.4
206, optimal, 47.6, 4, 14.3, 71.4, 61.9, 8.6
207, optimal, 66.7, 2, 4.8, 95.2, 95.2, 8.9
208, optimal, 71.4, 240, 52.4, 90.5, 42.9, 6.0
209, optimal, 42.9, 4, 23.8, 71.4, 66.7, 9.3
210, optimal, 38.1, 4, 9.5, 81.0, 71.4, 6.0
211, optimal, 61.9, 2, 4.8, 90.5, 90.5, 9.4
212, optimal, 61.9, 4, 9.5, 100.0, 90.5, 7.5
213, optimal, 38.1, 8, 47.6, 66.7, 57.1, 8.5
214, optimal, 47.6, 144, 42.9, 100.0, 57.1, 5.0
215, optimal, 52.4, 4, 14.3, 71.4, 61.9, 4.7
216, optimal, 52.4, 2, 4.8, 71.4, 71.4, 3.4
217, optimal, 57.1, 28, 47.6, 85.7, 61.9, 3.7
218, optimal, 57.1, 8, 14.3, 85.7, 71.4, 2.4
219, optimal, 57.1, 9, 23.8, 71.4, 61.9, 3.6
220, optimal, 47.6, 4, 9.5, 95.2, 90.5, 2.7
221, optimal, 42.9, 3, 9.5, 90.5, 85.7, 4.4
222, optimal, 66.7, 16, 33.3, 71.4, 57.1, 5.0
223, optimal, 71.4, 10, 33.3, 100.0, 81.0, 6.9
224, optimal, 81.0, 4, 19.0, 85.7, 66.7, 2.8
225, optimal, 71.4, 12, 19.0, 100.0, 85.7, 2.7
226, optimal, 23.8, 48, 33.3, 71.4, 38.1, 2.6
227, optimal, 61.9, 24, 66.7, 95.2, 47.6, 4.3
228, optimal, 42.9, 12, 23.8, 57.1, 33.3, 8.5
229, optimal, 19.0, 28, 61.9, 76.2, 19.0, 6.8
230, optimal, 71.4, 4, 9.5, 100.0, 90.5, 10.8
231, optimal, 66.7, 12, 28.6, 100.0, 81.0, 7.5
232, optimal, 66.7, 120, 47.6, 81.0, 33.3, 5.2
233, optimal, 85.7, 8, 14.3, 100.0, 85.7, 6.4
234, optimal, 57.1, 4, 9.5, 76.2, 71.4, 6.6
