8-0,orig_simpl_nat_obj,29,--none--
8-0,orig_minAB_nat_obj,29,--none--
8-0,orig_5random_nat_obj,29,--none--
8-0,orig_gsifts1p_nat_obj,29,--none--
8-0,orig_simpl_rnd_obj,29,--none--
8-0,orig_minAB_rnd_obj,29,--none--
8-0,orig_5random_rnd_obj,29,--none--
8-0,orig_gsifts1p_rnd_obj,29,--none--
8-0,orig_simpl_ctl_obj,12485,--none--
8-0,orig_minAB_ctl_obj,8887,--none--
8-0,orig_5random_ctl_obj,14925,--none--
8-0,orig_gsifts1p_ctl_obj,11809,--none--
8-1,orig_simpl_nat_obj,139,--none--
8-1,orig_minAB_nat_obj,133,--none--
8-1,orig_5random_nat_obj,192,--none--
8-1,orig_gsifts1p_nat_obj,135,--none--
8-1,orig_simpl_rnd_obj,204,--none--
8-1,orig_minAB_rnd_obj,182,--none--
8-1,orig_5random_rnd_obj,212,--none--
8-1,orig_gsifts1p_rnd_obj,147,--none--
8-1,orig_simpl_ctl_obj,3000,--none--
8-1,orig_minAB_ctl_obj,982,--none--
8-1,orig_5random_ctl_obj,3170,--none--
8-1,orig_gsifts1p_ctl_obj,900,--none--
8-2,orig_simpl_nat_obj,56,--none--
8-2,orig_minAB_nat_obj,54,--none--
8-2,orig_5random_nat_obj,55,--none--
8-2,orig_gsifts1p_nat_obj,57,--none--
8-2,orig_simpl_rnd_obj,60,--none--
8-2,orig_minAB_rnd_obj,59,--none--
8-2,orig_5random_rnd_obj,56,--none--
8-2,orig_gsifts1p_rnd_obj,51,--none--
8-2,orig_simpl_ctl_obj,4767,--none--
8-2,orig_minAB_ctl_obj,7513,--none--
8-2,orig_5random_ctl_obj,10751,--none--
8-2,orig_gsifts1p_ctl_obj,4767,--none--
8-3,orig_simpl_nat_obj,267,--none--
8-3,orig_minAB_nat_obj,258,--none--
8-3,orig_5random_nat_obj,359,--none--
8-3,orig_gsifts1p_nat_obj,248,--none--
8-3,orig_simpl_rnd_obj,335,--none--
8-3,orig_minAB_rnd_obj,373,--none--
8-3,orig_5random_rnd_obj,333,--none--
