instance,inversions,reducedA,reducedB,gen_trial
1,40,True,True,1
2,77,True,True,1
3,50,True,True,1
4,57,True,True,1
5,33,True,True,1
6,43,True,True,1
7,46,True,True,1
8,51,True,True,1
9,49,True,True,1
10,41,True,True,1
11,52,True,True,1
12,53,True,True,1
13,63,True,True,1
14,48,True,True,1
15,57,True,True,1
16,48,True,True,1
17,53,True,True,1
18,65,True,True,1
19,55,True,True,1
20,43,True,True,1
21,42,True,True,1
22,57,True,True,1
23,57,True,True,1
24,52,True,True,1
25,52,True,True,1
26,41,True,True,1
27,53,True,True,1
28,45,True,True,1
29,53,True,True,1
30,62,True,True,1
31,46,True,True,1
32,24,True,True,1
33,49,True,True,1
34,59,True,True,1
35,58,True,True,1
36,45,True,True,1
37,30,True,True,1
38,69,True,True,1
39,70,True,True,1
40,37,True,True,1
41,66,True,True,1
42,54,True,True,1
43,58,True,True,1
44,38,True,True,1
45,63,True,True,1
46,38,True,True,1
47,47,True,True,1
48,53,True,True,1
49,66,True,True,1
50,55,True,True,1
51,67,True,True,1
52,43,True,True,1
53,48,True,True,1
54,59,True,True,1
55,37,True,True,1
56,55,True,True,1
57,59,True,True,1
58,48,True,True,1
59,73,True,True,1
60,67,True,True,1
61,54,True,True,1
62,67,True,True,1
