# instance,N,is_reduced,<comma-separated layer-widths>,<suffix>
0,15,True,1,2,4,5,6,9,10,14,21,27,38,45,53,16,4,0.7
1,15,True,1,1,2,3,5,7,10,18,27,39,49,62,75,16,4,0.7
2,15,True,1,2,3,5,7,11,13,20,32,38,63,85,91,16,4,0.7
3,15,True,1,1,1,2,4,7,11,15,22,32,47,63,71,16,4,0.7
4,15,True,1,1,2,4,6,11,16,20,31,51,74,104,114,16,4,0.7
5,15,True,1,2,3,6,10,15,17,28,38,63,90,113,116,16,4,0.7
6,15,True,1,2,2,2,3,6,11,15,21,30,41,61,66,16,4,0.7
7,15,True,1,2,2,3,4,6,9,13,20,26,41,49,55,16,4,0.7
8,15,True,1,2,4,5,8,9,15,24,35,53,80,93,91,16,4,0.7
9,15,True,1,2,4,6,7,14,17,27,36,41,55,75,78,16,4,0.7
10,15,True,1,1,1,2,4,7,13,19,25,33,41,58,65,16,4,0.7
11,15,True,1,1,1,1,1,2,4,7,12,17,25,37,47,15,4,0.7
12,15,True,1,2,3,5,8,13,19,25,40,61,82,111,118,16,4,0.7
13,15,True,1,2,3,4,5,7,11,12,18,26,32,46,59,16,4,0.7
14,15,True,1,1,2,3,5,7,9,12,19,32,43,62,76,16,4,0.7
15,15,True,1,1,2,4,6,9,10,13,18,22,30,43,60,16,4,0.7
16,15,True,1,1,2,3,5,5,7,8,13,16,22,32,42,16,4,0.7
17,15,True,1,1,2,2,3,5,9,15,15,21,30,36,45,16,4,0.7
18,15,True,1,1,1,1,2,2,2,4,4,7,10,13,18,12,4,0.7
19,15,True,1,2,2,3,5,8,10,17,25,36,50,67,70,16,4,0.7
20,15,True,1,2,3,5,8,9,9,12,17,27,34,42,51,16,4,0.7
21,15,True,1,2,2,4,5,8,12,18,22,31,48,67,80,16,4,0.7
22,15,True,1,2,2,3,5,8,13,21,30,41,55,78,101,16,4,0.7
23,15,True,1,2,4,7,12,19,25,32,36,48,64,94,96,16,4,0.7
24,15,True,1,2,2,4,7,9,14,19,25,35,49,57,64,16,4,0.7
25,15,True,1,2,3,3,6,6,9,14,19,28,37,46,46,16,4,0.7
26,15,True,1,2,3,5,7,11,14,18,21,29,41,60,69,16,4,0.7
27,15,True,1,2,3,4,4,6,8,9,14,20,32,49,60,16,4,0.7
28,15,True,1,2,2,4,5,6,8,14,15,22,34,53,63,16,4,0.7
29,15,True,1,1,2,4,7,12,18,24,34,46,66,90,94,16,4,0.7
30,15,True,1,1,2,2,3,4,4,7,7,12,16,27,38,13,4,0.7
31,15,True,1,2,2,3,6,9,13,20,28,46,70,96,99,16,4,0.7
32,15,True,1,2,4,8,11,14,21,31,46,72,102,142,132,16,4,0.7
33,15,True,1,2,4,5,8,14,16,23,32,50,66,93,107,16,4,0.7
34,15,True,1,2,3,5,6,9,15,24,35,47,67,97,113,16,4,0.7
35,15,True,1,2,3,5,8,10,13,20,30,41,57,77,78,16,4,0.7
36,15,True,1,2,4,8,14,16,24,30,45,66,96,135,127,16,4,0.7
37,15,True,1,2,4,6,9,13,17,29,42,57,78,105,101,16,4,0.7
38,15,True,1,1,2,4,6,11,16,25,32,39,56,72,89,16,4,0.7
39,15,True,1,2,4,5,8,14,18,30,43,51,71,92,88,16,4,0.7
40,15,True,1,2,3,5,4,6,10,15,21,27,42,58,70,16,4,0.7
41,15,True,1,1,1,2,2,4,4,5,6,9,12,16,23,15,4,0.7
42,15,True,1,2,3,5,6,6,9,13,17,24,38,52,62,16,4,0.7
43,15,True,1,2,3,5,6,11,15,22,27,34,46,68,77,16,4,0.7
44,15,True,1,1,1,2,2,4,5,7,12,15,20,32,39,16,4,0.7
45,15,True,1,1,1,2,4,5,6,7,8,15,24,34,46,16,4,0.7
46,15,True,1,2,3,5,7,9,16,25,39,52,76,97,110,16,4,0.7
47,15,True,1,2,4,7,12,15,25,36,54,68,87,120,116,16,4,0.7
48,15,True,1,2,4,5,8,16,22,33,46,67,97,150,139,16,4,0.7
49,15,True,1,1,2,2,4,7,8,11,16,26,34,51,61,16,4,0.7
50,15,True,1,2,2,3,5,8,9,12,16,23,32,42,51,15,4,0.7
51,15,True,1,2,4,5,8,12,18,23,32,42,69,86,96,16,4,0.7
52,15,True,1,2,4,5,8,8,11,17,26,36,49,64,76,16,4,0.7
53,15,True,1,2,4,6,9,15,22,32,47,70,97,122,129,16,4,0.7
54,15,True,1,2,2,3,4,5,4,7,10,14,21,29,37,16,4,0.7
55,15,True,1,2,4,7,12,15,22,24,32,45,57,75,87,16,4,0.7
56,15,True,1,2,4,5,7,10,13,15,25,35,48,64,66,16,4,0.7
57,15,True,1,2,3,5,6,9,13,18,28,40,59,90,101,16,4,0.7
58,15,True,1,2,3,5,8,13,20,28,40,58,80,112,115,16,4,0.7
59,15,True,1,2,3,4,5,5,8,10,12,19,29,44,46,16,4,0.7
60,15,True,1,1,2,3,6,9,13,20,27,32,43,62,76,16,4,0.7
61,15,True,1,2,3,2,4,5,8,11,18,24,35,53,65,16,4,0.7
62,15,True,1,2,3,6,6,9,14,17,23,29,42,48,58,16,4,0.7
63,15,True,1,2,4,5,8,13,18,29,46,68,101,132,120,16,4,0.7
64,15,True,1,1,2,4,4,5,8,11,15,23,31,48,59,16,4,0.7
65,15,True,1,1,1,1,1,2,3,5,8,11,17,23,28,14,4,0.7
66,15,True,1,2,3,5,7,12,16,22,31,41,56,91,96,16,4,0.7
67,15,True,1,2,2,4,5,6,10,15,18,23,30,48,57,16,4,0.7
68,15,True,1,2,4,5,5,8,11,15,22,27,39,52,59,16,4,0.7
69,15,True,1,2,3,4,6,9,12,18,23,32,45,63,74,16,4,0.7
70,15,True,1,2,2,3,5,10,15,23,31,49,69,99,100,16,4,0.7
71,15,True,1,2,3,4,6,8,14,17,21,32,44,65,77,16,4,0.7
72,15,True,1,2,4,6,6,10,18,28,42,63,83,129,129,16,4,0.7
73,15,True,1,2,3,3,4,6,11,15,22,31,43,64,71,16,4,0.7
74,15,True,1,2,4,7,11,18,25,31,44,62,88,112,111,16,4,0.7
75,15,True,1,2,4,7,13,22,29,46,63,87,124,179,154,16,4,0.7
76,15,True,1,2,4,5,7,11,17,23,30,42,55,78,83,16,4,0.7
77,15,True,1,2,2,2,3,5,10,15,17,18,27,46,63,16,4,0.7
78,15,True,1,1,2,3,5,9,13,19,28,34,43,57,61,16,4,0.7
79,15,True,1,2,2,3,2,2,3,3,5,8,10,17,25,14,4,0.7
80,15,True,1,2,4,7,10,14,18,26,34,49,70,107,111,16,4,0.7
81,15,True,1,2,3,5,8,12,16,23,33,53,67,95,100,16,4,0.7
82,15,True,1,2,3,3,5,7,12,15,21,34,41,53,59,16,4,0.7
83,15,True,1,1,2,2,4,5,7,7,10,15,22,28,40,16,4,0.7
84,15,True,1,2,3,6,10,18,24,35,46,61,82,117,112,16,4,0.7
85,15,True,1,1,1,1,1,1,1,2,2,3,4,7,11,10,4,0.7
86,15,True,1,1,1,1,1,1,1,1,1,2,4,7,8,11,4,0.7
87,15,True,1,1,2,4,4,6,10,15,19,24,35,54,57,16,4,0.7
88,15,True,1,2,4,4,6,10,16,17,19,27,39,55,73,16,4,0.7
89,15,True,1,2,3,5,7,11,17,24,32,50,61,82,78,16,4,0.7
90,15,True,1,1,1,2,4,7,13,21,30,43,66,93,98,16,4,0.7
91,15,True,1,1,1,1,1,2,2,3,5,5,5,8,10,9,4,0.7
92,15,True,1,2,4,7,12,19,34,45,64,92,124,171,144,16,4,0.7
93,15,True,1,2,4,6,7,11,12,21,27,36,47,73,79,16,4,0.7
94,15,True,1,2,3,4,4,5,5,7,13,16,27,39,45,16,4,0.7
95,15,True,1,2,3,5,10,13,16,22,35,46,68,94,107,16,4,0.7
96,15,True,1,1,2,2,2,2,4,6,9,15,23,32,43,16,4,0.7
97,15,True,1,1,1,1,1,2,4,7,8,10,13,24,25,13,4,0.7
98,15,True,1,2,2,2,2,3,5,8,9,13,19,28,40,14,4,0.7
99,15,True,1,2,2,3,5,10,13,20,25,37,52,77,92,16,4,0.7
