4-0,color_size_nat,49,--none--
4-0,cover_size_nat,2840,--none--
4-0,orig_simpl_nat_obj,2797,--none--
4-0,orig_minAB_nat_obj,2645,--none--
4-0,color_size_rnd,56,--none--
4-0,cover_size_rnd,4722,--none--
4-0,orig_simpl_rnd_obj,5730,--none--
4-0,orig_minAB_rnd_obj,1764,--none--
4-0,color_size_ctl,421,--none--
4-0,cover_size_ctl,190,--none--
4-0,orig_simpl_ctl_obj,48324,--none--
4-0,orig_minAB_ctl_obj,53374,--none--
4-1,color_size_nat,53,--none--
4-1,cover_size_nat,2898,--none--
4-1,orig_simpl_nat_obj,4194,--none--
4-1,orig_minAB_nat_obj,3460,--none--
4-1,color_size_rnd,58,--none--
4-1,cover_size_rnd,3747,--none--
4-1,orig_simpl_rnd_obj,4745,--none--
4-1,orig_minAB_rnd_obj,3704,--none--
4-1,color_size_ctl,114,--none--
4-1,cover_size_ctl,528,--none--
4-1,orig_simpl_ctl_obj,25623,--none--
4-1,orig_minAB_ctl_obj,54648,--none--
4-2,color_size_nat,60,--none--
4-2,cover_size_nat,3601,--none--
4-2,orig_simpl_nat_obj,3077,--none--
4-2,orig_minAB_nat_obj,1815,--none--
4-2,color_size_rnd,60,--none--
4-2,cover_size_rnd,4056,--none--
4-2,orig_simpl_rnd_obj,2791,--none--
4-2,orig_minAB_rnd_obj,3710,--none--
4-2,color_size_ctl,1194,--none--
4-2,cover_size_ctl,588,--none--
4-2,orig_simpl_ctl_obj,105884,--none--
4-2,orig_minAB_ctl_obj,293854,--none--
4-3,color_size_nat,71,--none--
4-3,cover_size_nat,2616,--none--
4-3,orig_simpl_nat_obj,6784,--none--
4-3,orig_minAB_nat_obj,3987,--none--
4-3,color_size_rnd,71,--none--
4-3,cover_size_rnd,3861,--none--
4-3,orig_simpl_rnd_obj,6891,--none--
4-3,orig_minAB_rnd_obj,5389,--none--
