instance,inversions,reducedA,reducedB,gen_trial
1,32,True,True,1
2,17,True,True,1
3,13,True,True,1
4,23,True,True,1
5,15,True,True,1
6,27,True,True,1
7,14,True,True,1
8,22,True,True,1
9,19,True,True,1
10,14,True,True,1
11,16,True,True,1
12,31,True,True,1
13,25,True,True,1
14,20,True,True,1
15,20,True,True,1
16,21,True,True,1
17,35,True,True,1
18,21,True,True,1
19,20,True,True,1
20,21,True,True,1
21,19,True,True,1
22,28,True,True,1
23,33,True,True,1
24,16,True,True,1
25,22,True,True,1
26,23,True,True,1
27,28,True,True,1
28,17,True,True,1
29,20,True,True,1
30,20,True,True,1
31,27,True,True,1
32,18,True,True,1
33,32,True,True,1
34,25,True,True,1
35,18,True,True,1
36,19,True,True,1
37,18,True,True,1
38,23,True,True,1
39,22,True,True,1
40,30,True,True,1
41,31,True,True,1
42,20,True,True,1
43,9,True,True,1
44,22,True,True,1
45,29,True,True,1
46,21,True,True,1
47,14,True,True,1
48,10,True,True,1
49,18,True,True,1
50,24,True,True,1
51,21,True,True,1
52,28,True,True,1
53,20,True,True,1
54,11,True,True,1
55,26,True,True,1
56,31,True,True,1
57,21,True,True,1
58,12,True,True,1
59,19,True,True,1
60,21,True,True,1
61,34,True,True,1
62,23,True,True,1
63,18,True,True,1
64,20,True,True,1
65,27,True,True,1
66,25,True,True,1
67,37,True,True,1
68,21,True,True,1
69,22,True,True,1
70,21,True,True,1
71,27,True,True,1
72,29,True,True,1
73,13,True,True,1
74,30,True,True,1
75,26,True,True,1
76,11,True,True,1
77,29,True,True,1
78,17,True,True,1
79,14,True,True,1
80,30,True,True,1
81,27,True,True,1
82,23,True,True,1
83,23,True,True,1
84,22,True,True,1
85,20,True,True,1
86,25,True,True,1
87,24,True,True,1
88,21,True,True,1
89,22,True,True,1
90,27,True,True,1
91,22,True,True,1
92,24,True,True,1
93,26,True,True,1
94,21,True,True,1
95,15,True,True,1
96,25,True,True,1
97,26,True,True,1
98,24,True,True,1
99,19,True,True,1
100,19,True,True,1
