instance,inversions,reducedA,reducedB,gen_trial
1,61,True,True,1
2,66,True,True,1
3,58,True,True,1
4,49,True,True,1
5,57,True,True,1
6,49,True,True,1
7,72,True,True,1
8,59,True,True,1
9,54,True,True,1
10,52,True,True,1
11,51,True,True,1
12,39,True,True,1
13,51,True,True,1
14,41,True,True,1
15,36,True,True,1
16,39,True,True,1
17,48,True,True,1
18,68,True,True,1
19,47,True,True,1
20,60,True,True,1
21,50,True,True,1
22,33,True,True,1
23,59,True,True,1
24,60,True,True,1
25,55,True,True,1
26,32,True,True,1
27,55,True,True,1
28,41,True,True,1
29,62,True,True,1
30,55,True,True,1
31,72,True,True,1
32,51,True,True,1
33,47,True,True,1
34,53,True,True,1
35,65,True,True,1
36,75,True,True,1
37,35,True,True,1
38,64,True,True,1
39,48,True,True,1
40,66,True,True,1
41,46,True,True,1
42,52,True,True,1
43,42,True,True,1
44,50,True,True,1
45,58,True,True,1
46,53,True,True,1
47,37,True,True,1
48,50,True,True,1
49,52,True,True,1
50,44,True,True,1
51,67,True,True,1
52,39,True,True,1
53,55,True,True,1
54,56,True,True,1
55,57,True,True,1
56,46,True,True,1
57,41,True,True,1
58,49,True,True,1
59,39,True,True,1
60,64,True,True,1
61,57,True,True,1
62,54,True,True,1
63,54,True,True,1
64,43,True,True,1
65,61,True,True,1
66,58,True,True,1
67,72,True,True,1
68,50,True,True,1
69,52,True,True,1
70,50,True,True,1
71,68,True,True,1
72,61,True,True,1
73,32,True,True,1
74,51,True,True,1
75,50,True,True,1
76,49,True,True,1
77,63,True,True,1
78,45,True,True,1
79,61,True,True,1
80,51,True,True,1
81,72,True,True,1
82,56,True,True,1
83,32,True,True,1
84,42,True,True,1
85,53,True,True,1
86,76,True,True,1
87,61,True,True,1
88,53,True,True,1
89,52,True,True,1
90,52,True,True,1
91,46,True,True,1
92,51,True,True,1
93,52,True,True,1
94,57,True,True,1
95,49,True,True,1
96,41,True,True,1
97,41,True,True,1
98,43,True,True,1
99,45,True,True,1
100,50,True,True,1
101,51,True,True,1
102,70,True,True,1
103,62,True,True,1
104,51,True,True,1
105,52,True,True,1
106,69,True,True,1
107,58,True,True,1
108,39,True,True,1
109,64,True,True,1
110,66,True,True,1
111,54,True,True,1
112,51,True,True,1
113,52,True,True,1
114,37,True,True,1
115,49,True,True,1
116,41,True,True,1
117,35,True,True,1
118,35,True,True,1
119,36,True,True,1
