N,instance,num_type,value,comment
6,117,orig_simpl_obj,37,--none--
6,117,gsifts_status,aligned,--none--
6,117,orig_gsifts1p_time,0.011490106582641602,--none--
6,117,orig_gsifts1p_obj,34,--none--
5,67,simpl_opt_status,0,optimal
5,67,orig_simpl_time,0.0044476985931396484,--none--
5,67,orig_simpl_obj,23,--none--
5,67,gsifts_status,aligned,--none--
5,67,orig_gsifts1p_time,0.0065805912017822266,--none--
5,67,orig_gsifts1p_obj,23,--none--
5,71,simpl_opt_status,0,optimal
5,71,orig_simpl_time,0.0037584304809570312,--none--
5,71,orig_simpl_obj,20,--none--
5,71,gsifts_status,aligned,--none--
5,71,orig_gsifts1p_time,0.0058705806732177734,--none--
5,71,orig_gsifts1p_obj,20,--none--
19,1402,simpl_opt_status,0,optimal
19,1402,orig_simpl_time,0.1514573097229004,--none--
19,1402,orig_simpl_obj,2251,--none--
19,1402,gsifts_status,aligned,--none--
19,1402,orig_gsifts1p_time,6.333420515060425,--none--
19,1402,orig_gsifts1p_obj,2352,--none--
18,1366,simpl_opt_status,0,optimal
18,1366,orig_simpl_time,0.18270492553710938,--none--
18,1366,orig_simpl_obj,843,--none--
18,1366,gsifts_status,aligned,--none--
18,1366,orig_gsifts1p_time,0.7743744850158691,--none--
18,1366,orig_gsifts1p_obj,247,--none--
15,1002,simpl_opt_status,0,optimal
15,1002,orig_simpl_time,0.0808250904083252,--none--
15,1002,orig_simpl_obj,596,--none--
15,1002,gsifts_status,aligned,--none--
15,1002,orig_gsifts1p_time,0.3656625747680664,--none--
15,1002,orig_gsifts1p_obj,326,--none--
23,1819,simpl_opt_status,0,optimal
23,1819,orig_simpl_time,1.1740162372589111,--none--
23,1819,orig_simpl_obj,42743,--none--
23,1819,gsifts_status,aligned,--none--
23,1819,orig_gsifts1p_time,275.5910761356354,--none--
23,1819,orig_gsifts1p_obj,69740,--none--
11,639,simpl_opt_status,0,optimal
11,639,orig_simpl_time,0.06521224975585938,--none--
11,639,orig_simpl_obj,219,--none--
11,639,gsifts_status,aligned,--none--
11,639,orig_gsifts1p_time,0.12140154838562012,--none--
11,639,orig_gsifts1p_obj,230,--none--
19,1451,simpl_opt_status,0,optimal
19,1451,orig_simpl_time,0.3116915225982666,--none--
19,1451,orig_simpl_obj,2924,--none--
19,1451,gsifts_status,aligned,--none--
19,1451,orig_gsifts1p_time,5.500499963760376,--none--
19,1451,orig_gsifts1p_obj,2177,--none--
6,168,simpl_opt_status,0,optimal
6,168,orig_simpl_time,0.00702214241027832,--none--
6,168,orig_simpl_obj,40,--none--
6,168,gsifts_status,aligned,--none--
6,168,orig_gsifts1p_time,0.01267695426940918,--none--
6,168,orig_gsifts1p_obj,39,--none--
10,560,simpl_opt_status,0,optimal
10,560,orig_simpl_time,0.021990537643432617,--none--
10,560,orig_simpl_obj,81,--none--
10,560,gsifts_status,aligned,--none--
10,560,orig_gsifts1p_time,0.0415346622467041,--none--
10,560,orig_gsifts1p_obj,61,--none--
23,1862,simpl_opt_status,0,optimal
23,1862,orig_simpl_time,0.30258655548095703,--none--
23,1862,orig_simpl_obj,4926,--none--
23,1862,gsifts_status,aligned,--none--
23,1862,orig_gsifts1p_time,36.543583154678345,--none--
23,1862,orig_gsifts1p_obj,5922,--none--
17,1276,simpl_opt_status,0,optimal
17,1276,orig_simpl_time,0.13370752334594727,--none--
17,1276,orig_simpl_obj,2350,--none--
17,1276,gsifts_status,aligned,--none--
17,1276,orig_gsifts1p_time,3.7543880939483643,--none--
17,1276,orig_gsifts1p_obj,2102,--none--
22,1719,simpl_opt_status,0,optimal
22,1719,orig_simpl_time,0.47622227668762207,--none--
22,1719,orig_simpl_obj,3980,--none--
22,1719,gsifts_status,aligned,--none--
22,1719,orig_gsifts1p_time,21.33824396133423,--none--
22,1719,orig_gsifts1p_obj,1967,--none--
15,1076,simpl_opt_status,0,optimal
15,1076,orig_simpl_time,0.07554411888122559,--none--
15,1076,orig_simpl_obj,625,--none--
15,1076,gsifts_status,aligned,--none--
15,1076,orig_gsifts1p_time,0.722820520401001,--none--
15,1076,orig_gsifts1p_obj,619,--none--
22,1726,simpl_opt_status,0,optimal
22,1726,orig_simpl_time,0.48707127571105957,--none--
22,1726,orig_simpl_obj,4460,--none--
22,1726,gsifts_status,aligned,--none--
22,1726,orig_gsifts1p_time,63.718857288360596,--none--
22,1726,orig_gsifts1p_obj,6657,--none--
11,664,simpl_opt_status,0,optimal
11,664,orig_simpl_time,0.03503537178039551,--none--
11,664,orig_simpl_obj,72,--none--
11,664,gsifts_status,aligned,--none--
11,664,orig_gsifts1p_time,0.04215431213378906,--none--
11,664,orig_gsifts1p_obj,64,--none--
12,732,simpl_opt_status,0,optimal
12,732,orig_simpl_time,0.0459437370300293,--none--
12,732,orig_simpl_obj,195,--none--
12,732,gsifts_status,aligned,--none--
12,732,orig_gsifts1p_time,0.10551929473876953,--none--
12,732,orig_gsifts1p_obj,125,--none--
25,2039,simpl_opt_status,0,optimal
25,2039,orig_simpl_time,1.037764310836792,--none--
25,2039,orig_simpl_obj,14167,--none--
25,2039,gsifts_status,aligned,--none--
25,2039,orig_gsifts1p_time,182.81735467910767,--none--
25,2039,orig_gsifts1p_obj,12230,--none--
24,1931,simpl_opt_status,0,optimal
24,1931,orig_simpl_time,0.888007640838623,--none--
24,1931,orig_simpl_obj,26626,--none--
24,1931,gsifts_status,aligned,--none--
24,1931,orig_gsifts1p_time,357.5495038032532,--none--
24,1931,orig_gsifts1p_obj,35581,--none--
19,1490,simpl_opt_status,0,optimal
19,1490,orig_simpl_time,0.3120992183685303,--none--
19,1490,orig_simpl_obj,979,--none--
19,1490,gsifts_status,aligned,--none--
19,1490,orig_gsifts1p_time,1.5163731575012207,--none--
19,1490,orig_gsifts1p_obj,621,--none--
21,1687,simpl_opt_status,0,optimal
21,1687,orig_simpl_time,0.33425283432006836,--none--
21,1687,orig_simpl_obj,1655,--none--
21,1687,gsifts_status,aligned,--none--
21,1687,orig_gsifts1p_time,8.2848961353302,--none--
21,1687,orig_gsifts1p_obj,1621,--none--
6,155,simpl_opt_status,0,optimal
6,155,orig_simpl_time,0.007349252700805664,--none--
6,155,orig_simpl_obj,40,--none--
6,155,gsifts_status,aligned,--none--
6,155,orig_gsifts1p_time,0.05891847610473633,--none--
6,155,orig_gsifts1p_obj,39,--none--
10,572,simpl_opt_status,0,optimal
10,572,orig_simpl_time,0.025275230407714844,--none--
10,572,orig_simpl_obj,114,--none--
10,572,gsifts_status,aligned,--none--
10,572,orig_gsifts1p_time,0.05011796951293945,--none--
10,572,orig_gsifts1p_obj,107,--none--
8,366,simpl_opt_status,0,optimal
8,366,orig_simpl_time,0.013564586639404297,--none--
8,366,orig_simpl_obj,69,--none--
8,366,gsifts_status,aligned,--none--
8,366,orig_gsifts1p_time,0.027072906494140625,--none--
8,366,orig_gsifts1p_obj,62,--none--
11,686,simpl_opt_status,0,optimal
11,686,orig_simpl_time,0.030898094177246094,--none--
11,686,orig_simpl_obj,278,--none--
11,686,gsifts_status,aligned,--none--
11,686,orig_gsifts1p_time,0.13907575607299805,--none--
11,686,orig_gsifts1p_obj,269,--none--
14,943,simpl_opt_status,0,optimal
14,943,orig_simpl_time,0.09543490409851074,--none--
14,943,orig_simpl_obj,311,--none--
14,943,gsifts_status,aligned,--none--
14,943,orig_gsifts1p_time,0.18636775016784668,--none--
14,943,orig_gsifts1p_obj,230,--none--
5,39,simpl_opt_status,0,optimal
5,39,orig_simpl_time,0.0058858394622802734,--none--
5,39,orig_simpl_obj,19,--none--
5,39,gsifts_status,aligned,--none--
5,39,orig_gsifts1p_time,0.005761623382568359,--none--
5,39,orig_gsifts1p_obj,19,--none--
11,626,simpl_opt_status,0,optimal
11,626,orig_simpl_time,0.0338287353515625,--none--
11,626,orig_simpl_obj,156,--none--
11,626,gsifts_status,aligned,--none--
11,626,orig_gsifts1p_time,0.08763575553894043,--none--
11,626,orig_gsifts1p_obj,168,--none--
21,1695,simpl_opt_status,0,optimal
21,1695,orig_simpl_time,0.24520206451416016,--none--
21,1695,orig_simpl_obj,2943,--none--
21,1695,gsifts_status,aligned,--none--
21,1695,orig_gsifts1p_time,13.805043697357178,--none--
21,1695,orig_gsifts1p_obj,2936,--none--
25,2055,simpl_opt_status,0,optimal
25,2055,orig_simpl_time,0.8222134113311768,--none--
25,2055,orig_simpl_obj,22112,--none--
25,2055,gsifts_status,aligned,--none--
25,2055,orig_gsifts1p_time,1318.7642586231232,--none--
25,2055,orig_gsifts1p_obj,105276,--none--
5,8,simpl_opt_status,0,optimal
5,8,orig_simpl_time,0.005377769470214844,--none--
5,8,orig_simpl_obj,19,--none--
5,8,gsifts_status,aligned,--none--
5,8,orig_gsifts1p_time,0.0059893131256103516,--none--
5,8,orig_gsifts1p_obj,19,--none--
17,1202,simpl_opt_status,0,optimal
17,1202,orig_simpl_time,0.10845756530761719,--none--
17,1202,orig_simpl_obj,1404,--none--
17,1202,gsifts_status,aligned,--none--
17,1202,orig_gsifts1p_time,4.097073554992676,--none--
17,1202,orig_gsifts1p_obj,1404,--none--
22,1746,simpl_opt_status,0,optimal
22,1746,orig_simpl_time,0.33334922790527344,--none--
22,1746,orig_simpl_obj,11276,--none--
22,1746,gsifts_status,aligned,--none--
22,1746,orig_gsifts1p_time,139.0403130054474,--none--
22,1746,orig_gsifts1p_obj,15577,--none--
19,1448,simpl_opt_status,0,optimal
19,1448,orig_simpl_time,0.160294771194458,--none--
19,1448,orig_simpl_obj,1678,--none--
19,1448,gsifts_status,aligned,--none--
19,1448,orig_gsifts1p_time,2.3061270713806152,--none--
19,1448,orig_gsifts1p_obj,1242,--none--
11,679,simpl_opt_status,0,optimal
11,679,orig_simpl_time,0.03104090690612793,--none--
11,679,orig_simpl_obj,123,--none--
11,679,gsifts_status,aligned,--none--
11,679,orig_gsifts1p_time,0.06426429748535156,--none--
11,679,orig_gsifts1p_obj,98,--none--
6,194,simpl_opt_status,0,optimal
6,194,orig_simpl_time,0.009571552276611328,--none--
6,194,orig_simpl_obj,22,--none--
6,194,gsifts_status,aligned,--none--
6,194,orig_gsifts1p_time,0.006798267364501953,--none--
6,194,orig_gsifts1p_obj,18,--none--
18,1309,simpl_opt_status,0,optimal
18,1309,orig_simpl_time,0.14134693145751953,--none--
18,1309,orig_simpl_obj,2975,--none--
18,1309,gsifts_status,aligned,--none--
18,1309,orig_gsifts1p_time,6.891326427459717,--none--
18,1309,orig_gsifts1p_obj,3037,--none--
23,1893,simpl_opt_status,0,optimal
23,1893,orig_simpl_time,0.4165511131286621,--none--
23,1893,orig_simpl_obj,4793,--none--
23,1893,gsifts_status,aligned,--none--
23,1893,orig_gsifts1p_time,47.547277212142944,--none--
23,1893,orig_gsifts1p_obj,3423,--none--
10,588,simpl_opt_status,0,optimal
10,588,orig_simpl_time,0.07571911811828613,--none--
10,588,orig_simpl_obj,134,--none--
10,588,gsifts_status,aligned,--none--
10,588,orig_gsifts1p_time,0.058611392974853516,--none--
10,588,orig_gsifts1p_obj,110,--none--
19,1472,simpl_opt_status,0,optimal
19,1472,orig_simpl_time,0.1706383228302002,--none--
19,1472,orig_simpl_obj,3536,--none--
19,1472,gsifts_status,aligned,--none--
19,1472,orig_gsifts1p_time,6.043085098266602,--none--
19,1472,orig_gsifts1p_obj,1885,--none--
9,470,simpl_opt_status,0,optimal
9,470,orig_simpl_time,0.01795363426208496,--none--
9,470,orig_simpl_obj,134,--none--
9,470,gsifts_status,aligned,--none--
9,470,orig_gsifts1p_time,0.04428219795227051,--none--
9,470,orig_gsifts1p_obj,110,--none--
19,1482,simpl_opt_status,0,optimal
19,1482,orig_simpl_time,0.1979067325592041,--none--
19,1482,orig_simpl_obj,2539,--none--
19,1482,gsifts_status,aligned,--none--
19,1482,orig_gsifts1p_time,11.70423436164856,--none--
19,1482,orig_gsifts1p_obj,2725,--none--
7,224,simpl_opt_status,0,optimal
7,224,orig_simpl_time,0.009389638900756836,--none--
7,224,orig_simpl_obj,57,--none--
7,224,gsifts_status,aligned,--none--
7,224,orig_gsifts1p_time,0.018718719482421875,--none--
7,224,orig_gsifts1p_obj,52,--none--
7,258,simpl_opt_status,0,optimal
7,258,orig_simpl_time,0.008911848068237305,--none--
7,258,orig_simpl_obj,38,--none--
7,258,gsifts_status,aligned,--none--
7,258,orig_gsifts1p_time,0.013167142868041992,--none--
7,258,orig_gsifts1p_obj,31,--none--
8,391,simpl_opt_status,0,optimal
8,391,orig_simpl_time,0.009875059127807617,--none--
8,391,orig_simpl_obj,71,--none--
8,391,gsifts_status,aligned,--none--
8,391,orig_gsifts1p_time,0.0291595458984375,--none--
8,391,orig_gsifts1p_obj,69,--none--
17,1291,simpl_opt_status,0,optimal
17,1291,orig_simpl_time,0.14947819709777832,--none--
17,1291,orig_simpl_obj,941,--none--
17,1291,gsifts_status,aligned,--none--
17,1291,orig_gsifts1p_time,1.4329257011413574,--none--
17,1291,orig_gsifts1p_obj,809,--none--
11,604,simpl_opt_status,0,optimal
11,604,orig_simpl_time,0.04949474334716797,--none--
11,604,orig_simpl_obj,225,--none--
11,604,gsifts_status,aligned,--none--
11,604,orig_gsifts1p_time,0.09383201599121094,--none--
11,604,orig_gsifts1p_obj,172,--none--
15,1040,simpl_opt_status,0,optimal
15,1040,orig_simpl_time,0.09717226028442383,--none--
15,1040,orig_simpl_obj,615,--none--
15,1040,gsifts_status,aligned,--none--
15,1040,orig_gsifts1p_time,0.5141706466674805,--none--
15,1040,orig_gsifts1p_obj,479,--none--
22,1764,simpl_opt_status,0,optimal
22,1764,orig_simpl_time,0.32505035400390625,--none--
22,1764,orig_simpl_obj,6432,--none--
22,1764,gsifts_status,aligned,--none--
22,1764,orig_gsifts1p_time,75.9113142490387,--none--
22,1764,orig_gsifts1p_obj,6824,--none--
18,1336,simpl_opt_status,0,optimal
18,1336,orig_simpl_time,0.21627068519592285,--none--
18,1336,orig_simpl_obj,3490,--none--
18,1336,gsifts_status,aligned,--none--
18,1336,orig_gsifts1p_time,11.819457292556763,--none--
18,1336,orig_gsifts1p_obj,3862,--none--
7,296,simpl_opt_status,0,optimal
7,296,orig_simpl_time,0.008724451065063477,--none--
7,296,orig_simpl_obj,69,--none--
7,296,gsifts_status,aligned,--none--
7,296,orig_gsifts1p_time,0.024211406707763672,--none--
7,296,orig_gsifts1p_obj,69,--none--
23,1839,simpl_opt_status,0,optimal
23,1839,orig_simpl_time,0.5577952861785889,--none--
23,1839,orig_simpl_obj,13272,--none--
23,1839,gsifts_status,aligned,--none--
23,1839,orig_gsifts1p_time,179.636328458786,--none--
23,1839,orig_gsifts1p_obj,13306,--none--
15,1050,simpl_opt_status,0,optimal
15,1050,orig_simpl_time,0.0944831371307373,--none--
15,1050,orig_simpl_obj,736,--none--
15,1050,gsifts_status,aligned,--none--
15,1050,orig_gsifts1p_time,0.733241081237793,--none--
15,1050,orig_gsifts1p_obj,750,--none--
9,404,simpl_opt_status,0,optimal
9,404,orig_simpl_time,0.015575170516967773,--none--
9,404,orig_simpl_obj,111,--none--
9,404,gsifts_status,aligned,--none--
9,404,orig_gsifts1p_time,0.04091382026672363,--none--
9,404,orig_gsifts1p_obj,86,--none--
5,77,simpl_opt_status,0,optimal
5,77,orig_simpl_time,0.004849910736083984,--none--
5,77,orig_simpl_obj,24,--none--
5,77,gsifts_status,aligned,--none--
5,77,orig_gsifts1p_time,0.006288051605224609,--none--
5,77,orig_gsifts1p_obj,20,--none--
6,106,simpl_opt_status,0,optimal
6,106,orig_simpl_time,0.006640911102294922,--none--
6,106,orig_simpl_obj,42,--none--
6,106,gsifts_status,aligned,--none--
6,106,orig_gsifts1p_time,0.010970115661621094,--none--
6,106,orig_gsifts1p_obj,34,--none--
20,1599,simpl_opt_status,0,optimal
20,1599,orig_simpl_time,0.3073084354400635,--none--
20,1599,orig_simpl_obj,1429,--none--
20,1599,gsifts_status,aligned,--none--
20,1599,orig_gsifts1p_time,7.921543121337891,--none--
20,1599,orig_gsifts1p_obj,1426,--none--
9,407,simpl_opt_status,0,optimal
9,407,orig_simpl_time,0.016342878341674805,--none--
9,407,orig_simpl_obj,117,--none--
9,407,gsifts_status,aligned,--none--
9,407,orig_gsifts1p_time,0.05221104621887207,--none--
9,407,orig_gsifts1p_obj,116,--none--
18,1312,simpl_opt_status,0,optimal
18,1312,orig_simpl_time,0.11905550956726074,--none--
18,1312,orig_simpl_obj,1724,--none--
18,1312,gsifts_status,aligned,--none--
18,1312,orig_gsifts1p_time,2.9055962562561035,--none--
18,1312,orig_gsifts1p_obj,1659,--none--
24,1939,simpl_opt_status,0,optimal
24,1939,orig_simpl_time,0.5923123359680176,--none--
24,1939,orig_simpl_obj,17795,--none--
24,1939,gsifts_status,aligned,--none--
24,1939,orig_gsifts1p_time,98.39758014678955,--none--
24,1939,orig_gsifts1p_obj,17829,--none--
23,1870,simpl_opt_status,0,optimal
23,1870,orig_simpl_time,0.5581028461456299,--none--
23,1870,orig_simpl_obj,7143,--none--
23,1870,gsifts_status,aligned,--none--
23,1870,orig_gsifts1p_time,41.33664560317993,--none--
23,1870,orig_gsifts1p_obj,3424,--none--
12,771,simpl_opt_status,0,optimal
12,771,orig_simpl_time,0.03526878356933594,--none--
12,771,orig_simpl_obj,368,--none--
12,771,gsifts_status,aligned,--none--
12,771,orig_gsifts1p_time,0.22324848175048828,--none--
12,771,orig_gsifts1p_obj,374,--none--
24,1902,simpl_opt_status,0,optimal
24,1902,orig_simpl_time,0.538593053817749,--none--
24,1902,orig_simpl_obj,6237,--none--
24,1902,gsifts_status,aligned,--none--
24,1902,orig_gsifts1p_time,20.624942779541016,--none--
24,1902,orig_gsifts1p_obj,2626,--none--
15,1036,simpl_opt_status,0,optimal
15,1036,orig_simpl_time,0.08420681953430176,--none--
15,1036,orig_simpl_obj,904,--none--
15,1036,gsifts_status,aligned,--none--
15,1036,orig_gsifts1p_time,1.484084129333496,--none--
15,1036,orig_gsifts1p_obj,1032,--none--
24,1998,simpl_opt_status,0,optimal
24,1998,orig_simpl_time,0.8440427780151367,--none--
24,1998,orig_simpl_obj,33721,--none--
24,1998,gsifts_status,aligned,--none--
24,1998,orig_gsifts1p_time,712.0514435768127,--none--
24,1998,orig_gsifts1p_obj,69062,--none--
5,66,simpl_opt_status,0,optimal
5,66,orig_simpl_time,0.0046999454498291016,--none--
5,66,orig_simpl_obj,26,--none--
5,66,gsifts_status,aligned,--none--
5,66,orig_gsifts1p_time,0.00757288932800293,--none--
5,66,orig_gsifts1p_obj,25,--none--
5,7,simpl_opt_status,0,optimal
5,7,orig_simpl_time,0.0048563480377197266,--none--
5,7,orig_simpl_obj,21,--none--
5,7,gsifts_status,aligned,--none--
5,7,orig_gsifts1p_time,0.007207155227661133,--none--
5,7,orig_gsifts1p_obj,21,--none--
10,575,simpl_opt_status,0,optimal
10,575,orig_simpl_time,0.01814866065979004,--none--
10,575,orig_simpl_obj,101,--none--
10,575,gsifts_status,aligned,--none--
10,575,orig_gsifts1p_time,0.04750776290893555,--none--
10,575,orig_gsifts1p_obj,87,--none--
6,188,simpl_opt_status,0,optimal
6,188,orig_simpl_time,0.00423431396484375,--none--
6,188,orig_simpl_obj,19,--none--
6,188,gsifts_status,aligned,--none--
6,188,orig_gsifts1p_time,0.0063495635986328125,--none--
6,188,orig_gsifts1p_obj,16,--none--
18,1318,simpl_opt_status,0,optimal
18,1318,orig_simpl_time,0.23966288566589355,--none--
18,1318,orig_simpl_obj,1452,--none--
18,1318,gsifts_status,aligned,--none--
18,1318,orig_gsifts1p_time,5.385373115539551,--none--
18,1318,orig_gsifts1p_obj,1317,--none--
8,398,simpl_opt_status,0,optimal
8,398,orig_simpl_time,0.012857198715209961,--none--
8,398,orig_simpl_obj,64,--none--
8,398,gsifts_status,aligned,--none--
8,398,orig_gsifts1p_time,0.02574634552001953,--none--
8,398,orig_gsifts1p_obj,64,--none--
25,2057,simpl_opt_status,0,optimal
25,2057,orig_simpl_time,0.8077349662780762,--none--
25,2057,orig_simpl_obj,16796,--none--
25,2057,gsifts_status,aligned,--none--
25,2057,orig_gsifts1p_time,147.29784846305847,--none--
25,2057,orig_gsifts1p_obj,20807,--none--
8,326,simpl_opt_status,0,optimal
8,326,orig_simpl_time,0.011691570281982422,--none--
8,326,orig_simpl_obj,89,--none--
8,326,gsifts_status,aligned,--none--
8,326,orig_gsifts1p_time,0.03215312957763672,--none--
8,326,orig_gsifts1p_obj,89,--none--
24,1960,simpl_opt_status,0,optimal
24,1960,orig_simpl_time,1.0744390487670898,--none--
24,1960,orig_simpl_obj,46485,--none--
24,1960,gsifts_status,aligned,--none--
24,1960,orig_gsifts1p_time,756.0397109985352,--none--
24,1960,orig_gsifts1p_obj,77061,--none--
10,551,simpl_opt_status,0,optimal
10,551,orig_simpl_time,0.02480602264404297,--none--
10,551,orig_simpl_obj,62,--none--
10,551,gsifts_status,aligned,--none--
10,551,orig_gsifts1p_time,0.024254798889160156,--none--
10,551,orig_gsifts1p_obj,42,--none--
11,651,simpl_opt_status,0,optimal
11,651,orig_simpl_time,0.03402566909790039,--none--
11,651,orig_simpl_obj,95,--none--
11,651,gsifts_status,aligned,--none--
11,651,orig_gsifts1p_time,0.041933536529541016,--none--
11,651,orig_gsifts1p_obj,67,--none--
20,1549,simpl_opt_status,0,optimal
20,1549,orig_simpl_time,0.6030166149139404,--none--
20,1549,orig_simpl_obj,723,--none--
20,1549,gsifts_status,aligned,--none--
20,1549,orig_gsifts1p_time,1.1914777755737305,--none--
20,1549,orig_gsifts1p_obj,591,--none--
25,2011,simpl_opt_status,0,optimal
25,2011,orig_simpl_time,0.750131368637085,--none--
25,2011,orig_simpl_obj,12166,--none--
25,2011,gsifts_status,aligned,--none--
25,2011,orig_gsifts1p_time,495.8957450389862,--none--
25,2011,orig_gsifts1p_obj,12958,--none--
7,288,simpl_opt_status,0,optimal
7,288,orig_simpl_time,0.00918889045715332,--none--
7,288,orig_simpl_obj,33,--none--
7,288,gsifts_status,aligned,--none--
7,288,orig_gsifts1p_time,0.059499502182006836,--none--
7,288,orig_gsifts1p_obj,30,--none--
18,1383,simpl_opt_status,0,optimal
18,1383,orig_simpl_time,0.1892545223236084,--none--
18,1383,orig_simpl_obj,2168,--none--
18,1383,gsifts_status,aligned,--none--
18,1383,orig_gsifts1p_time,4.75626802444458,--none--
18,1383,orig_gsifts1p_obj,2041,--none--
9,490,simpl_opt_status,0,optimal
9,490,orig_simpl_time,0.015719175338745117,--none--
9,490,orig_simpl_obj,88,--none--
9,490,gsifts_status,aligned,--none--
9,490,orig_gsifts1p_time,0.029464006423950195,--none--
9,490,orig_gsifts1p_obj,62,--none--
24,1972,simpl_opt_status,0,optimal
24,1972,orig_simpl_time,0.9205076694488525,--none--
24,1972,orig_simpl_obj,25962,--none--
24,1972,gsifts_status,aligned,--none--
24,1972,orig_gsifts1p_time,665.7685227394104,--none--
24,1972,orig_gsifts1p_obj,100486,--none--
24,1933,simpl_opt_status,0,optimal
24,1933,orig_simpl_time,0.6791515350341797,--none--
24,1933,orig_simpl_obj,18030,--none--
24,1933,gsifts_status,aligned,--none--
24,1933,orig_gsifts1p_time,473.5370955467224,--none--
24,1933,orig_gsifts1p_obj,29213,--none--
6,167,simpl_opt_status,0,optimal
6,167,orig_simpl_time,0.00664973258972168,--none--
6,167,orig_simpl_obj,29,--none--
6,167,gsifts_status,aligned,--none--
6,167,orig_gsifts1p_time,0.009743452072143555,--none--
6,167,orig_gsifts1p_obj,25,--none--
8,388,simpl_opt_status,0,optimal
8,388,orig_simpl_time,0.014946937561035156,--none--
8,388,orig_simpl_obj,65,--none--
8,388,gsifts_status,aligned,--none--
8,388,orig_gsifts1p_time,0.02528834342956543,--none--
8,388,orig_gsifts1p_obj,63,--none--
14,938,simpl_opt_status,0,optimal
14,938,orig_simpl_time,0.05714249610900879,--none--
14,938,orig_simpl_obj,610,--none--
14,938,gsifts_status,aligned,--none--
14,938,orig_gsifts1p_time,0.5486142635345459,--none--
14,938,orig_gsifts1p_obj,570,--none--
24,1947,simpl_opt_status,0,optimal
24,1947,orig_simpl_time,0.4435596466064453,--none--
24,1947,orig_simpl_obj,8087,--none--
24,1947,gsifts_status,aligned,--none--
24,1947,orig_gsifts1p_time,182.19806218147278,--none--
24,1947,orig_gsifts1p_obj,6001,--none--
23,1801,simpl_opt_status,0,optimal
23,1801,orig_simpl_time,0.7079007625579834,--none--
23,1801,orig_simpl_obj,12977,--none--
23,1801,gsifts_status,aligned,--none--
23,1801,orig_gsifts1p_time,460.2874081134796,--none--
23,1801,orig_gsifts1p_obj,23462,--none--
12,764,simpl_opt_status,0,optimal
12,764,orig_simpl_time,0.03160977363586426,--none--
12,764,orig_simpl_obj,216,--none--
12,764,gsifts_status,aligned,--none--
12,764,orig_gsifts1p_time,0.1107172966003418,--none--
12,764,orig_gsifts1p_obj,174,--none--
7,259,simpl_opt_status,0,optimal
7,259,orig_simpl_time,0.008563041687011719,--none--
7,259,orig_simpl_obj,34,--none--
7,259,gsifts_status,aligned,--none--
7,259,orig_gsifts1p_time,0.011280536651611328,--none--
7,259,orig_gsifts1p_obj,30,--none--
23,1812,simpl_opt_status,0,optimal
23,1812,orig_simpl_time,0.694908857345581,--none--
23,1812,orig_simpl_obj,12944,--none--
23,1812,gsifts_status,aligned,--none--
23,1812,orig_gsifts1p_time,458.7539310455322,--none--
23,1812,orig_gsifts1p_obj,92818,--none--
24,1974,simpl_opt_status,0,optimal
24,1974,orig_simpl_time,0.833580732345581,--none--
24,1974,orig_simpl_obj,12388,--none--
24,1974,gsifts_status,aligned,--none--
24,1974,orig_gsifts1p_time,268.91796493530273,--none--
24,1974,orig_gsifts1p_obj,10135,--none--
11,627,simpl_opt_status,0,optimal
11,627,orig_simpl_time,0.08080196380615234,--none--
11,627,orig_simpl_obj,140,--none--
11,627,gsifts_status,aligned,--none--
11,627,orig_gsifts1p_time,0.08232378959655762,--none--
11,627,orig_gsifts1p_obj,123,--none--
7,280,simpl_opt_status,0,optimal
7,280,orig_simpl_time,0.011648178100585938,--none--
7,280,orig_simpl_obj,24,--none--
7,280,gsifts_status,aligned,--none--
7,280,orig_gsifts1p_time,0.010209083557128906,--none--
7,280,orig_gsifts1p_obj,24,--none--
17,1294,simpl_opt_status,0,optimal
17,1294,orig_simpl_time,0.17863917350769043,--none--
17,1294,orig_simpl_obj,2851,--none--
17,1294,gsifts_status,aligned,--none--
17,1294,orig_gsifts1p_time,6.467080593109131,--none--
17,1294,orig_gsifts1p_obj,3800,--none--
22,1795,simpl_opt_status,0,optimal
22,1795,orig_simpl_time,0.5322988033294678,--none--
22,1795,orig_simpl_obj,21081,--none--
22,1795,gsifts_status,aligned,--none--
22,1795,orig_gsifts1p_time,104.97995328903198,--none--
22,1795,orig_gsifts1p_obj,22830,--none--
19,1425,simpl_opt_status,0,optimal
19,1425,orig_simpl_time,0.4620499610900879,--none--
19,1425,orig_simpl_obj,4147,--none--
19,1425,gsifts_status,aligned,--none--
19,1425,orig_gsifts1p_time,30.402259349822998,--none--
19,1425,orig_gsifts1p_obj,17030,--none--
5,86,simpl_opt_status,0,optimal
5,86,orig_simpl_time,0.0028476715087890625,--none--
5,86,orig_simpl_obj,17,--none--
5,86,gsifts_status,aligned,--none--
5,86,orig_gsifts1p_time,0.005243062973022461,--none--
5,86,orig_gsifts1p_obj,15,--none--
25,2050,simpl_opt_status,0,optimal
25,2050,orig_simpl_time,0.8031513690948486,--none--
25,2050,orig_simpl_obj,8640,--none--
25,2050,gsifts_status,aligned,--none--
25,2050,orig_gsifts1p_time,146.34123253822327,--none--
25,2050,orig_gsifts1p_obj,9756,--none--
24,1927,simpl_opt_status,0,optimal
24,1927,orig_simpl_time,0.49408674240112305,--none--
24,1927,orig_simpl_obj,9903,--none--
