instance,num_type,step,LB,UB,comment
429,steplog,10,773,1249,--none--
429,steplog,20,773,1197,--none--
429,steplog,30,773,1189,--none--
429,steplog,40,773,1181,--none--
429,steplog,50,773,1181,--none--
429,steplog,60,773,1180,--none--
429,steplog,70,773,1149,--none--
429,steplog,80,773,1146,--none--
429,steplog,90,773,1144,--none--
429,steplog,100,773,1144,--none--
429,steplog,110,773,1140,--none--
429,steplog,120,773,1139,--none--
429,steplog,130,773,1139,--none--
429,steplog,140,773,1136,--none--
429,steplog,150,773,1132,--none--
429,steplog,160,773,1129,--none--
429,steplog,170,773,1128,--none--
429,steplog,180,773,1128,--none--
429,steplog,190,773,1125,--none--
429,steplog,200,773,1121,--none--
429,steplog,210,889,1120,--none--
429,steplog,220,1075,1120,--none--
429,steplog,230,1075,1120,--none--
429,steplog,240,1075,1120,--none--
429,steplog,250,1075,1120,--none--
429,steplog,260,1075,1117,--none--
429,steplog,270,1104,1116,--none--
429,steplog,280,1104,1116,--none--
429,steplog,290,1105,1112,--none--
429,steplog,300,1108,1108,--none--
429,steplog,302,1108,1108,status:optimal
429,timelog,302,0.8273160457611084,0,--none--
42,steplog,10,1096,2653,--none--
42,steplog,20,1096,2180,--none--
42,steplog,30,1096,2180,--none--
42,steplog,40,1096,2158,--none--
42,steplog,50,1262,2158,--none--
42,steplog,60,1262,2158,--none--
42,steplog,70,1262,2136,--none--
42,steplog,80,1262,2120,--none--
42,steplog,90,1262,2114,--none--
42,steplog,100,1795,2114,--none--
42,steplog,110,1974,2046,--none--
42,steplog,120,1984,2030,--none--
42,steplog,130,2024,2024,--none--
42,steplog,133,2024,2024,status:optimal
42,timelog,133,0.377516508102417,0,--none--
4300,steplog,10,536,1507,--none--
4300,steplog,20,536,1396,--none--
4300,steplog,30,536,1394,--none--
4300,steplog,40,536,1375,--none--
4300,steplog,50,536,1373,--none--
4300,steplog,60,536,1358,--none--
4300,steplog,70,736,1358,--none--
4300,steplog,80,736,1194,--none--
4300,steplog,90,736,1159,--none--
4300,steplog,100,736,1156,--none--
4300,steplog,110,1007,1156,--none--
4300,steplog,120,1113,1156,--none--
4300,steplog,130,1141,1150,--none--
4300,steplog,138,1148,1148,status:optimal
4300,timelog,138,0.39553117752075195,0,--none--
4301,steplog,10,584,1424,--none--
4301,steplog,20,584,1419,--none--
4301,steplog,30,584,1417,--none--
4301,steplog,40,683,1074,--none--
4301,steplog,50,683,1069,--none--
4301,steplog,60,683,1067,--none--
4301,steplog,70,753,930,--none--
4301,steplog,80,753,930,--none--
4301,steplog,90,753,921,--none--
4301,steplog,100,753,919,--none--
4301,steplog,110,753,919,--none--
4301,steplog,120,753,919,--none--
4301,steplog,130,753,919,--none--
4301,steplog,140,787,888,--none--
4301,steplog,150,787,881,--none--
4301,steplog,160,787,881,--none--
4301,steplog,170,806,875,--none--
4301,steplog,180,806,874,--none--
4301,steplog,190,817,873,--none--
4301,steplog,200,856,872,--none--
4301,steplog,210,871,871,--none--
4301,steplog,213,871,871,status:optimal
4301,timelog,213,0.5888376235961914,0,--none--
4302,steplog,10,462,1065,--none--
4302,steplog,20,462,1041,--none--
4302,steplog,30,462,1041,--none--
4302,steplog,40,462,1037,--none--
4302,steplog,50,462,882,--none--
4302,steplog,60,462,861,--none--
4302,steplog,70,462,857,--none--
4302,steplog,80,462,857,--none--
4302,steplog,90,462,857,--none--
4302,steplog,100,730,848,--none--
4302,steplog,110,730,848,--none--
4302,steplog,120,776,827,--none--
4302,steplog,130,776,823,--none--
4302,steplog,140,802,823,--none--
4302,steplog,150,823,823,--none--
4302,steplog,152,823,823,status:optimal
4302,timelog,152,0.4017341136932373,0,--none--
4303,steplog,10,799,3592,--none--
4303,steplog,20,799,3553,--none--
4303,steplog,30,799,3553,--none--
4303,steplog,40,799,3551,--none--
4303,steplog,50,799,3551,--none--
4303,steplog,60,799,3494,--none--
4303,steplog,70,799,3493,--none--
4303,steplog,80,799,3493,--none--
4303,steplog,90,799,3493,--none--
4303,steplog,100,799,3492,--none--
4303,steplog,110,799,3491,--none--
4303,steplog,120,1622,2490,--none--
4303,steplog,130,1622,2428,--none--
4303,steplog,140,1622,2427,--none--
4303,steplog,150,1622,2427,--none--
4303,steplog,160,1622,2427,--none--
4303,steplog,170,1622,2425,--none--
4303,steplog,180,1622,2425,--none--
4303,steplog,190,1622,2419,--none--
4303,steplog,200,1622,2419,--none--
4303,steplog,210,1622,2419,--none--
4303,steplog,220,1622,2419,--none--
4303,steplog,230,1622,2417,--none--
4303,steplog,240,1622,2417,--none--
4303,steplog,250,1622,2417,--none--
4303,steplog,260,1622,2392,--none--
4303,steplog,270,1622,2391,--none--
4303,steplog,280,1622,2391,--none--
4303,steplog,290,1622,2391,--none--
4303,steplog,300,1622,2391,--none--
4303,steplog,310,1622,2389,--none--
4303,steplog,320,1876,2366,--none--
4303,steplog,330,1876,2359,--none--
4303,steplog,340,1876,2359,--none--
4303,steplog,350,1876,2357,--none--
4303,steplog,360,1876,2300,--none--
4303,steplog,370,1876,2299,--none--
4303,steplog,380,1876,2299,--none--
4303,steplog,390,1876,2299,--none--
4303,steplog,400,1876,2299,--none--
4303,steplog,410,1876,2297,--none--
4303,steplog,420,2032,2297,--none--
4303,steplog,430,2032,2247,--none--
