0,15,True,1,1,2,2,2,2,3,5,6,8,12,14,17,11,4,0.2
1,15,True,1,2,4,6,9,12,16,17,24,27,28,36,39,16,4,0.2
2,15,True,1,2,4,6,5,3,2,2,2,2,2,3,3,4,4,0.2
3,15,True,1,2,2,4,6,6,8,7,9,10,10,11,13,11,4,0.2
4,15,True,1,1,2,3,3,5,8,7,9,10,10,15,18,12,4,0.2
5,15,True,1,1,1,1,1,1,2,4,7,9,11,15,13,10,4,0.2
6,15,True,1,1,1,1,2,3,4,4,6,9,11,11,12,10,4,0.2
7,15,True,1,1,1,1,2,2,3,5,6,6,8,12,14,10,4,0.2
8,15,True,1,2,2,2,3,5,5,9,13,16,18,22,23,12,4,0.2
9,15,True,1,1,2,3,4,3,4,4,5,7,10,17,17,10,4,0.2
10,15,True,1,2,3,4,6,8,8,9,12,14,14,15,15,12,4,0.2
11,15,True,1,2,2,2,2,3,5,7,8,8,10,12,12,10,4,0.2
0,15,True,1,1,1,1,1,1,1,1,1,1,2,3,4,4,3,0.5
1,15,True,1,1,1,1,1,2,3,4,6,7,6,8,10,10,4,0.5
2,15,True,1,2,3,4,5,5,7,10,12,16,21,26,23,14,4,0.5
3,15,True,1,2,4,5,8,8,9,13,14,16,20,24,24,13,4,0.5
4,15,True,1,1,1,2,4,5,6,9,14,13,15,17,22,12,4,0.5
5,15,True,1,2,2,3,4,4,5,7,10,10,12,12,12,9,4,0.5
6,15,True,1,2,3,5,6,8,7,7,6,8,11,13,12,9,4,0.5
7,15,True,1,2,3,5,5,8,13,19,21,30,42,43,42,16,4,0.5
8,15,True,1,1,1,2,4,4,6,6,8,7,8,13,15,11,4,0.5
9,15,True,1,1,1,1,1,1,1,2,2,2,4,3,4,5,4,0.5
10,15,True,1,2,3,5,7,11,16,21,25,23,28,30,32,14,4,0.5
11,15,True,1,1,2,3,4,5,7,7,7,10,11,13,15,11,4,0.5
0,15,True,1,2,3,3,6,9,12,17,17,24,29,30,32,14,4,0.8
1,15,True,1,2,4,5,6,6,6,8,10,15,24,28,31,15,4,0.8
2,15,True,1,1,1,1,1,1,2,3,5,6,8,10,12,11,4,0.8
3,15,True,1,1,2,3,6,8,11,12,14,14,17,20,23,14,4,0.8
4,15,True,1,1,1,1,1,1,1,2,2,3,5,6,9,8,4,0.8
5,15,True,1,2,4,5,6,8,11,12,15,20,26,30,32,13,4,0.8
6,15,True,1,2,2,4,4,5,6,9,10,11,14,16,17,13,4,0.8
7,15,True,1,1,2,2,3,4,6,8,12,13,21,30,32,14,4,0.8
8,15,True,1,2,2,2,3,4,4,6,8,11,14,16,19,11,4,0.8
9,15,True,1,1,2,2,3,4,5,5,6,6,5,7,8,9,4,0.8
10,15,True,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,0.8
11,15,True,1,1,2,3,6,7,9,14,17,17,19,20,23,13,4,0.8
0,15,True,1,1,1,2,2,3,4,4,5,7,8,9,11,11,4,0.2
1,15,True,1,2,4,6,6,6,7,11,17,18,27,31,29,14,4,0.2
2,15,True,1,1,2,3,5,7,7,10,13,16,18,21,24,16,4,0.2
3,15,True,1,1,2,3,5,9,12,16,18,19,21,30,36,16,4,0.2
4,15,True,1,2,3,4,3,4,5,6,10,14,21,29,33,13,4,0.2
5,15,True,1,2,4,8,9,14,20,29,31,34,39,46,39,15,4,0.2
6,15,True,1,1,2,3,5,5,10,9,11,14,17,24,25,12,4,0.2
7,15,True,1,1,1,2,3,2,3,5,9,15,18,17,20,14,4,0.2
8,15,True,1,2,3,5,9,13,15,21,24,32,40,55,60,16,4,0.2
9,15,True,1,2,3,3,5,5,8,11,16,19,25,24,26,13,4,0.2
10,15,True,1,1,1,2,2,2,2,2,3,5,5,4,6,6,4,0.2
11,15,True,1,1,1,2,3,4,5,6,10,13,13,15,13,9,4,0.2
0,15,True,1,2,3,4,5,8,8,13,17,21,25,30,29,11,4,0.5
1,15,True,1,2,3,5,6,9,8,8,9,12,11,16,17,11,4,0.5
2,15,True,1,1,2,2,2,2,2,2,3,5,7,8,10,8,4,0.5
3,15,True,1,1,1,1,1,1,1,1,2,3,5,8,8,7,4,0.5
4,15,True,1,1,1,2,2,4,4,4,4,6,11,10,17,11,4,0.5
5,15,True,1,1,1,2,4,6,9,11,12,18,24,31,33,15,4,0.5
6,15,True,1,1,1,2,3,3,4,7,9,12,18,20,25,14,4,0.5
7,15,True,1,1,2,4,6,10,13,15,24,29,37,37,40,16,4,0.5
8,15,True,1,1,2,3,5,6,6,8,11,14,19,22,30,14,4,0.5
