instance,num_type,step,LB,UB,comment
204,steplog,10,564,632,--none--
204,steplog,20,598,631,--none--
204,steplog,30,614,623,--none--
204,steplog,37,622,622,status:optimal
204,timelog,37,0.0914907455444336,0,--none--
205,steplog,10,692,796,--none--
205,steplog,20,721,725,--none--
205,steplog,27,725,725,status:optimal
205,timelog,27,0.06361865997314453,0,--none--
206,steplog,10,1930,1953,--none--
206,steplog,20,1949,1951,--none--
206,steplog,24,1951,1951,status:optimal
206,timelog,24,0.06086564064025879,0,--none--
207,steplog,10,1715,2252,--none--
207,steplog,20,2037,2219,--none--
207,steplog,30,2133,2202,--none--
207,steplog,40,2167,2190,--none--
207,steplog,50,2187,2190,--none--
207,steplog,52,2190,2190,status:optimal
207,timelog,52,0.13592123985290527,0,--none--
208,steplog,10,532,569,--none--
208,steplog,20,551,552,--none--
208,steplog,20,552,552,status:optimal
208,timelog,20,0.050797462463378906,0,--none--
209,steplog,10,1190,1517,--none--
209,steplog,20,1350,1451,--none--
209,steplog,30,1386,1451,--none--
209,steplog,40,1422,1451,--none--
209,steplog,50,1439,1451,--none--
209,steplog,56,1451,1451,status:optimal
209,timelog,56,0.1216127872467041,0,--none--
20,steplog,10,821,922,--none--
20,steplog,20,863,886,--none--
20,steplog,30,882,886,--none--
20,steplog,33,885,885,status:optimal
20,timelog,33,0.08038592338562012,0,--none--
210,steplog,10,1187,1327,--none--
210,steplog,20,1262,1293,--none--
210,steplog,27,1283,1283,status:optimal
210,timelog,27,0.07235860824584961,0,--none--
211,steplog,10,495,786,--none--
211,steplog,20,586,696,--none--
211,steplog,30,602,662,--none--
211,steplog,40,611,662,--none--
211,steplog,50,621,662,--none--
211,steplog,60,627,662,--none--
211,steplog,70,633,654,--none--
211,steplog,80,638,654,--none--
211,steplog,90,643,654,--none--
211,steplog,100,647,654,--none--
211,steplog,110,652,653,--none--
211,steplog,112,653,653,status:optimal
211,timelog,112,0.2973337173461914,0,--none--
212,steplog,10,1847,2275,--none--
212,steplog,20,2155,2184,--none--
212,steplog,26,2183,2183,status:optimal
212,timelog,26,0.06238389015197754,0,--none--
213,steplog,10,816,889,--none--
213,steplog,20,848,861,--none--
213,steplog,30,858,859,--none--
213,steplog,32,859,859,status:optimal
213,timelog,32,0.07626843452453613,0,--none--
214,steplog,10,341,460,--none--
214,steplog,20,417,445,--none--
214,steplog,30,430,442,--none--
214,steplog,40,436,440,--none--
214,steplog,50,437,439,--none--
214,steplog,54,439,439,status:optimal
214,timelog,54,0.12296605110168457,0,--none--
215,steplog,10,1003,1174,--none--
215,steplog,20,1122,1149,--none--
215,steplog,30,1139,1144,--none--
215,steplog,40,1142,1143,--none--
215,steplog,40,1143,1143,status:optimal
215,timelog,40,0.10396146774291992,0,--none--
216,steplog,10,685,937,--none--
216,steplog,20,742,843,--none--
216,steplog,30,778,827,--none--
216,steplog,40,810,827,--none--
216,steplog,50,814,824,--none--
216,steplog,54,818,818,status:optimal
216,timelog,54,0.13971376419067383,0,--none--
217,steplog,10,636,825,--none--
217,steplog,20,719,799,--none--
217,steplog,30,752,798,--none--
217,steplog,40,771,790,--none--
217,steplog,50,781,788,--none--
217,steplog,60,783,788,--none--
217,steplog,70,787,788,--none--
217,steplog,75,788,788,status:optimal
217,timelog,75,0.17609238624572754,0,--none--
218,steplog,10,979,1098,--none--
218,steplog,20,1007,1075,--none--
218,steplog,30,1023,1053,--none--
218,steplog,40,1031,1053,--none--
218,steplog,50,1036,1043,--none--
218,steplog,60,1039,1043,--none--
218,steplog,70,1042,1043,--none--
218,steplog,71,1043,1043,status:optimal
218,timelog,71,0.16243290901184082,0,--none--
219,steplog,10,877,945,--none--
219,steplog,20,918,929,--none--
219,steplog,26,927,927,status:optimal
219,timelog,26,0.06434512138366699,0,--none--
21,steplog,10,1382,1698,--none--
21,steplog,20,1457,1577,--none--
21,steplog,30,1511,1577,--none--
21,steplog,40,1528,1577,--none--
21,steplog,50,1545,1576,--none--
21,steplog,60,1553,1570,--none--
21,steplog,70,1558,1568,--none--
21,steplog,80,1560,1567,--none--
21,steplog,90,1563,1567,--none--
21,steplog,100,1564,1567,--none--
21,steplog,110,1566,1567,--none--
21,steplog,112,1567,1567,status:optimal
21,timelog,112,0.25253891944885254,0,--none--
220,steplog,10,1883,1996,--none--
220,steplog,19,1996,1996,status:optimal
220,timelog,19,0.05158114433288574,0,--none--
221,steplog,10,852,1028,--none--
221,steplog,20,992,1018,--none--
221,steplog,26,1018,1018,status:optimal
221,timelog,26,0.06342196464538574,0,--none--
222,steplog,10,522,617,--none--
222,steplog,20,606,612,--none--
222,steplog,25,611,611,status:optimal
222,timelog,25,0.05795764923095703,0,--none--
223,steplog,10,2483,2665,--none--
223,steplog,20,2610,2655,--none--
223,steplog,30,2635,2655,--none--
223,steplog,40,2647,2655,--none--
223,steplog,50,2650,2651,--none--
223,steplog,50,2651,2651,status:optimal
223,timelog,50,0.11039519309997559,0,--none--
224,steplog,10,1336,1384,--none--
224,steplog,16,1369,1369,status:optimal
224,timelog,16,0.04635930061340332,0,--none--
225,steplog,10,881,1054,--none--
225,steplog,20,982,992,--none--
225,steplog,24,989,989,status:optimal
225,timelog,24,0.05898332595825195,0,--none--
226,steplog,10,1056,1448,--none--
226,steplog,20,1326,1408,--none--
226,steplog,30,1388,1404,--none--
226,steplog,36,1404,1404,status:optimal
226,timelog,36,0.08573532104492188,0,--none--
227,steplog,10,945,1046,--none--
227,steplog,20,1000,1041,--none--
227,steplog,30,1012,1028,--none--
227,steplog,36,1027,1027,status:optimal
227,timelog,36,0.09025955200195312,0,--none--
228,steplog,10,2256,2454,--none--
228,steplog,20,2435,2443,--none--
228,steplog,27,2443,2443,status:optimal
228,timelog,27,0.062268733978271484,0,--none--
229,steplog,10,3714,3748,--none--
229,steplog,20,3747,3748,--none--
229,steplog,20,3748,3748,status:optimal
229,timelog,20,0.05307626724243164,0,--none--
22,steplog,10,750,816,--none--
22,steplog,20,778,799,--none--
22,steplog,30,797,797,--none--
22,steplog,30,797,797,status:optimal
22,timelog,30,0.06975841522216797,0,--none--
230,steplog,10,659,795,--none--
230,steplog,20,725,791,--none--
230,steplog,30,764,785,--none--
230,steplog,40,770,773,--none--
230,steplog,50,772,773,--none--
230,steplog,51,772,772,status:optimal
230,timelog,51,0.1159820556640625,0,--none--
231,steplog,10,689,728,--none--
231,steplog,17,708,708,status:optimal
231,timelog,17,0.04225635528564453,0,--none--
232,steplog,10,1366,1419,--none--
232,steplog,17,1404,1404,status:optimal
232,timelog,17,0.0445864200592041,0,--none--
233,steplog,10,655,670,--none--
233,steplog,17,667,667,status:optimal
233,timelog,17,0.045891761779785156,0,--none--
234,steplog,10,468,633,--none--
234,steplog,20,556,608,--none--
234,steplog,30,581,606,--none--
234,steplog,40,594,595,--none--
234,steplog,40,595,595,status:optimal
234,timelog,40,0.10789704322814941,0,--none--
235,steplog,10,1829,1886,--none--
235,steplog,17,1866,1866,status:optimal
235,timelog,17,0.043106794357299805,0,--none--
236,steplog,10,1863,2032,--none--
236,steplog,20,1923,1980,--none--
236,steplog,30,1962,1980,--none--
236,steplog,40,1979,1980,--none--
236,steplog,40,1980,1980,status:optimal
236,timelog,40,0.11798977851867676,0,--none--
237,steplog,10,1170,1194,--none--
237,steplog,20,1190,1193,--none--
237,steplog,23,1193,1193,status:optimal
237,timelog,23,0.05845189094543457,0,--none--
238,steplog,10,1135,1393,--none--
238,steplog,20,1248,1320,--none--
238,steplog,30,1288,1308,--none--
238,steplog,40,1303,1308,--none--
238,steplog,47,1308,1308,status:optimal
238,timelog,47,0.11103320121765137,0,--none--
239,steplog,10,1416,1882,--none--
239,steplog,20,1648,1773,--none--
239,steplog,30,1696,1773,--none--
239,steplog,40,1739,1773,--none--
239,steplog,50,1768,1769,--none--
239,steplog,52,1769,1769,status:optimal
239,timelog,52,0.13202190399169922,0,--none--
23,steplog,10,3152,3537,--none--
23,steplog,20,3373,3501,--none--
23,steplog,30,3449,3473,--none--
23,steplog,40,3471,3473,--none--
23,steplog,40,3473,3473,status:optimal
23,timelog,40,0.09889078140258789,0,--none--
240,steplog,10,574,721,--none--
240,steplog,20,675,713,--none--
240,steplog,30,693,708,--none--
240,steplog,40,703,708,--none--
240,steplog,47,707,707,status:optimal
240,timelog,47,0.12127923965454102,0,--none--
241,steplog,10,770,887,--none--
241,steplog,20,852,886,--none--
241,steplog,30,871,879,--none--
241,steplog,31,875,875,status:optimal
241,timelog,31,0.0810394287109375,0,--none--
242,steplog,10,2870,3334,--none--
242,steplog,20,3245,3299,--none--
