instance,inversions,reducedA,reducedB,gen_trial
1,57,True,True,1
2,55,True,True,1
3,55,True,True,1
4,57,True,True,1
5,58,True,True,1
6,57,True,True,1
7,59,True,True,1
8,56,True,True,1
9,51,True,True,1
10,56,True,True,1
11,55,True,True,1
12,49,True,True,1
13,59,True,True,1
14,52,True,True,1
15,37,True,True,1
16,39,True,True,1
17,48,True,True,1
18,43,True,True,1
19,48,True,True,1
20,65,True,True,1
21,45,True,True,1
22,47,True,True,1
23,49,True,True,1
24,73,True,True,1
25,33,True,True,1
26,61,True,True,1
27,39,True,True,1
28,54,True,True,1
29,48,True,True,1
30,44,True,True,1
31,57,True,True,1
32,49,True,True,1
33,51,True,True,1
34,54,True,True,1
35,64,True,True,1
36,52,True,True,1
37,51,True,True,1
38,60,True,True,1
39,62,True,True,1
40,66,True,True,1
41,79,True,True,1
42,69,True,True,1
43,51,True,True,1
44,52,True,True,1
45,44,True,True,1
46,50,True,True,1
47,62,True,True,1
48,49,True,True,1
49,27,True,True,1
50,60,True,True,1
51,69,True,True,1
52,62,True,True,1
53,50,True,True,1
54,51,True,True,1
55,45,True,True,1
56,37,True,True,1
57,45,True,True,1
58,46,True,True,1
59,48,True,True,1
60,65,True,True,1
61,40,True,True,1
62,61,True,True,1
63,46,True,True,1
64,44,True,True,1
65,50,True,True,1
66,34,True,True,1
67,61,True,True,1
68,48,True,True,1
69,52,True,True,1
70,51,True,True,1
71,40,True,True,1
72,50,True,True,1
73,68,True,True,1
74,66,True,True,1
75,32,True,True,1
76,50,True,True,1
77,60,True,True,1
78,50,True,True,1
79,33,True,True,1
80,59,True,True,1
81,61,True,True,1
82,48,True,True,1
83,41,True,True,1
84,31,True,True,1
85,59,True,True,1
86,53,True,True,1
87,45,True,True,1
88,54,True,True,1
89,51,True,True,1
90,53,True,True,1
91,71,True,True,1
92,56,True,True,1
93,52,True,True,1
94,59,True,True,1
95,53,True,True,1
96,46,True,True,1
97,60,True,True,1
98,47,True,True,1
99,35,True,True,1
100,48,True,True,1
101,64,True,True,1
102,38,True,True,1
103,44,True,True,1
104,68,True,True,1
105,43,True,True,1
106,39,True,True,1
107,31,True,True,1
108,37,True,True,1
109,40,True,True,1
110,63,True,True,1
111,56,True,True,1
112,51,True,True,1
113,47,True,True,1
114,60,True,True,1
115,51,True,True,1
116,43,True,True,1
117,52,True,True,1
118,35,True,True,1
119,42,True,True,1
120,41,True,True,1
121,37,True,True,1
122,45,True,True,1
123,58,True,True,1
124,71,True,True,1
125,63,True,True,1
126,47,True,True,1
127,41,True,True,1
128,52,True,True,1
129,54,True,True,1
130,41,True,True,1
131,50,True,True,1
132,62,True,True,1
133,51,True,True,1
134,49,True,True,1
135,53,True,True,1
136,51,True,True,1
137,45,True,True,1
138,35,True,True,1
139,46,True,True,1
140,58,True,True,1
141,31,True,True,1
142,58,True,True,1
143,61,True,True,1
144,54,True,True,1
145,61,True,True,1
146,52,True,True,1
147,59,True,True,1
148,45,True,True,1
149,60,True,True,1
150,42,True,True,1
151,56,True,True,1
152,22,True,True,1
153,57,True,True,1
154,51,True,True,1
155,54,True,True,1
156,57,True,True,1
157,67,True,True,1
158,72,True,True,1
159,52,True,True,1
160,62,True,True,1
161,68,True,True,1
162,67,True,True,1
163,57,True,True,1
164,60,True,True,1
165,68,True,True,1
166,43,True,True,1
167,52,True,True,1
168,45,True,True,1
169,54,True,True,1
170,38,True,True,1
171,69,True,True,1
172,51,True,True,1
173,55,True,True,1
174,53,True,True,1
175,53,True,True,1
176,67,True,True,1
177,42,True,True,1
178,69,True,True,1
179,43,True,True,1
180,52,True,True,1
181,58,True,True,1
182,50,True,True,1
183,32,True,True,1
184,30,True,True,1
185,49,True,True,1
186,46,True,True,1
187,29,True,True,1
188,54,True,True,1
189,70,True,True,1
190,48,True,True,1
191,40,True,True,1
192,54,True,True,1
193,68,True,True,1
194,55,True,True,1
195,61,True,True,1
196,64,True,True,1
197,46,True,True,1
198,57,True,True,1
199,60,True,True,1
200,53,True,True,1
201,57,True,True,1
202,46,True,True,1
203,61,True,True,1
204,68,True,True,1
205,48,True,True,1
206,55,True,True,1
207,66,True,True,1
208,53,True,True,1
209,56,True,True,1
210,43,True,True,1
211,59,True,True,1
212,39,True,True,1
213,65,True,True,1
214,63,True,True,1
215,57,True,True,1
216,62,True,True,1
217,39,True,True,1
218,74,True,True,1
219,60,True,True,1
220,54,True,True,1
221,61,True,True,1
222,43,True,True,1
223,67,True,True,1
224,47,True,True,1
225,33,True,True,1
226,64,True,True,1
227,49,True,True,1
228,67,True,True,1
229,65,True,True,1
230,69,True,True,1
231,51,True,True,1
232,43,True,True,1
233,54,True,True,1
234,69,True,True,1
235,52,True,True,1
236,42,True,True,1
237,51,True,True,1
238,44,True,True,1
239,46,True,True,1
240,51,True,True,1
241,57,True,True,1
242,40,True,True,1
243,29,True,True,1
244,36,True,True,1
245,68,True,True,1
246,48,True,True,1
247,49,True,True,1
248,23,True,True,1
249,46,True,True,1
250,40,True,True,1
251,56,True,True,1
252,42,True,True,1
253,32,True,True,1
254,44,True,True,1
255,34,True,True,1
256,31,True,True,1
257,44,True,True,1
258,51,True,True,1
259,61,True,True,1
260,50,True,True,1
261,66,True,True,1
262,42,True,True,1
263,53,True,True,1
264,57,True,True,1
265,58,True,True,1
266,52,True,True,1
267,52,True,True,1
268,57,True,True,1
269,60,True,True,1
270,38,True,True,1
271,52,True,True,1
272,44,True,True,1
273,49,True,True,1
274,59,True,True,1
275,47,True,True,1
276,49,True,True,1
277,46,True,True,1
278,54,True,True,1
279,38,True,True,1
280,34,True,True,1
281,48,True,True,1
282,52,True,True,1
283,57,True,True,1
284,64,True,True,1
285,72,True,True,1
286,47,True,True,1
287,67,True,True,1
288,37,True,True,1
289,47,True,True,1
290,40,True,True,1
291,54,True,True,1
292,62,True,True,1
293,55,True,True,1
294,73,True,True,1
295,60,True,True,1
296,59,True,True,1
297,59,True,True,1
298,66,True,True,1
299,52,True,True,1
300,39,True,True,1
301,45,True,True,1
302,50,True,True,1
303,53,True,True,1
304,74,True,True,1
305,69,True,True,1
