5-0,orig_simpl_nat_obj,328,--none--
5-0,orig_minAB_nat_obj,328,--none--
5-0,orig_5random_nat_obj,378,--none--
5-0,orig_gsifts1p_nat_obj,240,--none--
5-0,orig_simpl_rnd_obj,544,--none--
5-0,orig_minAB_rnd_obj,367,--none--
5-0,orig_5random_rnd_obj,376,--none--
5-0,orig_gsifts1p_rnd_obj,270,--none--
5-0,orig_simpl_ctl_obj,2410,--none--
5-0,orig_minAB_ctl_obj,2412,--none--
5-0,orig_5random_ctl_obj,5388,--none--
5-0,orig_gsifts1p_ctl_obj,2161,--none--
5-1,orig_simpl_nat_obj,233,--none--
5-1,orig_minAB_nat_obj,218,--none--
5-1,orig_5random_nat_obj,287,--none--
5-1,orig_gsifts1p_nat_obj,165,--none--
5-1,orig_simpl_rnd_obj,302,--none--
5-1,orig_minAB_rnd_obj,254,--none--
5-1,orig_5random_rnd_obj,261,--none--
5-1,orig_gsifts1p_rnd_obj,136,--none--
5-1,orig_simpl_ctl_obj,7895,--none--
5-1,orig_minAB_ctl_obj,6023,--none--
5-1,orig_5random_ctl_obj,9627,--none--
5-1,orig_gsifts1p_ctl_obj,3561,--none--
5-2,orig_simpl_nat_obj,247,--none--
5-2,orig_minAB_nat_obj,230,--none--
5-2,orig_5random_nat_obj,294,--none--
5-2,orig_gsifts1p_nat_obj,197,--none--
5-2,orig_simpl_rnd_obj,424,--none--
5-2,orig_minAB_rnd_obj,297,--none--
5-2,orig_5random_rnd_obj,319,--none--
5-2,orig_gsifts1p_rnd_obj,215,--none--
5-2,orig_simpl_ctl_obj,3046,--none--
5-2,orig_minAB_ctl_obj,3461,--none--
5-2,orig_5random_ctl_obj,5520,--none--
5-2,orig_gsifts1p_ctl_obj,2433,--none--
5-3,orig_simpl_nat_obj,227,--none--
5-3,orig_minAB_nat_obj,246,--none--
5-3,orig_5random_nat_obj,315,--none--
5-3,orig_gsifts1p_nat_obj,174,--none--
5-3,orig_simpl_rnd_obj,477,--none--
5-3,orig_minAB_rnd_obj,295,--none--
5-3,orig_5random_rnd_obj,286,--none--
5-3,orig_gsifts1p_rnd_obj,200,--none--
5-3,orig_simpl_ctl_obj,11235,--none--
5-3,orig_minAB_ctl_obj,12421,--none--
5-3,orig_5random_ctl_obj,12369,--none--
5-3,orig_gsifts1p_ctl_obj,11046,--none--
5-4,orig_simpl_nat_obj,437,--none--
5-4,orig_minAB_nat_obj,385,--none--
5-4,orig_5random_nat_obj,341,--none--
5-4,orig_gsifts1p_nat_obj,339,--none--
5-4,orig_simpl_rnd_obj,493,--none--
5-4,orig_minAB_rnd_obj,390,--none--
5-4,orig_5random_rnd_obj,380,--none--
5-4,orig_gsifts1p_rnd_obj,318,--none--
5-4,orig_simpl_ctl_obj,6368,--none--
5-4,orig_minAB_ctl_obj,10416,--none--
5-4,orig_5random_ctl_obj,8678,--none--
5-4,orig_gsifts1p_ctl_obj,5235,--none--
5-5,orig_simpl_nat_obj,107,--none--
5-5,orig_minAB_nat_obj,107,--none--
5-5,orig_5random_nat_obj,113,--none--
5-5,orig_gsifts1p_nat_obj,96,--none--
5-5,orig_simpl_rnd_obj,111,--none--
5-5,orig_minAB_rnd_obj,123,--none--
5-5,orig_5random_rnd_obj,111,--none--
5-5,orig_gsifts1p_rnd_obj,86,--none--
5-5,orig_simpl_ctl_obj,5943,--none--
5-5,orig_minAB_ctl_obj,14402,--none--
5-5,orig_5random_ctl_obj,9298,--none--
5-5,orig_gsifts1p_ctl_obj,5944,--none--
5-6,orig_simpl_nat_obj,114,--none--
5-6,orig_minAB_nat_obj,102,--none--
5-6,orig_5random_nat_obj,120,--none--
5-6,orig_gsifts1p_nat_obj,89,--none--
5-6,orig_simpl_rnd_obj,143,--none--
5-6,orig_minAB_rnd_obj,155,--none--
5-6,orig_5random_rnd_obj,130,--none--
5-6,orig_gsifts1p_rnd_obj,102,--none--
5-6,orig_simpl_ctl_obj,2739,--none--
5-6,orig_minAB_ctl_obj,2768,--none--
5-6,orig_5random_ctl_obj,7873,--none--
5-6,orig_gsifts1p_ctl_obj,1748,--none--
5-7,orig_simpl_nat_obj,272,--none--
5-7,orig_minAB_nat_obj,224,--none--
5-7,orig_5random_nat_obj,290,--none--
5-7,orig_gsifts1p_nat_obj,189,--none--
5-7,orig_simpl_rnd_obj,265,--none--
5-7,orig_minAB_rnd_obj,203,--none--
5-7,orig_5random_rnd_obj,377,--none--
5-7,orig_gsifts1p_rnd_obj,181,--none--
5-7,orig_simpl_ctl_obj,6875,--none--
5-7,orig_minAB_ctl_obj,10006,--none--
5-7,orig_5random_ctl_obj,13297,--none--
5-7,orig_gsifts1p_ctl_obj,6849,--none--
5-8,orig_simpl_nat_obj,393,--none--
5-8,orig_minAB_nat_obj,279,--none--
5-8,orig_5random_nat_obj,511,--none--
5-8,orig_gsifts1p_nat_obj,261,--none--
5-8,orig_simpl_rnd_obj,522,--none--
5-8,orig_minAB_rnd_obj,390,--none--
5-8,orig_5random_rnd_obj,342,--none--
5-8,orig_gsifts1p_rnd_obj,324,--none--
5-8,orig_simpl_ctl_obj,5064,--none--
5-8,orig_minAB_ctl_obj,3908,--none--
5-8,orig_5random_ctl_obj,10129,--none--
5-8,orig_gsifts1p_ctl_obj,2894,--none--
5-9,orig_simpl_nat_obj,107,--none--
5-9,orig_minAB_nat_obj,78,--none--
5-9,orig_5random_nat_obj,132,--none--
5-9,orig_gsifts1p_nat_obj,77,--none--
5-9,orig_simpl_rnd_obj,190,--none--
5-9,orig_minAB_rnd_obj,118,--none--
5-9,orig_5random_rnd_obj,130,--none--
5-9,orig_gsifts1p_rnd_obj,88,--none--
5-9,orig_simpl_ctl_obj,6464,--none--
5-9,orig_minAB_ctl_obj,7899,--none--
5-9,orig_5random_ctl_obj,12380,--none--
5-9,orig_gsifts1p_ctl_obj,6799,--none--
5-10,orig_simpl_nat_obj,172,--none--
5-10,orig_minAB_nat_obj,127,--none--
5-10,orig_5random_nat_obj,158,--none--
5-10,orig_gsifts1p_nat_obj,144,--none--
5-10,orig_simpl_rnd_obj,157,--none--
5-10,orig_minAB_rnd_obj,113,--none--
5-10,orig_5random_rnd_obj,124,--none--
5-10,orig_gsifts1p_rnd_obj,162,--none--
5-10,orig_simpl_ctl_obj,9373,--none--
5-10,orig_minAB_ctl_obj,9831,--none--
5-10,orig_5random_ctl_obj,13364,--none--
5-10,orig_gsifts1p_ctl_obj,9362,--none--
5-11,orig_simpl_nat_obj,222,--none--
5-11,orig_minAB_nat_obj,177,--none--
5-11,orig_5random_nat_obj,195,--none--
5-11,orig_gsifts1p_nat_obj,174,--none--
5-11,orig_simpl_rnd_obj,256,--none--
5-11,orig_minAB_rnd_obj,176,--none--
5-11,orig_5random_rnd_obj,197,--none--
5-11,orig_gsifts1p_rnd_obj,182,--none--
5-11,orig_simpl_ctl_obj,6320,--none--
5-11,orig_minAB_ctl_obj,6242,--none--
5-11,orig_5random_ctl_obj,7767,--none--
5-11,orig_gsifts1p_ctl_obj,5182,--none--
5-12,orig_simpl_nat_obj,143,--none--
5-12,orig_minAB_nat_obj,123,--none--
5-12,orig_5random_nat_obj,150,--none--
5-12,orig_gsifts1p_nat_obj,99,--none--
5-12,orig_simpl_rnd_obj,156,--none--
5-12,orig_minAB_rnd_obj,123,--none--
5-12,orig_5random_rnd_obj,142,--none--
5-12,orig_gsifts1p_rnd_obj,99,--none--
5-12,orig_simpl_ctl_obj,3753,--none--
5-12,orig_minAB_ctl_obj,5037,--none--
5-12,orig_5random_ctl_obj,7761,--none--
5-12,orig_gsifts1p_ctl_obj,3546,--none--
5-13,orig_simpl_nat_obj,218,--none--
5-13,orig_minAB_nat_obj,208,--none--
5-13,orig_5random_nat_obj,370,--none--
5-13,orig_gsifts1p_nat_obj,203,--none--
5-13,orig_simpl_rnd_obj,304,--none--
5-13,orig_minAB_rnd_obj,326,--none--
5-13,orig_5random_rnd_obj,333,--none--
5-13,orig_gsifts1p_rnd_obj,184,--none--
5-13,orig_simpl_ctl_obj,1788,--none--
5-13,orig_minAB_ctl_obj,970,--none--
5-13,orig_5random_ctl_obj,1061,--none--
5-13,orig_gsifts1p_ctl_obj,622,--none--
5-14,orig_simpl_nat_obj,180,--none--
5-14,orig_minAB_nat_obj,165,--none--
5-14,orig_5random_nat_obj,500,--none--
5-14,orig_gsifts1p_nat_obj,170,--none--
5-14,orig_simpl_rnd_obj,305,--none--
5-14,orig_minAB_rnd_obj,276,--none--
5-14,orig_5random_rnd_obj,393,--none--
5-14,orig_gsifts1p_rnd_obj,166,--none--
5-14,orig_simpl_ctl_obj,14483,--none--
5-14,orig_minAB_ctl_obj,14395,--none--
5-14,orig_5random_ctl_obj,14502,--none--
5-14,orig_gsifts1p_ctl_obj,14393,--none--
5-15,orig_simpl_nat_obj,71,--none--
5-15,orig_minAB_nat_obj,73,--none--
5-15,orig_5random_nat_obj,83,--none--
5-15,orig_gsifts1p_nat_obj,71,--none--
5-15,orig_simpl_rnd_obj,102,--none--
5-15,orig_minAB_rnd_obj,79,--none--
5-15,orig_5random_rnd_obj,75,--none--
5-15,orig_gsifts1p_rnd_obj,59,--none--
5-15,orig_simpl_ctl_obj,3703,--none--
5-15,orig_minAB_ctl_obj,1678,--none--
5-15,orig_5random_ctl_obj,6892,--none--
5-15,orig_gsifts1p_ctl_obj,1116,--none--
5-16,orig_simpl_nat_obj,139,--none--
5-16,orig_minAB_nat_obj,124,--none--
5-16,orig_5random_nat_obj,240,--none--
5-16,orig_gsifts1p_nat_obj,123,--none--
5-16,orig_simpl_rnd_obj,359,--none--
5-16,orig_minAB_rnd_obj,241,--none--
5-16,orig_5random_rnd_obj,245,--none--
5-16,orig_gsifts1p_rnd_obj,116,--none--
5-16,orig_simpl_ctl_obj,5284,--none--
5-16,orig_minAB_ctl_obj,6097,--none--
5-16,orig_5random_ctl_obj,15537,--none--
5-16,orig_gsifts1p_ctl_obj,5175,--none--
5-17,orig_simpl_nat_obj,176,--none--
5-17,orig_minAB_nat_obj,185,--none--
5-17,orig_5random_nat_obj,267,--none--
5-17,orig_gsifts1p_nat_obj,148,--none--
5-17,orig_simpl_rnd_obj,387,--none--
5-17,orig_minAB_rnd_obj,264,--none--
5-17,orig_5random_rnd_obj,292,--none--
5-17,orig_gsifts1p_rnd_obj,218,--none--
5-17,orig_simpl_ctl_obj,3972,--none--
5-17,orig_minAB_ctl_obj,3163,--none--
5-17,orig_5random_ctl_obj,5962,--none--
5-17,orig_gsifts1p_ctl_obj,3957,--none--
5-18,orig_simpl_nat_obj,166,--none--
5-18,orig_minAB_nat_obj,154,--none--
5-18,orig_5random_nat_obj,260,--none--
5-18,orig_gsifts1p_nat_obj,153,--none--
5-18,orig_simpl_rnd_obj,314,--none--
5-18,orig_minAB_rnd_obj,294,--none--
5-18,orig_5random_rnd_obj,292,--none--
5-18,orig_gsifts1p_rnd_obj,155,--none--
5-18,orig_simpl_ctl_obj,5049,--none--
5-18,orig_minAB_ctl_obj,4253,--none--
5-18,orig_5random_ctl_obj,13868,--none--
5-18,orig_gsifts1p_ctl_obj,3772,--none--
5-19,orig_simpl_nat_obj,140,--none--
5-19,orig_minAB_nat_obj,126,--none--
5-19,orig_5random_nat_obj,165,--none--
5-19,orig_gsifts1p_nat_obj,101,--none--
5-19,orig_simpl_rnd_obj,242,--none--
5-19,orig_minAB_rnd_obj,166,--none--
5-19,orig_5random_rnd_obj,132,--none--
5-19,orig_gsifts1p_rnd_obj,105,--none--
5-19,orig_simpl_ctl_obj,10667,--none--
5-19,orig_minAB_ctl_obj,10171,--none--
5-19,orig_5random_ctl_obj,15631,--none--
5-19,orig_gsifts1p_ctl_obj,10667,--none--
5-20,orig_simpl_nat_obj,91,--none--
5-20,orig_minAB_nat_obj,91,--none--
5-20,orig_5random_nat_obj,86,--none--
5-20,orig_gsifts1p_nat_obj,89,--none--
5-20,orig_simpl_rnd_obj,108,--none--
5-20,orig_minAB_rnd_obj,83,--none--
5-20,orig_5random_rnd_obj,89,--none--
5-20,orig_gsifts1p_rnd_obj,88,--none--
5-20,orig_simpl_ctl_obj,7653,--none--
5-20,orig_minAB_ctl_obj,3753,--none--
5-20,orig_5random_ctl_obj,7943,--none--
5-20,orig_gsifts1p_ctl_obj,2757,--none--
5-21,orig_simpl_nat_obj,124,--none--
5-21,orig_minAB_nat_obj,119,--none--
5-21,orig_5random_nat_obj,168,--none--
5-21,orig_gsifts1p_nat_obj,109,--none--
5-21,orig_simpl_rnd_obj,303,--none--
5-21,orig_minAB_rnd_obj,217,--none--
5-21,orig_5random_rnd_obj,192,--none--
5-21,orig_gsifts1p_rnd_obj,111,--none--
5-21,orig_simpl_ctl_obj,4081,--none--
5-21,orig_minAB_ctl_obj,2518,--none--
5-21,orig_5random_ctl_obj,6924,--none--
5-21,orig_gsifts1p_ctl_obj,1722,--none--
5-22,orig_simpl_nat_obj,143,--none--
5-22,orig_minAB_nat_obj,135,--none--
5-22,orig_5random_nat_obj,186,--none--
5-22,orig_gsifts1p_nat_obj,126,--none--
5-22,orig_simpl_rnd_obj,254,--none--
5-22,orig_minAB_rnd_obj,203,--none--
5-22,orig_5random_rnd_obj,194,--none--
5-22,orig_gsifts1p_rnd_obj,130,--none--
5-22,orig_simpl_ctl_obj,7360,--none--
5-22,orig_minAB_ctl_obj,5098,--none--
5-22,orig_5random_ctl_obj,10271,--none--
5-22,orig_gsifts1p_ctl_obj,4607,--none--
5-23,orig_simpl_nat_obj,75,--none--
5-23,orig_minAB_nat_obj,70,--none--
5-23,orig_5random_nat_obj,86,--none--
5-23,orig_gsifts1p_nat_obj,72,--none--
5-23,orig_simpl_rnd_obj,87,--none--
5-23,orig_minAB_rnd_obj,78,--none--
5-23,orig_5random_rnd_obj,89,--none--
5-23,orig_gsifts1p_rnd_obj,71,--none--
5-23,orig_simpl_ctl_obj,7890,--none--
5-23,orig_minAB_ctl_obj,12828,--none--
5-23,orig_5random_ctl_obj,16266,--none--
5-23,orig_gsifts1p_ctl_obj,7862,--none--
5-24,orig_simpl_nat_obj,307,--none--
5-24,orig_minAB_nat_obj,292,--none--
5-24,orig_5random_nat_obj,296,--none--
5-24,orig_gsifts1p_nat_obj,222,--none--
5-24,orig_simpl_rnd_obj,385,--none--
5-24,orig_minAB_rnd_obj,381,--none--
5-24,orig_5random_rnd_obj,278,--none--
5-24,orig_gsifts1p_rnd_obj,176,--none--
5-24,orig_simpl_ctl_obj,4113,--none--
5-24,orig_minAB_ctl_obj,4506,--none--
5-24,orig_5random_ctl_obj,9939,--none--
5-24,orig_gsifts1p_ctl_obj,4277,--none--
5-25,orig_simpl_nat_obj,334,--none--
5-25,orig_minAB_nat_obj,324,--none--
