instance,num_type,step,LB,UB,comment
484,steplog,10,282,727,--none--
484,steplog,20,324,589,--none--
484,steplog,30,324,589,--none--
484,steplog,40,324,579,--none--
484,steplog,50,324,579,--none--
484,steplog,60,324,579,--none--
484,steplog,70,324,579,--none--
484,steplog,80,324,579,--none--
484,steplog,90,324,579,--none--
484,steplog,100,324,579,--none--
484,steplog,110,324,579,--none--
484,steplog,120,324,579,--none--
484,steplog,130,324,579,--none--
484,steplog,140,324,579,--none--
484,steplog,150,401,536,--none--
484,steplog,160,401,496,--none--
484,steplog,170,401,496,--none--
484,steplog,180,401,496,--none--
484,steplog,190,401,496,--none--
484,steplog,200,401,496,--none--
484,steplog,210,401,496,--none--
484,steplog,220,401,496,--none--
484,steplog,230,401,496,--none--
484,steplog,240,439,496,--none--
484,steplog,250,439,489,--none--
484,steplog,260,439,489,--none--
484,steplog,270,439,489,--none--
484,steplog,280,439,487,--none--
484,steplog,290,454,487,--none--
484,steplog,300,471,487,--none--
484,steplog,310,487,487,--none--
484,steplog,313,487,487,status:optimal
484,timelog,313,0.912177324295044,0,--none--
4850,steplog,10,222,1237,--none--
4850,steplog,20,222,1236,--none--
4850,steplog,30,222,1222,--none--
4850,steplog,40,361,646,--none--
4850,steplog,50,361,646,--none--
4850,steplog,60,361,597,--none--
4850,steplog,70,361,597,--none--
4850,steplog,80,361,582,--none--
4850,steplog,90,361,582,--none--
4850,steplog,100,361,576,--none--
4850,steplog,110,361,574,--none--
4850,steplog,120,444,558,--none--
4850,steplog,130,444,555,--none--
4850,steplog,140,444,531,--none--
4850,steplog,150,444,527,--none--
4850,steplog,160,444,527,--none--
4850,steplog,170,444,527,--none--
4850,steplog,180,444,527,--none--
4850,steplog,190,444,519,--none--
4850,steplog,200,444,515,--none--
4850,steplog,210,444,515,--none--
4850,steplog,220,444,515,--none--
4850,steplog,230,466,515,--none--
4850,steplog,240,466,509,--none--
4850,steplog,250,466,507,--none--
4850,steplog,260,478,503,--none--
4850,steplog,270,485,501,--none--
4850,steplog,280,499,499,--none--
4850,steplog,282,499,499,status:optimal
4850,timelog,282,0.8184587955474854,0,--none--
4851,steplog,10,212,600,--none--
4851,steplog,20,212,597,--none--
4851,steplog,30,212,596,--none--
4851,steplog,40,212,577,--none--
4851,steplog,50,212,570,--none--
4851,steplog,60,212,570,--none--
4851,steplog,70,212,570,--none--
4851,steplog,80,212,570,--none--
4851,steplog,90,212,570,--none--
4851,steplog,100,212,555,--none--
4851,steplog,110,212,551,--none--
4851,steplog,120,212,550,--none--
4851,steplog,130,212,550,--none--
4851,steplog,140,212,550,--none--
4851,steplog,150,212,550,--none--
4851,steplog,160,212,550,--none--
4851,steplog,170,212,550,--none--
4851,steplog,180,212,549,--none--
4851,steplog,190,212,549,--none--
4851,steplog,200,212,549,--none--
4851,steplog,210,212,536,--none--
4851,steplog,220,212,533,--none--
4851,steplog,230,212,530,--none--
4851,steplog,240,212,529,--none--
4851,steplog,250,212,529,--none--
4851,steplog,260,212,529,--none--
4851,steplog,270,336,529,--none--
4851,steplog,280,336,529,--none--
4851,steplog,290,336,529,--none--
4851,steplog,300,336,527,--none--
4851,steplog,310,336,526,--none--
4851,steplog,320,336,523,--none--
4851,steplog,330,336,522,--none--
4851,steplog,340,336,522,--none--
4851,steplog,350,368,522,--none--
4851,steplog,360,408,522,--none--
4851,steplog,370,408,522,--none--
4851,steplog,380,408,522,--none--
4851,steplog,390,408,522,--none--
4851,steplog,400,408,521,--none--
4851,steplog,410,434,521,--none--
4851,steplog,420,460,510,--none--
4851,steplog,430,460,509,--none--
4851,steplog,440,460,509,--none--
4851,steplog,450,478,508,--none--
4851,steplog,460,478,505,--none--
4851,steplog,470,489,501,--none--
4851,steplog,480,494,501,--none--
4851,steplog,488,501,501,status:optimal
4851,timelog,488,1.5185372829437256,0,--none--
4852,steplog,10,205,716,--none--
4852,steplog,20,205,666,--none--
4852,steplog,30,205,666,--none--
4852,steplog,40,205,656,--none--
4852,steplog,50,205,606,--none--
4852,steplog,60,205,605,--none--
4852,steplog,70,205,605,--none--
4852,steplog,80,205,594,--none--
4852,steplog,90,205,578,--none--
4852,steplog,100,205,577,--none--
4852,steplog,110,205,577,--none--
4852,steplog,120,205,577,--none--
4852,steplog,130,205,574,--none--
4852,steplog,140,235,573,--none--
4852,steplog,150,235,573,--none--
4852,steplog,160,308,573,--none--
4852,steplog,170,444,573,--none--
4852,steplog,180,444,573,--none--
4852,steplog,190,482,573,--none--
4852,steplog,200,482,560,--none--
4852,steplog,210,482,559,--none--
4852,steplog,220,482,559,--none--
4852,steplog,230,482,552,--none--
4852,steplog,240,507,551,--none--
4852,steplog,250,538,548,--none--
4852,steplog,258,547,547,status:optimal
4852,timelog,258,0.7693772315979004,0,--none--
4853,steplog,10,1376,3102,--none--
4853,steplog,20,1376,3102,--none--
4853,steplog,30,1376,3093,--none--
4853,steplog,40,1376,3073,--none--
4853,steplog,50,1376,3071,--none--
4853,steplog,60,1376,3061,--none--
4853,steplog,70,1376,3041,--none--
4853,steplog,80,1376,3013,--none--
4853,steplog,90,1376,3013,--none--
4853,steplog,100,1376,3013,--none--
4853,steplog,110,1376,3013,--none--
4853,steplog,120,1376,2950,--none--
4853,steplog,130,1376,2950,--none--
4853,steplog,140,1376,2941,--none--
4853,steplog,150,1376,2921,--none--
4853,steplog,160,1376,2911,--none--
4853,steplog,170,1376,2909,--none--
4853,steplog,180,1376,2889,--none--
4853,steplog,190,1376,2861,--none--
4853,steplog,200,1376,2861,--none--
4853,steplog,210,1376,2861,--none--
4853,steplog,220,1846,2861,--none--
4853,steplog,230,2405,2778,--none--
4853,steplog,240,2405,2777,--none--
4853,steplog,250,2405,2757,--none--
4853,steplog,260,2405,2757,--none--
4853,steplog,270,2405,2729,--none--
4853,steplog,280,2405,2729,--none--
4853,steplog,290,2405,2729,--none--
4853,steplog,300,2540,2729,--none--
4853,steplog,310,2540,2729,--none--
4853,steplog,320,2619,2729,--none--
4853,steplog,330,2619,2717,--none--
4853,steplog,340,2631,2689,--none--
4853,steplog,350,2685,2689,--none--
4853,steplog,356,2689,2689,status:optimal
4853,timelog,356,0.9212613105773926,0,--none--
4854,steplog,10,961,3226,--none--
4854,steplog,20,961,3220,--none--
4854,steplog,30,961,3202,--none--
4854,steplog,40,961,3202,--none--
4854,steplog,50,961,2238,--none--
4854,steplog,60,961,2144,--none--
4854,steplog,70,961,2144,--none--
4854,steplog,80,961,2144,--none--
4854,steplog,90,961,2144,--none--
4854,steplog,100,961,2144,--none--
4854,steplog,110,1746,2144,--none--
4854,steplog,120,1746,2144,--none--
4854,steplog,130,1746,2144,--none--
4854,steplog,140,1931,2144,--none--
4854,steplog,150,1959,2094,--none--
4854,steplog,160,2015,2068,--none--
4854,steplog,170,2038,2068,--none--
4854,steplog,180,2068,2068,--none--
4854,steplog,181,2068,2068,status:optimal
4854,timelog,181,0.47964930534362793,0,--none--
4855,steplog,10,431,992,--none--
4855,steplog,20,431,955,--none--
4855,steplog,30,431,955,--none--
4855,steplog,40,431,955,--none--
4855,steplog,50,587,891,--none--
4855,steplog,60,587,891,--none--
4855,steplog,70,693,787,--none--
4855,steplog,80,693,787,--none--
4855,steplog,90,735,787,--none--
4855,steplog,100,772,779,--none--
4855,steplog,105,779,779,status:optimal
4855,timelog,105,0.2951793670654297,0,--none--
4856,steplog,10,359,1247,--none--
4856,steplog,20,359,1213,--none--
4856,steplog,30,359,1204,--none--
4856,steplog,40,359,1203,--none--
4856,steplog,50,359,1202,--none--
4856,steplog,60,359,1201,--none--
4856,steplog,70,359,1201,--none--
4856,steplog,80,359,1166,--none--
4856,steplog,90,359,1165,--none--
4856,steplog,100,359,1133,--none--
4856,steplog,110,359,1126,--none--
4856,steplog,120,359,1125,--none--
4856,steplog,130,359,1125,--none--
4856,steplog,140,359,1093,--none--
4856,steplog,150,359,1090,--none--
4856,steplog,160,727,1089,--none--
4856,steplog,170,727,1089,--none--
4856,steplog,180,868,1089,--none--
4856,steplog,190,939,1081,--none--
4856,steplog,200,939,1074,--none--
4856,steplog,210,939,1073,--none--
4856,steplog,220,1015,1042,--none--
4856,steplog,230,1016,1041,--none--
4856,steplog,240,1037,1037,--none--
4856,steplog,241,1037,1037,status:optimal
4856,timelog,241,0.724865198135376,0,--none--
4857,steplog,10,534,1731,--none--
4857,steplog,20,534,1700,--none--
4857,steplog,30,534,1682,--none--
4857,steplog,40,534,1679,--none--
4857,steplog,50,534,1667,--none--
4857,steplog,60,534,1636,--none--
4857,steplog,70,534,1618,--none--
4857,steplog,80,534,1615,--none--
4857,steplog,90,534,1615,--none--
4857,steplog,100,534,1615,--none--
4857,steplog,110,534,1599,--none--
4857,steplog,120,534,1599,--none--
4857,steplog,130,534,1599,--none--
4857,steplog,140,534,1599,--none--
4857,steplog,150,875,1255,--none--
4857,steplog,160,875,1255,--none--
4857,steplog,170,875,1239,--none--
4857,steplog,180,875,1208,--none--
4857,steplog,190,875,1190,--none--
4857,steplog,200,875,1187,--none--
4857,steplog,210,875,1187,--none--
4857,steplog,220,875,1187,--none--
4857,steplog,230,875,1187,--none--
4857,steplog,240,875,1187,--none--
4857,steplog,250,1018,1187,--none--
4857,steplog,260,1018,1187,--none--
4857,steplog,270,1018,1187,--none--
4857,steplog,280,1018,1177,--none--
4857,steplog,290,1018,1177,--none--
4857,steplog,300,1018,1177,--none--
4857,steplog,310,1018,1177,--none--
4857,steplog,320,1070,1177,--none--
4857,steplog,330,1070,1177,--none--
4857,steplog,340,1070,1177,--none--
4857,steplog,350,1103,1164,--none--
4857,steplog,360,1103,1164,--none--
4857,steplog,370,1120,1161,--none--
4857,steplog,380,1129,1161,--none--
4857,steplog,390,1149,1161,--none--
4857,steplog,397,1161,1161,status:optimal
4857,timelog,397,1.189239740371704,0,--none--
4858,steplog,10,612,1426,--none--
4858,steplog,20,612,1368,--none--
4858,steplog,30,612,1368,--none--
4858,steplog,40,612,1368,--none--
4858,steplog,50,612,1368,--none--
4858,steplog,60,612,1364,--none--
4858,steplog,70,612,1364,--none--
4858,steplog,80,816,1364,--none--
4858,steplog,90,816,1291,--none--
4858,steplog,100,816,1280,--none--
4858,steplog,110,816,1280,--none--
4858,steplog,120,816,1280,--none--
4858,steplog,130,816,1276,--none--
4858,steplog,140,816,1276,--none--
4858,steplog,150,816,1276,--none--
4858,steplog,160,997,1266,--none--
4858,steplog,170,1116,1219,--none--
4858,steplog,180,1116,1208,--none--
4858,steplog,190,1116,1208,--none--
4858,steplog,200,1116,1208,--none--
4858,steplog,210,1194,1204,--none--
4858,steplog,220,1204,1204,--none--
4858,steplog,223,1204,1204,status:optimal
