instance,inversions,reducedA,reducedB,gen_trial
1,23,True,True,1
2,23,True,True,1
3,30,True,True,1
4,26,True,True,1
5,24,True,True,1
6,17,True,True,1
7,14,True,True,1
8,19,True,True,1
9,23,True,True,1
10,18,True,True,1
11,29,True,True,1
12,24,True,True,1
13,17,True,True,1
14,20,True,True,1
15,15,True,True,1
16,18,True,True,1
17,27,True,True,1
18,24,True,True,1
19,22,True,True,1
20,16,True,True,1
21,27,True,True,1
22,30,True,True,1
23,30,True,True,1
24,22,True,True,1
25,25,True,True,1
26,24,True,True,1
27,13,True,True,1
28,31,True,True,1
29,23,True,True,1
30,11,True,True,1
31,17,True,True,1
32,19,True,True,1
33,24,True,True,1
34,23,True,True,1
35,25,True,True,1
36,21,True,True,1
37,17,True,True,1
38,23,True,True,1
39,10,True,True,1
40,14,True,True,1
41,24,True,True,1
42,22,True,True,1
43,19,True,True,1
44,27,True,True,1
45,25,True,True,1
46,15,True,True,1
47,26,True,True,1
48,15,True,True,1
49,16,True,True,1
50,23,True,True,1
51,18,True,True,1
52,20,True,True,1
53,28,True,True,1
54,25,True,True,1
55,22,True,True,1
56,20,True,True,1
57,18,True,True,1
58,7,True,True,1
59,22,True,True,1
60,18,True,True,1
61,18,True,True,1
62,19,True,True,1
63,20,True,True,1
64,24,True,True,1
65,18,True,True,1
66,26,True,True,1
67,25,True,True,1
68,27,True,True,1
69,22,True,True,1
70,25,True,True,1
71,27,True,True,1
72,15,True,True,1
73,23,True,True,1
74,24,True,True,1
75,21,True,True,1
76,24,True,True,1
77,23,True,True,1
78,17,True,True,1
79,28,True,True,1
80,16,True,True,1
81,24,True,True,1
82,13,True,True,1
83,23,True,True,1
84,28,True,True,1
85,16,True,True,1
86,24,True,True,1
87,12,True,True,1
88,23,True,True,1
89,22,True,True,1
90,26,True,True,1
91,23,True,True,1
92,29,True,True,1
93,21,True,True,1
94,31,True,True,1
95,29,True,True,1
96,16,True,True,1
97,21,True,True,1
98,10,True,True,1
99,27,True,True,1
100,15,True,True,1
