N,instance,num_type,value,comment
12,1782,orig_gsifts1p_obj,122,--none--
12,1783,simpl_opt_status,0,optimal
12,1783,orig_simpl_time,0.050310611724853516,--none--
12,1783,orig_simpl_obj,170,--none--
12,1783,orig_gsifts1p_time,0.04786491394042969,--none--
12,1783,orig_gsifts1p_obj,100,--none--
12,1784,simpl_opt_status,0,optimal
12,1784,orig_simpl_time,0.03988242149353027,--none--
12,1784,orig_simpl_obj,133,--none--
12,1784,orig_gsifts1p_time,0.05495095252990723,--none--
12,1784,orig_gsifts1p_obj,94,--none--
12,1785,simpl_opt_status,0,optimal
12,1785,orig_simpl_time,0.04882097244262695,--none--
12,1785,orig_simpl_obj,478,--none--
12,1785,orig_gsifts1p_time,0.21790385246276855,--none--
12,1785,orig_gsifts1p_obj,556,--none--
12,1786,simpl_opt_status,0,optimal
12,1786,orig_simpl_time,0.057604312896728516,--none--
12,1786,orig_simpl_obj,305,--none--
12,1786,orig_gsifts1p_time,0.11036419868469238,--none--
12,1786,orig_gsifts1p_obj,237,--none--
12,1787,simpl_opt_status,0,optimal
12,1787,orig_simpl_time,0.06273484230041504,--none--
12,1787,orig_simpl_obj,241,--none--
12,1787,orig_gsifts1p_time,0.09371423721313477,--none--
12,1787,orig_gsifts1p_obj,209,--none--
12,1788,simpl_opt_status,0,optimal
12,1788,orig_simpl_time,0.07902193069458008,--none--
12,1788,orig_simpl_obj,322,--none--
12,1788,orig_gsifts1p_time,0.18041729927062988,--none--
12,1788,orig_gsifts1p_obj,354,--none--
12,1789,simpl_opt_status,0,optimal
12,1789,orig_simpl_time,0.05682253837585449,--none--
12,1789,orig_simpl_obj,186,--none--
12,1789,orig_gsifts1p_time,0.06730914115905762,--none--
12,1789,orig_gsifts1p_obj,154,--none--
5,178,simpl_opt_status,0,optimal
5,178,orig_simpl_time,0.00501251220703125,--none--
5,178,orig_simpl_obj,21,--none--
5,178,orig_gsifts1p_time,0.004882335662841797,--none--
5,178,orig_gsifts1p_obj,20,--none--
12,1790,simpl_opt_status,0,optimal
12,1790,orig_simpl_time,0.04428386688232422,--none--
12,1790,orig_simpl_obj,190,--none--
12,1790,orig_gsifts1p_time,0.08404159545898438,--none--
12,1790,orig_gsifts1p_obj,171,--none--
12,1791,simpl_opt_status,0,optimal
12,1791,orig_simpl_time,0.0424344539642334,--none--
12,1791,orig_simpl_obj,209,--none--
12,1791,orig_gsifts1p_time,0.07310867309570312,--none--
12,1791,orig_gsifts1p_obj,187,--none--
12,1792,simpl_opt_status,0,optimal
12,1792,orig_simpl_time,0.06578397750854492,--none--
12,1792,orig_simpl_obj,159,--none--
12,1792,orig_gsifts1p_time,0.0660254955291748,--none--
12,1792,orig_gsifts1p_obj,110,--none--
12,1793,simpl_opt_status,0,optimal
12,1793,orig_simpl_time,0.07839655876159668,--none--
12,1793,orig_simpl_obj,286,--none--
12,1793,orig_gsifts1p_time,0.12662100791931152,--none--
12,1793,orig_gsifts1p_obj,184,--none--
12,1794,simpl_opt_status,0,optimal
12,1794,orig_simpl_time,0.037735939025878906,--none--
12,1794,orig_simpl_obj,274,--none--
12,1794,orig_gsifts1p_time,0.12963104248046875,--none--
12,1794,orig_gsifts1p_obj,269,--none--
12,1795,simpl_opt_status,0,optimal
12,1795,orig_simpl_time,0.05919528007507324,--none--
12,1795,orig_simpl_obj,426,--none--
12,1795,orig_gsifts1p_time,0.21648216247558594,--none--
12,1795,orig_gsifts1p_obj,465,--none--
12,1796,simpl_opt_status,0,optimal
12,1796,orig_simpl_time,0.0769658088684082,--none--
12,1796,orig_simpl_obj,324,--none--
12,1796,orig_gsifts1p_time,0.16389203071594238,--none--
12,1796,orig_gsifts1p_obj,406,--none--
12,1797,simpl_opt_status,0,optimal
12,1797,orig_simpl_time,0.07647538185119629,--none--
12,1797,orig_simpl_obj,160,--none--
12,1797,orig_gsifts1p_time,0.0792999267578125,--none--
12,1797,orig_gsifts1p_obj,104,--none--
12,1798,simpl_opt_status,0,optimal
12,1798,orig_simpl_time,0.05050325393676758,--none--
12,1798,orig_simpl_obj,162,--none--
12,1798,orig_gsifts1p_time,0.10063910484313965,--none--
12,1798,orig_gsifts1p_obj,152,--none--
12,1799,simpl_opt_status,0,optimal
12,1799,orig_simpl_time,0.056923866271972656,--none--
12,1799,orig_simpl_obj,285,--none--
12,1799,orig_gsifts1p_time,0.1454005241394043,--none--
12,1799,orig_gsifts1p_obj,385,--none--
5,179,simpl_opt_status,0,optimal
5,179,orig_simpl_time,0.002095937728881836,--none--
5,179,orig_simpl_obj,25,--none--
5,179,orig_gsifts1p_time,0.005469799041748047,--none--
5,179,orig_gsifts1p_obj,24,--none--
5,17,simpl_opt_status,0,optimal
5,17,orig_simpl_time,0.002192974090576172,--none--
5,17,orig_simpl_obj,32,--none--
5,17,orig_gsifts1p_time,0.0061299800872802734,--none--
5,17,orig_gsifts1p_obj,28,--none--
12,1800,simpl_opt_status,0,optimal
12,1800,orig_simpl_time,0.07749295234680176,--none--
12,1800,orig_simpl_obj,109,--none--
12,1800,orig_gsifts1p_time,0.03841662406921387,--none--
12,1800,orig_gsifts1p_obj,74,--none--
12,1801,simpl_opt_status,0,optimal
12,1801,orig_simpl_time,0.04261589050292969,--none--
12,1801,orig_simpl_obj,220,--none--
12,1801,orig_gsifts1p_time,0.08552026748657227,--none--
12,1801,orig_gsifts1p_obj,169,--none--
12,1802,simpl_opt_status,0,optimal
12,1802,orig_simpl_time,0.07546615600585938,--none--
12,1802,orig_simpl_obj,357,--none--
12,1802,orig_gsifts1p_time,0.22203731536865234,--none--
12,1802,orig_gsifts1p_obj,260,--none--
12,1803,simpl_opt_status,0,optimal
12,1803,orig_simpl_time,0.049683332443237305,--none--
12,1803,orig_simpl_obj,353,--none--
12,1803,orig_gsifts1p_time,0.18124604225158691,--none--
12,1803,orig_gsifts1p_obj,401,--none--
12,1804,simpl_opt_status,0,optimal
12,1804,orig_simpl_time,0.030435800552368164,--none--
12,1804,orig_simpl_obj,194,--none--
12,1804,orig_gsifts1p_time,0.08712935447692871,--none--
12,1804,orig_gsifts1p_obj,159,--none--
12,1805,simpl_opt_status,0,optimal
12,1805,orig_simpl_time,0.043016910552978516,--none--
12,1805,orig_simpl_obj,244,--none--
12,1805,orig_gsifts1p_time,0.06661081314086914,--none--
12,1805,orig_gsifts1p_obj,143,--none--
12,1806,simpl_opt_status,0,optimal
12,1806,orig_simpl_time,0.08272075653076172,--none--
12,1806,orig_simpl_obj,575,--none--
12,1806,orig_gsifts1p_time,0.23448657989501953,--none--
12,1806,orig_gsifts1p_obj,538,--none--
12,1807,simpl_opt_status,0,optimal
12,1807,orig_simpl_time,0.05896162986755371,--none--
12,1807,orig_simpl_obj,373,--none--
12,1807,orig_gsifts1p_time,0.11432385444641113,--none--
12,1807,orig_gsifts1p_obj,215,--none--
12,1808,simpl_opt_status,0,optimal
12,1808,orig_simpl_time,0.06841254234313965,--none--
12,1808,orig_simpl_obj,350,--none--
12,1808,orig_gsifts1p_time,0.1272721290588379,--none--
12,1808,orig_gsifts1p_obj,248,--none--
12,1809,simpl_opt_status,0,optimal
12,1809,orig_simpl_time,0.04184675216674805,--none--
12,1809,orig_simpl_obj,206,--none--
12,1809,orig_gsifts1p_time,0.10256624221801758,--none--
12,1809,orig_gsifts1p_obj,213,--none--
5,180,simpl_opt_status,0,optimal
5,180,orig_simpl_time,0.005568265914916992,--none--
5,180,orig_simpl_obj,24,--none--
5,180,orig_gsifts1p_time,0.0052416324615478516,--none--
5,180,orig_gsifts1p_obj,21,--none--
12,1810,simpl_opt_status,0,optimal
12,1810,orig_simpl_time,0.05316781997680664,--none--
12,1810,orig_simpl_obj,229,--none--
12,1810,orig_gsifts1p_time,0.09887003898620605,--none--
12,1810,orig_gsifts1p_obj,186,--none--
12,1811,simpl_opt_status,0,optimal
12,1811,orig_simpl_time,0.03427433967590332,--none--
12,1811,orig_simpl_obj,220,--none--
12,1811,orig_gsifts1p_time,0.10444998741149902,--none--
12,1811,orig_gsifts1p_obj,264,--none--
12,1812,simpl_opt_status,0,optimal
12,1812,orig_simpl_time,0.09318661689758301,--none--
12,1812,orig_simpl_obj,341,--none--
12,1812,orig_gsifts1p_time,0.15680670738220215,--none--
12,1812,orig_gsifts1p_obj,345,--none--
12,1813,simpl_opt_status,0,optimal
12,1813,orig_simpl_time,0.04626727104187012,--none--
12,1813,orig_simpl_obj,214,--none--
12,1813,orig_gsifts1p_time,0.06787800788879395,--none--
12,1813,orig_gsifts1p_obj,120,--none--
12,1814,simpl_opt_status,0,optimal
12,1814,orig_simpl_time,0.04907703399658203,--none--
12,1814,orig_simpl_obj,287,--none--
12,1814,orig_gsifts1p_time,0.13962316513061523,--none--
12,1814,orig_gsifts1p_obj,252,--none--
12,1815,simpl_opt_status,0,optimal
12,1815,orig_simpl_time,0.06000375747680664,--none--
12,1815,orig_simpl_obj,299,--none--
12,1815,orig_gsifts1p_time,0.1148533821105957,--none--
12,1815,orig_gsifts1p_obj,300,--none--
12,1816,simpl_opt_status,0,optimal
12,1816,orig_simpl_time,0.04951024055480957,--none--
12,1816,orig_simpl_obj,410,--none--
12,1816,orig_gsifts1p_time,0.13060593605041504,--none--
12,1816,orig_gsifts1p_obj,248,--none--
12,1817,simpl_opt_status,0,optimal
12,1817,orig_simpl_time,0.04328513145446777,--none--
12,1817,orig_simpl_obj,212,--none--
12,1817,orig_gsifts1p_time,0.11085748672485352,--none--
12,1817,orig_gsifts1p_obj,204,--none--
12,1818,simpl_opt_status,0,optimal
12,1818,orig_simpl_time,0.04824495315551758,--none--
12,1818,orig_simpl_obj,245,--none--
12,1818,orig_gsifts1p_time,0.12280607223510742,--none--
12,1818,orig_gsifts1p_obj,199,--none--
12,1819,simpl_opt_status,0,optimal
12,1819,orig_simpl_time,0.03623175621032715,--none--
12,1819,orig_simpl_obj,157,--none--
12,1819,orig_gsifts1p_time,0.07384943962097168,--none--
12,1819,orig_gsifts1p_obj,97,--none--
5,181,simpl_opt_status,0,optimal
5,181,orig_simpl_time,0.0061473846435546875,--none--
5,181,orig_simpl_obj,21,--none--
5,181,orig_gsifts1p_time,0.0043942928314208984,--none--
5,181,orig_gsifts1p_obj,16,--none--
12,1820,simpl_opt_status,0,optimal
12,1820,orig_simpl_time,0.0598750114440918,--none--
12,1820,orig_simpl_obj,286,--none--
12,1820,orig_gsifts1p_time,0.1157231330871582,--none--
12,1820,orig_gsifts1p_obj,245,--none--
12,1821,simpl_opt_status,0,optimal
12,1821,orig_simpl_time,0.04569506645202637,--none--
12,1821,orig_simpl_obj,423,--none--
12,1821,orig_gsifts1p_time,0.21344995498657227,--none--
12,1821,orig_gsifts1p_obj,466,--none--
12,1822,simpl_opt_status,0,optimal
12,1822,orig_simpl_time,0.07885050773620605,--none--
12,1822,orig_simpl_obj,287,--none--
12,1822,orig_gsifts1p_time,0.12136554718017578,--none--
12,1822,orig_gsifts1p_obj,269,--none--
12,1823,simpl_opt_status,0,optimal
12,1823,orig_simpl_time,0.05826067924499512,--none--
12,1823,orig_simpl_obj,305,--none--
12,1823,orig_gsifts1p_time,0.11621332168579102,--none--
12,1823,orig_gsifts1p_obj,235,--none--
12,1824,simpl_opt_status,0,optimal
12,1824,orig_simpl_time,0.07446694374084473,--none--
12,1824,orig_simpl_obj,137,--none--
12,1824,orig_gsifts1p_time,0.06582880020141602,--none--
12,1824,orig_gsifts1p_obj,116,--none--
12,1825,simpl_opt_status,0,optimal
12,1825,orig_simpl_time,0.04323840141296387,--none--
12,1825,orig_simpl_obj,149,--none--
12,1825,orig_gsifts1p_time,0.06517767906188965,--none--
12,1825,orig_gsifts1p_obj,123,--none--
12,1826,simpl_opt_status,0,optimal
12,1826,orig_simpl_time,0.05729055404663086,--none--
12,1826,orig_simpl_obj,190,--none--
12,1826,orig_gsifts1p_time,0.07208251953125,--none--
12,1826,orig_gsifts1p_obj,194,--none--
12,1827,simpl_opt_status,0,optimal
12,1827,orig_simpl_time,0.03970503807067871,--none--
12,1827,orig_simpl_obj,420,--none--
12,1827,orig_gsifts1p_time,0.16457200050354004,--none--
12,1827,orig_gsifts1p_obj,294,--none--
12,1828,simpl_opt_status,0,optimal
12,1828,orig_simpl_time,0.03792238235473633,--none--
12,1828,orig_simpl_obj,225,--none--
12,1828,orig_gsifts1p_time,0.09161686897277832,--none--
12,1828,orig_gsifts1p_obj,216,--none--
12,1829,simpl_opt_status,0,optimal
12,1829,orig_simpl_time,0.0402989387512207,--none--
12,1829,orig_simpl_obj,294,--none--
12,1829,orig_gsifts1p_time,0.1486525535583496,--none--
12,1829,orig_gsifts1p_obj,273,--none--
5,182,simpl_opt_status,0,optimal
5,182,orig_simpl_time,0.004217624664306641,--none--
5,182,orig_simpl_obj,17,--none--
5,182,orig_gsifts1p_time,0.0039441585540771484,--none--
5,182,orig_gsifts1p_obj,15,--none--
12,1830,simpl_opt_status,0,optimal
12,1830,orig_simpl_time,0.08586668968200684,--none--
12,1830,orig_simpl_obj,239,--none--
12,1830,orig_gsifts1p_time,0.0650639533996582,--none--
12,1830,orig_gsifts1p_obj,128,--none--
12,1831,simpl_opt_status,0,optimal
12,1831,orig_simpl_time,0.05217742919921875,--none--
12,1831,orig_simpl_obj,236,--none--
12,1831,orig_gsifts1p_time,0.07958412170410156,--none--
12,1831,orig_gsifts1p_obj,158,--none--
12,1832,simpl_opt_status,0,optimal
12,1832,orig_simpl_time,0.12486815452575684,--none--
12,1832,orig_simpl_obj,255,--none--
12,1832,orig_gsifts1p_time,0.1148993968963623,--none--
12,1832,orig_gsifts1p_obj,252,--none--
12,1833,simpl_opt_status,0,optimal
12,1833,orig_simpl_time,0.05716562271118164,--none--
12,1833,orig_simpl_obj,263,--none--
12,1833,orig_gsifts1p_time,0.1130983829498291,--none--
12,1833,orig_gsifts1p_obj,245,--none--
12,1834,simpl_opt_status,0,optimal
12,1834,orig_simpl_time,0.045000314712524414,--none--
12,1834,orig_simpl_obj,201,--none--
12,1834,orig_gsifts1p_time,0.06591415405273438,--none--
12,1834,orig_gsifts1p_obj,143,--none--
12,1835,simpl_opt_status,0,optimal
12,1835,orig_simpl_time,0.06972002983093262,--none--
12,1835,orig_simpl_obj,256,--none--
12,1835,orig_gsifts1p_time,0.11361241340637207,--none--
12,1835,orig_gsifts1p_obj,268,--none--
12,1836,simpl_opt_status,0,optimal
12,1836,orig_simpl_time,0.0650167465209961,--none--
12,1836,orig_simpl_obj,237,--none--
12,1836,orig_gsifts1p_time,0.10360240936279297,--none--
12,1836,orig_gsifts1p_obj,186,--none--
12,1837,simpl_opt_status,0,optimal
12,1837,orig_simpl_time,0.05077028274536133,--none--
12,1837,orig_simpl_obj,299,--none--
12,1837,orig_gsifts1p_time,0.1296072006225586,--none--
12,1837,orig_gsifts1p_obj,302,--none--
12,1838,simpl_opt_status,0,optimal
12,1838,orig_simpl_time,0.0664215087890625,--none--
12,1838,orig_simpl_obj,259,--none--
12,1838,orig_gsifts1p_time,0.12621307373046875,--none--
12,1838,orig_gsifts1p_obj,313,--none--
12,1839,simpl_opt_status,0,optimal
12,1839,orig_simpl_time,0.06734585762023926,--none--
12,1839,orig_simpl_obj,355,--none--
12,1839,orig_gsifts1p_time,0.14943265914916992,--none--
12,1839,orig_gsifts1p_obj,355,--none--
5,183,simpl_opt_status,0,optimal
5,183,orig_simpl_time,0.004900932312011719,--none--
5,183,orig_simpl_obj,21,--none--
5,183,orig_gsifts1p_time,0.004798412322998047,--none--
5,183,orig_gsifts1p_obj,21,--none--
12,1840,simpl_opt_status,0,optimal
12,1840,orig_simpl_time,0.08506202697753906,--none--
12,1840,orig_simpl_obj,465,--none--
12,1840,orig_gsifts1p_time,0.1917896270751953,--none--
12,1840,orig_gsifts1p_obj,466,--none--
12,1841,simpl_opt_status,0,optimal
12,1841,orig_simpl_time,0.047193288803100586,--none--
12,1841,orig_simpl_obj,545,--none--
12,1841,orig_gsifts1p_time,0.24616694450378418,--none--
12,1841,orig_gsifts1p_obj,657,--none--
12,1842,simpl_opt_status,0,optimal
12,1842,orig_simpl_time,0.047808170318603516,--none--
12,1842,orig_simpl_obj,288,--none--
12,1842,orig_gsifts1p_time,0.13258719444274902,--none--
12,1842,orig_gsifts1p_obj,246,--none--
12,1843,simpl_opt_status,0,optimal
12,1843,orig_simpl_time,0.10326099395751953,--none--
12,1843,orig_simpl_obj,364,--none--
12,1843,orig_gsifts1p_time,0.13783693313598633,--none--
12,1843,orig_gsifts1p_obj,261,--none--
12,1844,simpl_opt_status,0,optimal
12,1844,orig_simpl_time,0.06700897216796875,--none--
12,1844,orig_simpl_obj,357,--none--
12,1844,orig_gsifts1p_time,0.1533069610595703,--none--
12,1844,orig_gsifts1p_obj,287,--none--
12,1845,simpl_opt_status,0,optimal
12,1845,orig_simpl_time,0.04621315002441406,--none--
12,1845,orig_simpl_obj,421,--none--
12,1845,orig_gsifts1p_time,0.1886289119720459,--none--
12,1845,orig_gsifts1p_obj,318,--none--
12,1846,simpl_opt_status,0,optimal
12,1846,orig_simpl_time,0.05490684509277344,--none--
12,1846,orig_simpl_obj,147,--none--
12,1846,orig_gsifts1p_time,0.05993032455444336,--none--
12,1846,orig_gsifts1p_obj,141,--none--
12,1847,simpl_opt_status,0,optimal
12,1847,orig_simpl_time,0.10004520416259766,--none--
12,1847,orig_simpl_obj,273,--none--
12,1847,orig_gsifts1p_time,0.13577747344970703,--none--
12,1847,orig_gsifts1p_obj,250,--none--
12,1848,simpl_opt_status,0,optimal
12,1848,orig_simpl_time,0.05700969696044922,--none--
12,1848,orig_simpl_obj,220,--none--
12,1848,orig_gsifts1p_time,0.0861654281616211,--none--
12,1848,orig_gsifts1p_obj,177,--none--
12,1849,simpl_opt_status,0,optimal
12,1849,orig_simpl_time,0.08287811279296875,--none--
12,1849,orig_simpl_obj,192,--none--
12,1849,orig_gsifts1p_time,0.06911301612854004,--none--
12,1849,orig_gsifts1p_obj,156,--none--
5,184,simpl_opt_status,0,optimal
5,184,orig_simpl_time,0.003595590591430664,--none--
5,184,orig_simpl_obj,23,--none--
5,184,orig_gsifts1p_time,0.00496983528137207,--none--
5,184,orig_gsifts1p_obj,22,--none--
12,1850,simpl_opt_status,0,optimal
12,1850,orig_simpl_time,0.046898603439331055,--none--
12,1850,orig_simpl_obj,388,--none--
12,1850,orig_gsifts1p_time,0.14585471153259277,--none--
12,1850,orig_gsifts1p_obj,383,--none--
12,1851,simpl_opt_status,0,optimal
12,1851,orig_simpl_time,0.04387331008911133,--none--
12,1851,orig_simpl_obj,186,--none--
12,1851,orig_gsifts1p_time,0.07789349555969238,--none--
12,1851,orig_gsifts1p_obj,163,--none--
12,1852,simpl_opt_status,0,optimal
12,1852,orig_simpl_time,0.05296921730041504,--none--
12,1852,orig_simpl_obj,315,--none--
12,1852,orig_gsifts1p_time,0.15447568893432617,--none--
12,1852,orig_gsifts1p_obj,287,--none--
12,1853,simpl_opt_status,0,optimal
12,1853,orig_simpl_time,0.054253339767456055,--none--
12,1853,orig_simpl_obj,211,--none--
12,1853,orig_gsifts1p_time,0.11437630653381348,--none--
12,1853,orig_gsifts1p_obj,202,--none--
12,1854,simpl_opt_status,0,optimal
12,1854,orig_simpl_time,0.05946636199951172,--none--
12,1854,orig_simpl_obj,274,--none--
12,1854,orig_gsifts1p_time,0.08926677703857422,--none--
12,1854,orig_gsifts1p_obj,226,--none--
12,1855,simpl_opt_status,0,optimal
12,1855,orig_simpl_time,0.040038108825683594,--none--
12,1855,orig_simpl_obj,122,--none--
12,1855,orig_gsifts1p_time,0.07211923599243164,--none--
12,1855,orig_gsifts1p_obj,100,--none--
12,1856,simpl_opt_status,0,optimal
12,1856,orig_simpl_time,0.07339358329772949,--none--
12,1856,orig_simpl_obj,202,--none--
12,1856,orig_gsifts1p_time,0.08759117126464844,--none--
12,1856,orig_gsifts1p_obj,193,--none--
12,1857,simpl_opt_status,0,optimal
12,1857,orig_simpl_time,0.056105852127075195,--none--
12,1857,orig_simpl_obj,254,--none--
12,1857,orig_gsifts1p_time,0.08616781234741211,--none--
12,1857,orig_gsifts1p_obj,202,--none--
12,1858,simpl_opt_status,0,optimal
12,1858,orig_simpl_time,0.04612851142883301,--none--
12,1858,orig_simpl_obj,207,--none--
12,1858,orig_gsifts1p_time,0.1067805290222168,--none--
12,1858,orig_gsifts1p_obj,207,--none--
12,1859,simpl_opt_status,0,optimal
12,1859,orig_simpl_time,0.04618954658508301,--none--
12,1859,orig_simpl_obj,249,--none--
12,1859,orig_gsifts1p_time,0.140669584274292,--none--
12,1859,orig_gsifts1p_obj,116,--none--
5,185,simpl_opt_status,0,optimal
5,185,orig_simpl_time,0.0020635128021240234,--none--
5,185,orig_simpl_obj,22,--none--
5,185,orig_gsifts1p_time,0.004532337188720703,--none--
5,185,orig_gsifts1p_obj,22,--none--
12,1860,simpl_opt_status,0,optimal
12,1860,orig_simpl_time,0.04706978797912598,--none--
12,1860,orig_simpl_obj,190,--none--
12,1860,orig_gsifts1p_time,0.07039284706115723,--none--
12,1860,orig_gsifts1p_obj,150,--none--
12,1861,simpl_opt_status,0,optimal
12,1861,orig_simpl_time,0.04815387725830078,--none--
12,1861,orig_simpl_obj,248,--none--
12,1861,orig_gsifts1p_time,0.11777377128601074,--none--
12,1861,orig_gsifts1p_obj,266,--none--
12,1862,simpl_opt_status,0,optimal
12,1862,orig_simpl_time,0.0428776741027832,--none--
12,1862,orig_simpl_obj,256,--none--
12,1862,orig_gsifts1p_time,0.11999154090881348,--none--
12,1862,orig_gsifts1p_obj,303,--none--
12,1863,simpl_opt_status,0,optimal
12,1863,orig_simpl_time,0.07530546188354492,--none--
12,1863,orig_simpl_obj,453,--none--
12,1863,orig_gsifts1p_time,0.17898011207580566,--none--
12,1863,orig_gsifts1p_obj,385,--none--
12,1864,simpl_opt_status,0,optimal
12,1864,orig_simpl_time,0.04718208312988281,--none--
12,1864,orig_simpl_obj,225,--none--
12,1864,orig_gsifts1p_time,0.0960683822631836,--none--
12,1864,orig_gsifts1p_obj,232,--none--
12,1865,simpl_opt_status,0,optimal
12,1865,orig_simpl_time,0.033675193786621094,--none--
12,1865,orig_simpl_obj,127,--none--
12,1865,orig_gsifts1p_time,0.05582308769226074,--none--
12,1865,orig_gsifts1p_obj,118,--none--
12,1866,simpl_opt_status,0,optimal
12,1866,orig_simpl_time,0.04340553283691406,--none--
12,1866,orig_simpl_obj,346,--none--
12,1866,orig_gsifts1p_time,0.14101743698120117,--none--
12,1866,orig_gsifts1p_obj,355,--none--
12,1867,simpl_opt_status,0,optimal
12,1867,orig_simpl_time,0.06743645668029785,--none--
12,1867,orig_simpl_obj,337,--none--
12,1867,orig_gsifts1p_time,0.13064002990722656,--none--
12,1867,orig_gsifts1p_obj,223,--none--
12,1868,simpl_opt_status,0,optimal
12,1868,orig_simpl_time,0.06138968467712402,--none--
12,1868,orig_simpl_obj,199,--none--
12,1868,orig_gsifts1p_time,0.07762742042541504,--none--
12,1868,orig_gsifts1p_obj,128,--none--
12,1869,simpl_opt_status,0,optimal
12,1869,orig_simpl_time,0.05371379852294922,--none--
12,1869,orig_simpl_obj,352,--none--
12,1869,orig_gsifts1p_time,0.1678762435913086,--none--
12,1869,orig_gsifts1p_obj,459,--none--
5,186,simpl_opt_status,0,optimal
5,186,orig_simpl_time,0.005784273147583008,--none--
5,186,orig_simpl_obj,30,--none--
5,186,orig_gsifts1p_time,0.006106138229370117,--none--
5,186,orig_gsifts1p_obj,29,--none--
12,1870,simpl_opt_status,0,optimal
12,1870,orig_simpl_time,0.04457283020019531,--none--
12,1870,orig_simpl_obj,379,--none--
12,1870,orig_gsifts1p_time,0.16498661041259766,--none--
12,1870,orig_gsifts1p_obj,374,--none--
12,1871,simpl_opt_status,0,optimal
12,1871,orig_simpl_time,0.0533294677734375,--none--
12,1871,orig_simpl_obj,336,--none--
12,1871,orig_gsifts1p_time,0.14975476264953613,--none--
12,1871,orig_gsifts1p_obj,271,--none--
12,1872,simpl_opt_status,0,optimal
12,1872,orig_simpl_time,0.04564070701599121,--none--
12,1872,orig_simpl_obj,232,--none--
12,1872,orig_gsifts1p_time,0.08123111724853516,--none--
12,1872,orig_gsifts1p_obj,159,--none--
12,1873,simpl_opt_status,0,optimal
12,1873,orig_simpl_time,0.06424260139465332,--none--
12,1873,orig_simpl_obj,238,--none--
12,1873,orig_gsifts1p_time,0.0977787971496582,--none--
12,1873,orig_gsifts1p_obj,141,--none--
12,1874,simpl_opt_status,0,optimal
12,1874,orig_simpl_time,0.04682183265686035,--none--
12,1874,orig_simpl_obj,86,--none--
12,1874,orig_gsifts1p_time,0.031209230422973633,--none--
12,1874,orig_gsifts1p_obj,68,--none--
12,1875,simpl_opt_status,0,optimal
12,1875,orig_simpl_time,0.040520668029785156,--none--
12,1875,orig_simpl_obj,445,--none--
12,1875,orig_gsifts1p_time,0.20216608047485352,--none--
12,1875,orig_gsifts1p_obj,443,--none--
12,1876,simpl_opt_status,0,optimal
12,1876,orig_simpl_time,0.058710575103759766,--none--
12,1876,orig_simpl_obj,265,--none--
12,1876,orig_gsifts1p_time,0.12107276916503906,--none--
12,1876,orig_gsifts1p_obj,245,--none--
12,1877,simpl_opt_status,0,optimal
12,1877,orig_simpl_time,0.07800412178039551,--none--
12,1877,orig_simpl_obj,338,--none--
12,1877,orig_gsifts1p_time,0.19444799423217773,--none--
12,1877,orig_gsifts1p_obj,360,--none--
12,1878,simpl_opt_status,0,optimal
12,1878,orig_simpl_time,0.06350040435791016,--none--
12,1878,orig_simpl_obj,604,--none--
12,1878,orig_gsifts1p_time,0.277803897857666,--none--
12,1878,orig_gsifts1p_obj,709,--none--
12,1879,simpl_opt_status,0,optimal
12,1879,orig_simpl_time,0.0488278865814209,--none--
12,1879,orig_simpl_obj,136,--none--
12,1879,orig_gsifts1p_time,0.06298708915710449,--none--
12,1879,orig_gsifts1p_obj,84,--none--
5,187,simpl_opt_status,0,optimal
5,187,orig_simpl_time,0.004955768585205078,--none--
5,187,orig_simpl_obj,26,--none--
5,187,orig_gsifts1p_time,0.0052947998046875,--none--
5,187,orig_gsifts1p_obj,25,--none--
12,1880,simpl_opt_status,0,optimal
12,1880,orig_simpl_time,0.053246498107910156,--none--
12,1880,orig_simpl_obj,142,--none--
12,1880,orig_gsifts1p_time,0.06488633155822754,--none--
12,1880,orig_gsifts1p_obj,128,--none--
12,1881,simpl_opt_status,0,optimal
12,1881,orig_simpl_time,0.057901620864868164,--none--
12,1881,orig_simpl_obj,248,--none--
12,1881,orig_gsifts1p_time,0.121856689453125,--none--
12,1881,orig_gsifts1p_obj,268,--none--
12,1882,simpl_opt_status,0,optimal
12,1882,orig_simpl_time,0.06935977935791016,--none--
12,1882,orig_simpl_obj,259,--none--
12,1882,orig_gsifts1p_time,0.15218830108642578,--none--
12,1882,orig_gsifts1p_obj,249,--none--
12,1883,simpl_opt_status,0,optimal
12,1883,orig_simpl_time,0.06028342247009277,--none--
12,1883,orig_simpl_obj,187,--none--
12,1883,orig_gsifts1p_time,0.055124521255493164,--none--
12,1883,orig_gsifts1p_obj,135,--none--
12,1884,simpl_opt_status,0,optimal
12,1884,orig_simpl_time,0.05077695846557617,--none--
12,1884,orig_simpl_obj,197,--none--
12,1884,orig_gsifts1p_time,0.07181978225708008,--none--
12,1884,orig_gsifts1p_obj,154,--none--
12,1885,simpl_opt_status,0,optimal
12,1885,orig_simpl_time,0.054563045501708984,--none--
12,1885,orig_simpl_obj,179,--none--
12,1885,orig_gsifts1p_time,0.05734848976135254,--none--
12,1885,orig_gsifts1p_obj,120,--none--
12,1886,simpl_opt_status,0,optimal
12,1886,orig_simpl_time,0.05954384803771973,--none--
12,1886,orig_simpl_obj,268,--none--
12,1886,orig_gsifts1p_time,0.09147310256958008,--none--
