instance,inversions,reducedA,reducedB,gen_trial
1,51,True,True,1
2,57,True,True,1
3,55,True,True,1
4,47,True,True,1
5,69,True,True,1
6,63,True,True,1
7,45,True,True,1
8,56,True,True,1
9,53,True,True,1
10,53,True,True,1
11,42,True,True,1
12,56,True,True,1
13,73,True,True,1
14,42,True,True,1
15,44,True,True,1
16,51,True,True,1
17,68,True,True,1
18,58,True,True,1
19,35,True,True,1
20,53,True,True,1
21,50,True,True,1
22,66,True,True,1
23,55,True,True,1
24,62,True,True,1
25,71,True,True,1
26,69,True,True,1
27,61,True,True,1
28,47,True,True,1
29,62,True,True,1
30,36,True,True,1
31,50,True,True,1
32,51,True,True,1
33,40,True,True,1
34,57,True,True,1
35,52,True,True,1
36,72,True,True,1
37,63,True,True,1
38,32,True,True,1
39,49,True,True,1
40,62,True,True,1
41,49,True,True,1
42,45,True,True,1
43,53,True,True,1
44,57,True,True,1
45,62,True,True,1
46,72,True,True,1
47,51,True,True,1
48,64,True,True,1
49,57,True,True,1
50,57,True,True,1
51,69,True,True,1
52,56,True,True,1
53,50,True,True,1
54,59,True,True,1
55,47,True,True,1
56,57,True,True,1
57,42,True,True,1
58,49,True,True,1
59,37,True,True,1
60,63,True,True,1
61,58,True,True,1
62,55,True,True,1
63,44,True,True,1
64,69,True,True,1
65,61,True,True,1
66,33,True,True,1
67,35,True,True,1
68,42,True,True,1
69,41,True,True,1
70,46,True,True,1
71,44,True,True,1
72,53,True,True,1
73,50,True,True,1
74,61,True,True,1
75,21,True,True,1
76,53,True,True,1
77,46,True,True,1
78,57,True,True,1
79,43,True,True,1
80,62,True,True,1
81,34,True,True,1
82,62,True,True,1
83,50,True,True,1
84,54,True,True,1
85,56,True,True,1
86,49,True,True,1
87,41,True,True,1
88,66,True,True,1
89,57,True,True,1
90,46,True,True,1
91,64,True,True,1
92,41,True,True,1
93,54,True,True,1
94,51,True,True,1
95,49,True,True,1
96,39,True,True,1
97,41,True,True,1
98,50,True,True,1
99,47,True,True,1
100,64,True,True,1
101,37,True,True,1
102,74,True,True,1
