instance,inversions,reducedA,reducedB,gen_trial
1,49,True,True,1
2,46,True,True,1
3,42,True,True,1
4,28,True,True,1
5,61,True,True,1
6,78,True,True,1
7,30,True,True,1
8,43,True,True,1
9,51,True,True,1
10,67,True,True,1
11,55,True,True,1
12,57,True,True,1
13,50,True,True,1
14,53,True,True,1
15,40,True,True,1
16,57,True,True,1
17,64,True,True,1
18,40,True,True,1
19,42,True,True,1
20,56,True,True,1
21,39,True,True,1
22,25,True,True,1
23,55,True,True,1
24,56,True,True,1
25,51,True,True,1
26,56,True,True,1
27,43,True,True,1
28,41,True,True,1
29,61,True,True,1
30,59,True,True,1
31,55,True,True,1
32,70,True,True,1
33,44,True,True,1
34,43,True,True,1
35,45,True,True,1
36,40,True,True,1
37,56,True,True,1
38,44,True,True,1
39,69,True,True,1
40,44,True,True,1
41,62,True,True,1
42,44,True,True,1
43,54,True,True,1
44,60,True,True,1
45,61,True,True,1
46,54,True,True,1
47,48,True,True,1
48,55,True,True,1
49,43,True,True,1
50,55,True,True,1
51,74,True,True,1
52,57,True,True,1
53,49,True,True,1
54,47,True,True,1
55,55,True,True,1
56,42,True,True,1
57,40,True,True,1
58,48,True,True,1
59,55,True,True,1
60,56,True,True,1
61,59,True,True,1
62,38,True,True,1
63,52,True,True,1
64,44,True,True,1
65,62,True,True,1
66,43,True,True,1
67,51,True,True,1
68,43,True,True,1
69,52,True,True,1
70,49,True,True,1
71,27,True,True,1
72,51,True,True,1
73,45,True,True,1
74,50,True,True,1
75,56,True,True,1
76,29,True,True,1
77,40,True,True,1
78,27,True,True,1
79,44,True,True,1
80,51,True,True,1
81,51,True,True,1
82,49,True,True,1
83,53,True,True,1
84,58,True,True,1
85,46,True,True,1
86,49,True,True,1
87,73,True,True,1
88,55,True,True,1
89,47,True,True,1
90,39,True,True,1
91,50,True,True,1
92,52,True,True,1
93,40,True,True,1
94,49,True,True,1
95,61,True,True,1
96,28,True,True,1
97,51,True,True,1
98,54,True,True,1
99,45,True,True,1
100,22,True,True,1
101,60,True,True,1
102,36,True,True,1
103,43,True,True,1
104,62,True,True,1
105,58,True,True,1
106,55,True,True,1
107,59,True,True,1
108,66,True,True,1
109,52,True,True,1
110,54,True,True,1
111,43,True,True,1
112,46,True,True,1
113,47,True,True,1
114,52,True,True,1
115,73,True,True,1
116,34,True,True,1
117,51,True,True,1
118,56,True,True,1
119,64,True,True,1
120,52,True,True,1
121,43,True,True,1
122,58,True,True,1
123,46,True,True,1
124,43,True,True,1
125,38,True,True,1
126,51,True,True,1
127,47,True,True,1
128,63,True,True,1
129,63,True,True,1
130,56,True,True,1
131,54,True,True,1
132,63,True,True,1
133,61,True,True,1
134,53,True,True,1
135,66,True,True,1
136,31,True,True,1
137,45,True,True,1
138,53,True,True,1
139,63,True,True,1
140,64,True,True,1
141,65,True,True,1
142,60,True,True,1
143,41,True,True,1
144,61,True,True,1
145,50,True,True,1
146,43,True,True,1
147,33,True,True,1
148,50,True,True,1
149,61,True,True,1
150,32,True,True,1
151,54,True,True,1
152,56,True,True,1
153,59,True,True,1
154,56,True,True,1
155,66,True,True,1
156,43,True,True,1
157,50,True,True,1
158,69,True,True,1
159,56,True,True,1
160,65,True,True,1
161,64,True,True,1
162,38,True,True,1
163,39,True,True,1
164,73,True,True,1
165,41,True,True,1
166,53,True,True,1
167,59,True,True,1
168,41,True,True,1
169,68,True,True,1
170,74,True,True,1
171,32,True,True,1
172,53,True,True,1
173,72,True,True,1
174,48,True,True,1
175,34,True,True,1
176,55,True,True,1
177,49,True,True,1
178,45,True,True,1
179,71,True,True,1
180,62,True,True,1
181,63,True,True,1
182,51,True,True,1
183,52,True,True,1
184,47,True,True,1
185,44,True,True,1
186,52,True,True,1
187,56,True,True,1
188,81,True,True,1
189,39,True,True,1
190,58,True,True,1
191,53,True,True,1
192,59,True,True,1
193,55,True,True,1
194,68,True,True,1
195,51,True,True,1
196,60,True,True,1
197,50,True,True,1
198,74,True,True,1
199,41,True,True,1
200,40,True,True,1
201,52,True,True,1
202,48,True,True,1
203,54,True,True,1
204,37,True,True,1
205,61,True,True,1
206,63,True,True,1
207,54,True,True,1
208,65,True,True,1
209,64,True,True,1
210,54,True,True,1
211,64,True,True,1
212,60,True,True,1
213,56,True,True,1
214,53,True,True,1
215,35,True,True,1
216,59,True,True,1
217,72,True,True,1
218,62,True,True,1
219,68,True,True,1
220,54,True,True,1
221,45,True,True,1
222,66,True,True,1
223,52,True,True,1
224,59,True,True,1
225,45,True,True,1
226,63,True,True,1
227,51,True,True,1
228,54,True,True,1
229,51,True,True,1
230,60,True,True,1
231,65,True,True,1
232,63,True,True,1
233,58,True,True,1
234,58,True,True,1
235,63,True,True,1
236,47,True,True,1
237,40,True,True,1
238,57,True,True,1
239,49,True,True,1
240,57,True,True,1
241,58,True,True,1
242,63,True,True,1
243,39,True,True,1
244,42,True,True,1
245,41,True,True,1
246,53,True,True,1
247,68,True,True,1
248,57,True,True,1
249,49,True,True,1
250,55,True,True,1
251,45,True,True,1
252,65,True,True,1
253,61,True,True,1
254,28,True,True,1
255,60,True,True,1
256,55,True,True,1
257,44,True,True,1
258,60,True,True,1
259,67,True,True,1
260,42,True,True,1
261,23,True,True,1
262,51,True,True,1
263,68,True,True,1
264,40,True,True,1
265,63,True,True,1
266,34,True,True,1
267,63,True,True,1
268,51,True,True,1
269,57,True,True,1
270,46,True,True,1
271,36,True,True,1
272,45,True,True,1
273,33,True,True,1
274,53,True,True,1
275,26,True,True,1
276,62,True,True,1
277,66,True,True,1
278,59,True,True,1
279,52,True,True,1
280,43,True,True,1
281,39,True,True,1
282,58,True,True,1
283,40,True,True,1
284,55,True,True,1
285,59,True,True,1
286,56,True,True,1
287,52,True,True,1
288,43,True,True,1
289,65,True,True,1
290,57,True,True,1
291,52,True,True,1
292,50,True,True,1
293,50,True,True,1
294,52,True,True,1
295,45,True,True,1
296,53,True,True,1
297,64,True,True,1
298,56,True,True,1
299,63,True,True,1
300,58,True,True,1
301,49,True,True,1
302,43,True,True,1
303,54,True,True,1
304,24,True,True,1
305,59,True,True,1
306,62,True,True,1
307,45,True,True,1
308,58,True,True,1
309,59,True,True,1
310,60,True,True,1
311,48,True,True,1
312,62,True,True,1
313,66,True,True,1
314,49,True,True,1
315,59,True,True,1
316,49,True,True,1
317,58,True,True,1
318,59,True,True,1
319,63,True,True,1
320,63,True,True,1
321,52,True,True,1
322,64,True,True,1
323,63,True,True,1
324,55,True,True,1
325,56,True,True,1
326,67,True,True,1
327,47,True,True,1
328,56,True,True,1
329,37,True,True,1
330,58,True,True,1
331,40,True,True,1
332,57,True,True,1
333,57,True,True,1
334,55,True,True,1
335,35,True,True,1
336,62,True,True,1
337,42,True,True,1
338,58,True,True,1
339,49,True,True,1
340,49,True,True,1
341,80,True,True,1
342,48,True,True,1
343,59,True,True,1
344,43,True,True,1
345,62,True,True,1
346,60,True,True,1
347,44,True,True,1
348,59,True,True,1
349,38,True,True,1
350,58,True,True,1
351,71,True,True,1
352,79,True,True,1
353,52,True,True,1
354,60,True,True,1
355,32,True,True,1
356,52,True,True,1
357,43,True,True,1
358,61,True,True,1
359,56,True,True,1
360,48,True,True,1
361,46,True,True,1
362,35,True,True,1
363,70,True,True,1
364,72,True,True,1
365,45,True,True,1
366,64,True,True,1
367,64,True,True,1
368,56,True,True,1
369,57,True,True,1
370,57,True,True,1
371,46,True,True,1
372,61,True,True,1
373,53,True,True,1
374,48,True,True,1
375,44,True,True,1
376,59,True,True,1
377,64,True,True,1
378,47,True,True,1
379,37,True,True,1
380,50,True,True,1
381,69,True,True,1
382,39,True,True,1
383,49,True,True,1
384,60,True,True,1
385,52,True,True,1
386,38,True,True,1
387,48,True,True,1
388,51,True,True,1
389,67,True,True,1
390,45,True,True,1
391,65,True,True,1
