instance,inversions,reducedA,reducedB,gen_trial
1,54,True,True,1
2,56,True,True,1
3,46,True,True,1
4,55,True,True,1
5,32,True,True,1
6,58,True,True,1
7,60,True,True,1
8,49,True,True,1
9,73,True,True,1
10,46,True,True,1
11,50,True,True,1
12,44,True,True,1
13,67,True,True,1
14,53,True,True,1
15,33,True,True,1
16,48,True,True,1
17,52,True,True,1
18,45,True,True,1
19,79,True,True,1
20,42,True,True,1
21,58,True,True,1
22,45,True,True,1
23,60,True,True,1
24,37,True,True,1
25,49,True,True,1
26,42,True,True,1
27,58,True,True,1
28,40,True,True,1
29,54,True,True,1
30,78,True,True,1
31,42,True,True,1
32,62,True,True,1
33,48,True,True,1
34,63,True,True,1
35,48,True,True,1
36,60,True,True,1
37,54,True,True,1
38,34,True,True,1
39,68,True,True,1
40,36,True,True,1
41,54,True,True,1
42,59,True,True,1
43,55,True,True,1
44,54,True,True,1
45,37,True,True,1
46,48,True,True,1
47,40,True,True,1
48,55,True,True,1
49,42,True,True,1
50,38,True,True,1
51,59,True,True,1
52,47,True,True,1
53,42,True,True,1
54,41,True,True,1
55,28,True,True,1
56,78,True,True,1
57,57,True,True,1
58,35,True,True,1
59,45,True,True,1
60,68,True,True,1
61,58,True,True,1
62,44,True,True,1
63,40,True,True,1
64,41,True,True,1
65,38,True,True,1
66,62,True,True,1
67,84,True,True,1
68,61,True,True,1
69,48,True,True,1
70,65,True,True,1
71,38,True,True,1
72,54,True,True,1
73,62,True,True,1
74,38,True,True,1
75,58,True,True,1
76,64,True,True,1
77,52,True,True,1
78,55,True,True,1
79,37,True,True,1
80,47,True,True,1
81,48,True,True,1
82,68,True,True,1
83,59,True,True,1
84,63,True,True,1
85,50,True,True,1
86,55,True,True,1
87,60,True,True,1
88,50,True,True,1
89,73,True,True,1
90,50,True,True,1
91,59,True,True,1
92,40,True,True,1
93,44,True,True,1
94,51,True,True,1
95,36,True,True,1
96,51,True,True,1
97,49,True,True,1
98,56,True,True,1
99,45,True,True,1
100,53,True,True,1
101,57,True,True,1
102,59,True,True,1
103,45,True,True,1
104,55,True,True,1
105,72,True,True,1
106,69,True,True,1
107,36,True,True,1
108,54,True,True,1
109,58,True,True,1
110,51,True,True,1
111,53,True,True,1
112,36,True,True,1
113,50,True,True,1
114,27,True,True,1
115,76,True,True,1
116,24,True,True,1
117,52,True,True,1
118,73,True,True,1
119,50,True,True,1
120,42,True,True,1
121,52,True,True,1
122,33,True,True,1
123,61,True,True,1
124,48,True,True,1
125,53,True,True,1
126,47,True,True,1
127,64,True,True,1
128,77,True,True,1
129,39,True,True,1
130,50,True,True,1
131,46,True,True,1
132,75,True,True,1
133,40,True,True,1
134,51,True,True,1
135,67,True,True,1
136,43,True,True,1
137,44,True,True,1
138,60,True,True,1
139,51,True,True,1
140,63,True,True,1
141,52,True,True,1
142,56,True,True,1
143,57,True,True,1
144,53,True,True,1
145,56,True,True,1
146,54,True,True,1
147,63,True,True,1
148,64,True,True,1
149,68,True,True,1
150,35,True,True,1
151,43,True,True,1
152,51,True,True,1
153,49,True,True,1
154,59,True,True,1
155,65,True,True,1
156,57,True,True,1
157,50,True,True,1
158,39,True,True,1
159,61,True,True,1
160,52,True,True,1
161,52,True,True,1
162,60,True,True,1
163,50,True,True,1
164,33,True,True,1
165,68,True,True,1
166,57,True,True,1
167,47,True,True,1
168,31,True,True,1
169,51,True,True,1
170,54,True,True,1
171,48,True,True,1
172,60,True,True,1
173,34,True,True,1
174,49,True,True,1
175,61,True,True,1
176,49,True,True,1
177,52,True,True,1
178,61,True,True,1
179,62,True,True,1
180,52,True,True,1
181,47,True,True,1
182,54,True,True,1
183,46,True,True,1
184,44,True,True,1
185,38,True,True,1
186,50,True,True,1
187,68,True,True,1
188,57,True,True,1
189,44,True,True,1
190,45,True,True,1
191,56,True,True,1
192,69,True,True,1
193,72,True,True,1
194,64,True,True,1
195,48,True,True,1
196,48,True,True,1
197,53,True,True,1
198,55,True,True,1
199,43,True,True,1
200,63,True,True,1
201,38,True,True,1
202,59,True,True,1
203,48,True,True,1
204,64,True,True,1
205,51,True,True,1
206,51,True,True,1
207,57,True,True,1
208,61,True,True,1
209,59,True,True,1
210,38,True,True,1
211,44,True,True,1
212,42,True,True,1
213,50,True,True,1
214,57,True,True,1
215,47,True,True,1
216,59,True,True,1
217,73,True,True,1
218,61,True,True,1
219,52,True,True,1
220,60,True,True,1
221,40,True,True,1
222,50,True,True,1
223,49,True,True,1
224,61,True,True,1
225,44,True,True,1
226,30,True,True,1
227,48,True,True,1
228,61,True,True,1
229,54,True,True,1
230,53,True,True,1
231,53,True,True,1
232,66,True,True,1
233,64,True,True,1
234,73,True,True,1
235,39,True,True,1
236,53,True,True,1
237,55,True,True,1
238,58,True,True,1
239,44,True,True,1
240,48,True,True,1
241,65,True,True,1
242,33,True,True,1
243,50,True,True,1
244,55,True,True,1
245,51,True,True,1
246,48,True,True,1
247,47,True,True,1
248,50,True,True,1
249,39,True,True,1
250,51,True,True,1
251,47,True,True,1
252,67,True,True,1
253,42,True,True,1
254,59,True,True,1
255,47,True,True,1
256,47,True,True,1
257,60,True,True,1
258,41,True,True,1
259,52,True,True,1
260,51,True,True,1
261,42,True,True,1
262,45,True,True,1
263,72,True,True,1
264,49,True,True,1
265,67,True,True,1
266,56,True,True,1
267,62,True,True,1
268,67,True,True,1
269,64,True,True,1
270,26,True,True,1
271,51,True,True,1
272,52,True,True,1
273,51,True,True,1
274,56,True,True,1
275,40,True,True,1
276,54,True,True,1
277,68,True,True,1
278,42,True,True,1
279,57,True,True,1
280,61,True,True,1
281,62,True,True,1
282,56,True,True,1
283,40,True,True,1
284,55,True,True,1
285,48,True,True,1
286,49,True,True,1
287,54,True,True,1
288,58,True,True,1
289,49,True,True,1
290,59,True,True,1
291,43,True,True,1
292,46,True,True,1
293,62,True,True,1
294,43,True,True,1
295,48,True,True,1
296,56,True,True,1
297,50,True,True,1
298,61,True,True,1
299,44,True,True,1
300,53,True,True,1
301,45,True,True,1
302,53,True,True,1
303,55,True,True,1
304,53,True,True,1
305,44,True,True,1
306,50,True,True,1
307,60,True,True,1
308,55,True,True,1
309,45,True,True,1
310,60,True,True,1
311,52,True,True,1
312,47,True,True,1
313,37,True,True,1
314,64,True,True,1
315,54,True,True,1
316,68,True,True,1
317,48,True,True,1
318,57,True,True,1
319,40,True,True,1
320,51,True,True,1
321,50,True,True,1
322,48,True,True,1
323,43,True,True,1
324,45,True,True,1
325,40,True,True,1
326,75,True,True,1
327,66,True,True,1
328,69,True,True,1
329,54,True,True,1
330,42,True,True,1
331,59,True,True,1
332,66,True,True,1
333,55,True,True,1
334,47,True,True,1
