instance,N,num_type,value,comment
4,18,orig_sifts_red_obj,15540,--none--
0,24,trials,1,--none--
0,24,orig_gen_time,2.468266725540161,--none--
0,24,vs_gen_time,5.1021575927734375e-05,--none--
0,24,BBsearch_time,16.11373782157898,--none--
0,24,alig_to_order_time,1.9958539009094238,--none--
0,24,orig_aux_obj,57299,--none--
0,24,orig_sifts_red_time,346.7468421459198,--none--
0,24,orig_sifts_red_obj,381482,--none--
1,24,trials,1,--none--
1,24,orig_gen_time,1.6011419296264648,--none--
1,24,vs_gen_time,3.647804260253906e-05,--none--
1,24,BBsearch_time,9.746541261672974,--none--
1,24,alig_to_order_time,0.9982340335845947,--none--
1,24,orig_aux_obj,49351,--none--
1,24,orig_sifts_red_time,153.21692037582397,--none--
1,24,orig_sifts_red_obj,164999,--none--
2,24,trials,1,--none--
2,24,orig_gen_time,3.283916473388672,--none--
2,24,vs_gen_time,3.361701965332031e-05,--none--
2,24,BBsearch_time,2.253023624420166,--none--
2,24,alig_to_order_time,1.3977789878845215,--none--
2,24,orig_aux_obj,65133,--none--
2,24,orig_sifts_red_time,444.1702778339386,--none--
2,24,orig_sifts_red_obj,564743,--none--
3,24,trials,1,--none--
3,24,orig_gen_time,0.7602212429046631,--none--
3,24,vs_gen_time,3.314018249511719e-05,--none--
3,24,BBsearch_time,5.204849004745483,--none--
3,24,alig_to_order_time,0.5716438293457031,--none--
3,24,orig_aux_obj,31188,--none--
3,24,orig_sifts_red_time,54.010380029678345,--none--
3,24,orig_sifts_red_obj,68274,--none--
4,24,trials,1,--none--
4,24,orig_gen_time,1.950951337814331,--none--
4,24,vs_gen_time,5.173683166503906e-05,--none--
4,24,BBsearch_time,9.208200216293335,--none--
4,24,alig_to_order_time,0.8136880397796631,--none--
4,24,orig_aux_obj,42646,--none--
4,24,orig_sifts_red_time,346.66561222076416,--none--
4,24,orig_sifts_red_obj,404270,--none--
0,19,trials,1,--none--
0,19,orig_gen_time,0.12084627151489258,--none--
0,19,vs_gen_time,5.507469177246094e-05,--none--
0,19,BBsearch_time,3.7031829357147217,--none--
0,19,alig_to_order_time,0.15313172340393066,--none--
0,19,orig_aux_obj,3660,--none--
0,19,orig_sifts_red_time,7.726470232009888,--none--
0,19,orig_sifts_red_obj,10126,--none--
1,19,trials,1,--none--
1,19,orig_gen_time,0.290419340133667,--none--
1,19,vs_gen_time,4.6253204345703125e-05,--none--
1,19,BBsearch_time,1.6617679595947266,--none--
1,19,alig_to_order_time,0.2617008686065674,--none--
1,19,orig_aux_obj,7357,--none--
1,19,orig_sifts_red_time,11.459151983261108,--none--
1,19,orig_sifts_red_obj,19132,--none--
2,19,trials,1,--none--
2,19,orig_gen_time,0.16453099250793457,--none--
2,19,vs_gen_time,4.982948303222656e-05,--none--
2,19,BBsearch_time,1.9892897605895996,--none--
2,19,alig_to_order_time,0.3319704532623291,--none--
2,19,orig_aux_obj,10101,--none--
2,19,orig_sifts_red_time,17.572991847991943,--none--
2,19,orig_sifts_red_obj,30252,--none--
3,19,trials,1,--none--
3,19,orig_gen_time,0.3884403705596924,--none--
3,19,vs_gen_time,4.076957702636719e-05,--none--
3,19,BBsearch_time,3.567991018295288,--none--
3,19,alig_to_order_time,0.45658326148986816,--none--
3,19,orig_aux_obj,15868,--none--
3,19,orig_sifts_red_time,21.488256692886353,--none--
3,19,orig_sifts_red_obj,39783,--none--
4,19,trials,1,--none--
4,19,orig_gen_time,0.10162901878356934,--none--
4,19,vs_gen_time,4.220008850097656e-05,--none--
4,19,BBsearch_time,0.8624556064605713,--none--
4,19,alig_to_order_time,0.12182283401489258,--none--
4,19,orig_aux_obj,3340,--none--
4,19,orig_sifts_red_time,13.323798179626465,--none--
4,19,orig_sifts_red_obj,12567,--none--
0,5,trials,1,--none--
0,5,orig_gen_time,0.001165151596069336,--none--
0,5,vs_gen_time,3.719329833984375e-05,--none--
0,5,BBsearch_time,0.01571941375732422,--none--
0,5,alig_to_order_time,0.00144195556640625,--none--
0,5,orig_aux_obj,33,--none--
0,5,orig_sifts_red_time,0.002888202667236328,--none--
0,5,orig_sifts_red_obj,23,--none--
1,5,trials,1,--none--
1,5,orig_gen_time,0.0009987354278564453,--none--
1,5,vs_gen_time,2.384185791015625e-05,--none--
1,5,BBsearch_time,0.024040937423706055,--none--
1,5,alig_to_order_time,0.004919290542602539,--none--
1,5,orig_aux_obj,32,--none--
1,5,orig_sifts_red_time,0.010517358779907227,--none--
1,5,orig_sifts_red_obj,28,--none--
2,5,trials,1,--none--
2,5,orig_gen_time,0.0011124610900878906,--none--
2,5,vs_gen_time,2.6941299438476562e-05,--none--
2,5,BBsearch_time,0.021926403045654297,--none--
2,5,alig_to_order_time,0.0010943412780761719,--none--
2,5,orig_aux_obj,22,--none--
2,5,orig_sifts_red_time,0.02044200897216797,--none--
2,5,orig_sifts_red_obj,22,--none--
3,5,trials,1,--none--
3,5,orig_gen_time,0.003030061721801758,--none--
3,5,vs_gen_time,2.6941299438476562e-05,--none--
3,5,BBsearch_time,0.008273839950561523,--none--
3,5,alig_to_order_time,0.0013201236724853516,--none--
3,5,orig_aux_obj,29,--none--
3,5,orig_sifts_red_time,0.0026884078979492188,--none--
3,5,orig_sifts_red_obj,16,--none--
4,5,trials,1,--none--
4,5,orig_gen_time,0.0009388923645019531,--none--
4,5,vs_gen_time,2.4557113647460938e-05,--none--
4,5,BBsearch_time,0.0073812007904052734,--none--
4,5,alig_to_order_time,0.0012636184692382812,--none--
4,5,orig_aux_obj,29,--none--
4,5,orig_sifts_red_time,0.0031709671020507812,--none--
4,5,orig_sifts_red_obj,27,--none--
5,6,trials,1,--none--
5,6,orig_gen_time,0.0007824897766113281,--none--
5,6,vs_gen_time,2.8848648071289062e-05,--none--
5,6,BBsearch_time,0.01707315444946289,--none--
5,6,alig_to_order_time,0.0015993118286132812,--none--
5,6,orig_aux_obj,27,--none--
5,6,orig_sifts_red_time,0.0037381649017333984,--none--
5,6,orig_sifts_red_obj,20,--none--
6,6,trials,1,--none--
6,6,orig_gen_time,0.0016121864318847656,--none--
6,6,vs_gen_time,2.47955322265625e-05,--none--
6,6,BBsearch_time,0.013176679611206055,--none--
6,6,alig_to_order_time,0.0034029483795166016,--none--
6,6,orig_aux_obj,52,--none--
6,6,orig_sifts_red_time,0.006106138229370117,--none--
6,6,orig_sifts_red_obj,46,--none--
7,6,trials,1,--none--
7,6,orig_gen_time,0.0014102458953857422,--none--
7,6,vs_gen_time,2.574920654296875e-05,--none--
7,6,BBsearch_time,0.010847806930541992,--none--
7,6,alig_to_order_time,0.0021812915802001953,--none--
7,6,orig_aux_obj,57,--none--
7,6,orig_sifts_red_time,0.006833314895629883,--none--
7,6,orig_sifts_red_obj,48,--none--
8,6,trials,1,--none--
8,6,orig_gen_time,0.0010581016540527344,--none--
8,6,vs_gen_time,2.5510787963867188e-05,--none--
8,6,BBsearch_time,0.016997098922729492,--none--
8,6,alig_to_order_time,0.001819610595703125,--none--
8,6,orig_aux_obj,38,--none--
8,6,orig_sifts_red_time,0.00552058219909668,--none--
8,6,orig_sifts_red_obj,32,--none--
9,6,trials,1,--none--
9,6,orig_gen_time,0.0009257793426513672,--none--
9,6,vs_gen_time,2.5510787963867188e-05,--none--
9,6,BBsearch_time,0.011458396911621094,--none--
9,6,alig_to_order_time,0.001416921615600586,--none--
9,6,orig_aux_obj,24,--none--
9,6,orig_sifts_red_time,0.003813505172729492,--none--
9,6,orig_sifts_red_obj,22,--none--
10,7,trials,1,--none--
10,7,orig_gen_time,0.001209259033203125,--none--
10,7,vs_gen_time,2.47955322265625e-05,--none--
10,7,BBsearch_time,0.018689393997192383,--none--
10,7,alig_to_order_time,0.0021674633026123047,--none--
10,7,orig_aux_obj,43,--none--
10,7,orig_sifts_red_time,0.006442070007324219,--none--
10,7,orig_sifts_red_obj,41,--none--
11,7,trials,1,--none--
11,7,orig_gen_time,0.0014524459838867188,--none--
11,7,vs_gen_time,2.6702880859375e-05,--none--
11,7,BBsearch_time,0.02418375015258789,--none--
11,7,alig_to_order_time,0.002933025360107422,--none--
11,7,orig_aux_obj,63,--none--
11,7,orig_sifts_red_time,0.008566617965698242,--none--
11,7,orig_sifts_red_obj,59,--none--
12,7,trials,1,--none--
12,7,orig_gen_time,0.002240896224975586,--none--
12,7,vs_gen_time,4.0531158447265625e-05,--none--
12,7,BBsearch_time,0.01165008544921875,--none--
12,7,alig_to_order_time,0.002735137939453125,--none--
12,7,orig_aux_obj,96,--none--
12,7,orig_sifts_red_time,0.008785486221313477,--none--
12,7,orig_sifts_red_obj,59,--none--
13,7,trials,1,--none--
13,7,orig_gen_time,0.002407550811767578,--none--
13,7,vs_gen_time,2.7894973754882812e-05,--none--
13,7,BBsearch_time,0.006484508514404297,--none--
13,7,alig_to_order_time,0.003632068634033203,--none--
13,7,orig_aux_obj,108,--none--
13,7,orig_sifts_red_time,0.02091360092163086,--none--
13,7,orig_sifts_red_obj,78,--none--
14,7,trials,1,--none--
14,7,orig_gen_time,0.0014224052429199219,--none--
14,7,vs_gen_time,2.7418136596679688e-05,--none--
14,7,BBsearch_time,0.016985416412353516,--none--
14,7,alig_to_order_time,0.00179290771484375,--none--
14,7,orig_aux_obj,42,--none--
14,7,orig_sifts_red_time,0.005867719650268555,--none--
14,7,orig_sifts_red_obj,38,--none--
15,8,trials,1,--none--
15,8,orig_gen_time,0.0022535324096679688,--none--
15,8,vs_gen_time,2.6226043701171875e-05,--none--
15,8,BBsearch_time,0.031685590744018555,--none--
15,8,alig_to_order_time,0.004404544830322266,--none--
15,8,orig_aux_obj,142,--none--
15,8,orig_sifts_red_time,0.016713619232177734,--none--
15,8,orig_sifts_red_obj,91,--none--
16,8,trials,1,--none--
16,8,orig_gen_time,0.003713846206665039,--none--
16,8,vs_gen_time,2.8848648071289062e-05,--none--
16,8,BBsearch_time,0.0455477237701416,--none--
16,8,alig_to_order_time,0.005480527877807617,--none--
16,8,orig_aux_obj,111,--none--
16,8,orig_sifts_red_time,0.041793107986450195,--none--
16,8,orig_sifts_red_obj,115,--none--
17,8,trials,1,--none--
17,8,orig_gen_time,0.002115011215209961,--none--
17,8,vs_gen_time,2.765655517578125e-05,--none--
17,8,BBsearch_time,0.03193521499633789,--none--
17,8,alig_to_order_time,0.004478931427001953,--none--
17,8,orig_aux_obj,93,--none--
17,8,orig_sifts_red_time,0.01788616180419922,--none--
17,8,orig_sifts_red_obj,98,--none--
18,8,trials,1,--none--
18,8,orig_gen_time,0.0020368099212646484,--none--
18,8,vs_gen_time,2.6226043701171875e-05,--none--
18,8,BBsearch_time,0.024953842163085938,--none--
18,8,alig_to_order_time,0.00583648681640625,--none--
18,8,orig_aux_obj,120,--none--
18,8,orig_sifts_red_time,0.014202356338500977,--none--
18,8,orig_sifts_red_obj,70,--none--
19,8,trials,1,--none--
19,8,orig_gen_time,0.0012433528900146484,--none--
19,8,vs_gen_time,2.5272369384765625e-05,--none--
19,8,BBsearch_time,0.04788088798522949,--none--
19,8,alig_to_order_time,0.002984762191772461,--none--
19,8,orig_aux_obj,50,--none--
19,8,orig_sifts_red_time,0.00904083251953125,--none--
19,8,orig_sifts_red_obj,33,--none--
0,10,trials,1,--none--
0,10,orig_gen_time,0.0054454803466796875,--none--
0,10,vs_gen_time,3.9577484130859375e-05,--none--
0,10,BBsearch_time,0.05309009552001953,--none--
0,10,alig_to_order_time,0.01029515266418457,--none--
0,10,orig_aux_obj,376,--none--
0,10,orig_sifts_red_time,0.06587553024291992,--none--
0,10,orig_sifts_red_obj,258,--none--
1,10,trials,1,--none--
1,10,orig_gen_time,0.0048389434814453125,--none--
1,10,vs_gen_time,2.8848648071289062e-05,--none--
1,10,BBsearch_time,0.10226988792419434,--none--
1,10,alig_to_order_time,0.009597301483154297,--none--
1,10,orig_aux_obj,277,--none--
1,10,orig_sifts_red_time,0.07143855094909668,--none--
1,10,orig_sifts_red_obj,184,--none--
2,10,trials,1,--none--
2,10,orig_gen_time,0.005141258239746094,--none--
2,10,vs_gen_time,2.9802322387695312e-05,--none--
2,10,BBsearch_time,0.05435323715209961,--none--
2,10,alig_to_order_time,0.010484695434570312,--none--
2,10,orig_aux_obj,335,--none--
2,10,orig_sifts_red_time,0.04820609092712402,--none--
2,10,orig_sifts_red_obj,190,--none--
3,10,trials,1,--none--
3,10,orig_gen_time,0.0021698474884033203,--none--
3,10,vs_gen_time,2.8371810913085938e-05,--none--
3,10,BBsearch_time,0.0777444839477539,--none--
3,10,alig_to_order_time,0.004046201705932617,--none--
3,10,orig_aux_obj,136,--none--
3,10,orig_sifts_red_time,0.05750274658203125,--none--
3,10,orig_sifts_red_obj,120,--none--
4,10,trials,1,--none--
4,10,orig_gen_time,0.00512385368347168,--none--
4,10,vs_gen_time,3.2901763916015625e-05,--none--
4,10,BBsearch_time,0.13335466384887695,--none--
4,10,alig_to_order_time,0.008835554122924805,--none--
4,10,orig_aux_obj,238,--none--
4,10,orig_sifts_red_time,0.052413225173950195,--none--
