instance,num_type,step,LB,UB,comment
31,steplog,10,639,1854,--none--
31,steplog,20,639,1793,--none--
31,steplog,30,639,1568,--none--
31,steplog,40,639,1509,--none--
31,steplog,50,639,1499,--none--
31,steplog,60,639,1493,--none--
31,steplog,70,639,1443,--none--
31,steplog,80,639,1433,--none--
31,steplog,90,639,1433,--none--
31,steplog,100,639,1433,--none--
31,steplog,110,639,1433,--none--
31,steplog,120,639,1433,--none--
31,steplog,130,639,1433,--none--
31,steplog,140,639,1433,--none--
31,steplog,150,876,1433,--none--
31,steplog,160,876,1433,--none--
31,steplog,170,876,1433,--none--
31,steplog,180,876,1433,--none--
31,steplog,190,876,1433,--none--
31,steplog,200,876,1421,--none--
31,steplog,210,876,1421,--none--
31,steplog,220,876,1421,--none--
31,steplog,230,1017,1355,--none--
31,steplog,240,1017,1345,--none--
31,steplog,250,1017,1293,--none--
31,steplog,260,1017,1293,--none--
31,steplog,270,1017,1285,--none--
31,steplog,280,1017,1277,--none--
31,steplog,290,1017,1277,--none--
31,steplog,300,1017,1277,--none--
31,steplog,310,1089,1277,--none--
31,steplog,320,1089,1253,--none--
31,steplog,330,1122,1245,--none--
31,steplog,340,1122,1245,--none--
31,steplog,350,1138,1245,--none--
31,steplog,360,1243,1245,--none--
31,steplog,365,1245,1245,status:optimal
31,timelog,365,1.0287957191467285,0,--none--
3200,steplog,10,353,1596,--none--
3200,steplog,20,353,1518,--none--
3200,steplog,30,353,1518,--none--
3200,steplog,40,353,1518,--none--
3200,steplog,50,353,1436,--none--
3200,steplog,60,353,1434,--none--
3200,steplog,70,353,1434,--none--
3200,steplog,80,353,1205,--none--
3200,steplog,90,353,1200,--none--
3200,steplog,100,353,1200,--none--
3200,steplog,110,353,1200,--none--
3200,steplog,120,353,1175,--none--
3200,steplog,130,353,1170,--none--
3200,steplog,140,353,1170,--none--
3200,steplog,150,353,1170,--none--
3200,steplog,160,353,1170,--none--
3200,steplog,170,353,1170,--none--
3200,steplog,180,353,1170,--none--
3200,steplog,190,439,1154,--none--
3200,steplog,200,439,1151,--none--
3200,steplog,210,439,1149,--none--
3200,steplog,220,439,1149,--none--
3200,steplog,230,439,1149,--none--
3200,steplog,240,439,1149,--none--
3200,steplog,250,439,1149,--none--
3200,steplog,260,579,1149,--none--
3200,steplog,270,836,1057,--none--
3200,steplog,280,836,1054,--none--
3200,steplog,290,836,1054,--none--
3200,steplog,300,836,1052,--none--
3200,steplog,310,836,1052,--none--
3200,steplog,320,988,1052,--none--
3200,steplog,330,1038,1052,--none--
3200,steplog,340,1052,1052,--none--
3200,steplog,341,1052,1052,status:optimal
3200,timelog,341,1.1088762283325195,0,--none--
3201,steplog,10,786,2429,--none--
3201,steplog,20,786,2376,--none--
3201,steplog,30,786,2366,--none--
3201,steplog,40,786,2366,--none--
3201,steplog,50,786,2366,--none--
3201,steplog,60,786,2362,--none--
3201,steplog,70,786,2362,--none--
3201,steplog,80,786,2362,--none--
3201,steplog,90,786,2217,--none--
3201,steplog,100,786,2217,--none--
3201,steplog,110,786,2190,--none--
3201,steplog,120,786,2190,--none--
3201,steplog,130,786,2190,--none--
3201,steplog,140,786,2190,--none--
3201,steplog,150,786,2190,--none--
3201,steplog,160,1439,2190,--none--
3201,steplog,170,1439,2181,--none--
3201,steplog,180,1439,2154,--none--
3201,steplog,190,1439,2154,--none--
3201,steplog,200,1439,2154,--none--
3201,steplog,210,1439,2154,--none--
3201,steplog,220,1439,2154,--none--
3201,steplog,230,1805,2049,--none--
3201,steplog,240,1805,2036,--none--
3201,steplog,250,1805,2026,--none--
3201,steplog,260,1805,2026,--none--
3201,steplog,270,1805,2022,--none--
3201,steplog,280,1805,2022,--none--
3201,steplog,290,1805,2022,--none--
3201,steplog,300,1859,2009,--none--
3201,steplog,310,1928,1982,--none--
3201,steplog,320,1928,1982,--none--
3201,steplog,330,1958,1982,--none--
3201,steplog,340,1974,1982,--none--
3201,steplog,343,1982,1982,status:optimal
3201,timelog,343,0.912175178527832,0,--none--
3202,steplog,10,304,831,--none--
3202,steplog,20,304,831,--none--
3202,steplog,30,304,831,--none--
3202,steplog,40,304,831,--none--
3202,steplog,50,304,825,--none--
3202,steplog,60,304,819,--none--
3202,steplog,70,304,813,--none--
3202,steplog,80,304,743,--none--
3202,steplog,90,304,742,--none--
3202,steplog,100,304,737,--none--
3202,steplog,110,560,737,--none--
3202,steplog,120,704,737,--none--
3202,steplog,130,724,733,--none--
3202,steplog,140,724,731,--none--
3202,steplog,146,727,727,status:optimal
3202,timelog,146,0.4575991630554199,0,--none--
3203,steplog,10,588,1526,--none--
3203,steplog,20,588,1429,--none--
3203,steplog,30,588,1429,--none--
3203,steplog,40,1004,1420,--none--
3203,steplog,50,1247,1420,--none--
3203,steplog,60,1315,1387,--none--
3203,steplog,70,1320,1323,--none--
