10-0,color_size_nat,91,--none--
10-0,cover_size_nat,3592,--none--
10-0,orig_simpl_nat_obj,711,--none--
10-0,orig_minAB_nat_obj,647,--none--
10-0,color_size_rnd,92,--none--
10-0,cover_size_rnd,9077,--none--
10-0,orig_simpl_rnd_obj,809,--none--
10-0,orig_minAB_rnd_obj,657,--none--
